initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_trades,num_long_trades,num_short_trades,avg_positions,avg_long_positions,avg_short_positions,avg_zscore_long,avg_zscore_short,avg_spread_long,avg_spread_short,pct_days_invested,trading_days,strategy,window,zscore_threshold
10000,12780.539421232417,0.27805394212324175,0.05518742131130949,0.37963187807027865,0.14537088295070158,0.16309203393154895,-0.5125701143859045,0.10766804338061721,0.27611044417767105,15,2,13,0.6556688662267547,0.16376724655068986,0.49190161967606477,-3.1561974922496465,3.7348276840606918,-80.28490422238872,110.67399326630442,57.58848230353929,1667,mean_reversion,30,3.0
