,value
initial_capital,10000.0
leverage,1.0
final_value,18529.98194992874
total_return,0.8529981949928741
annualized_return,0.11820971825686866
annualized_volatility,0.4063269915173743
sharpe_ratio,0.29092263306316457
sortino_ratio,0.390295092229655
max_drawdown,-0.5741066883004902
calmar_ratio,0.20590200509037987
win_rate,0.3791563275434243
trading_days,2015.0
avg_long_exposure,4144.409180605579
avg_short_exposure,-4144.409180605579
avg_net_exposure,0.0
avg_gross_exposure,8288.818361211159
avg_long_positions,1.0719602977667493
avg_short_positions,1.830272952853598
avg_portfolio_beta,-0.2876380317245897
