initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,avg_turnover,long_total_return,short_total_return,long_sharpe,short_sharpe,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,18388.26541915906,0.8388265419159059,0.11381668158515712,0.3167365007949413,0.35934185450524786,0.25769483877797217,-0.5436574061221225,0.20935368543400348,0.10562015503875968,2064,0.056774870801033585,-0.15214243348812717,1.1687918048321904,-0.05638305865353224,0.2546913762864574,0.7592054263565892,0.7146317829457365,0.2180232558139535,0.2180232558139535,-3.2273925134452225e-19,0.436046511627907
