strategy,adf_window,regression,volatility_window,rebalance_days,num_quintiles,long_percentile,short_percentile,weighting_method,initial_capital,leverage,long_allocation,short_allocation,avg_adf_long,avg_adf_short,long_symbols,short_symbols
long_trending,60,ct,30,7,5,20,80,equal_weight,10000,1.0,0.5,0.5,-1.5680501722722269,,"ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,BNT/USD,BONK/USD,CHZ/USD,CRO/USD,CRV/USD,CVC/USD,DOGE/USD,ENA/USD,EOS/USD,FLOKI/USD,GIGA/USD,GRT/USD,IMX/USD,LINK/USD,MAGIC/USD,MANA/USD,MOG/USD,OXT/USD,PENGU/USD,PEPE/USD,PNUT/USD,POPCAT/USD,PYTH/USD,ROSE/USD,RSR/USD,STORJ/USD,SUPER/USD,T/USD,TURBO/USD,USDT/USD,W/USD,WIF/USD,WLD/USD,XLM/USD,XTZ/USD,ZRX/USD",
