,value
initial_capital,10000.0
leverage,1.0
final_value,31013.074146902392
total_return,2.1013074146902393
annualized_return,0.22754984463622785
annualized_volatility,0.40092633650438525
sharpe_ratio,0.5675602321867896
sortino_ratio,0.7563727694199596
max_drawdown,-0.5028084995091306
calmar_ratio,0.45255767326601387
win_rate,0.38560794044665014
trading_days,2015.0
avg_long_exposure,6149.713608351308
avg_short_exposure,-6149.713608351308
avg_net_exposure,0.0
avg_gross_exposure,12299.427216702616
avg_long_positions,1.06848635235732
avg_short_positions,1.8258064516129033
avg_portfolio_beta,-0.283936888924438
