initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,avg_long_positions,avg_short_positions,avg_spread_long,avg_spread_short,total_rebalances,trading_days,strategy,window,rebalance_days,weighting_method
10000,9956.440816013042,-0.004355918398695758,-0.003804665056355905,0.6133862457732705,-0.006202723133381515,-0.008392661906831484,-0.2510584499291643,-0.015154499111379777,0.486810551558753,1.2129186602870814,2.212918660287081,-43.5993927119889,35.31158894381761,59,418,long_low_short_high_spread,30,7,equal_weight
