date,portfolio_value,num_positions,positions,rebalanced,daily_return,log_return
2025-01-27,10000.0,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",True,,
2025-01-28,9877.953728764329,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.012204627123567069,-0.012279715158265408
2025-01-29,10021.849535388228,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.014567369981181244,0.014462285157422332
2025-01-30,10219.4760619467,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.01971956631963301,0.019527654513877134
2025-01-31,9973.66496384932,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.024053199655967084,-0.02434720189887966
2025-02-01,9557.230418120953,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.04175341233516283,-0.042650135735027
2025-02-02,9081.906030180362,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.04973453261515526,-0.0510138940709863
2025-02-03,9491.350571937506,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.045083547484030984,0.04409683196644795
2025-02-04,9073.764752830559,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.0439964592964881,-0.04499366227283291
2025-02-05,8780.954412737248,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.03226999465706537,-0.03280215071127986
2025-02-06,8662.274254508306,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.013515633113501901,-0.013607800693691613
2025-02-07,8746.231563707264,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.009692294047981997,0.009645625076644033
2025-02-08,8839.099284842167,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.010618026799137148,0.010562051435893366
2025-02-09,8832.123043584843,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.0007892479801970831,-0.0007895596003587163
2025-02-10,8905.17999110902,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.008271731175353292,0.008237707899202347
2025-02-11,8789.150479779579,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.013029440330828312,-0.01311506808959929
2025-02-12,8933.148052636163,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.016383559843225592,0.0162507974444557
2025-02-13,8913.254601866396,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.002226925004774394,-0.0022294082896739823
2025-02-14,9152.503781528983,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.026841955082545166,0.026488029213743377
2025-02-15,9115.83929169281,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.004005951891565163,-0.00401399721013809
2025-02-16,8947.754496231135,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.01843876247520615,-0.01861087543932028
2025-02-17,8758.327611243432,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.021170326596185784,-0.021397631767898866
2025-02-18,8585.20390476102,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.019766753901757084,-0.01996472941381031
2025-02-19,8757.30634597289,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.020046401124663715,0.019848117560171883
2025-02-20,8884.701521397987,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.0145473014637294,0.014442504592297142
2025-02-21,8615.842581392037,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.0302608860138327,-0.030728198312933518
2025-02-22,8664.809152777161,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.005683317786107089,0.005667228666513917
2025-02-23,8603.229637852317,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.007106851846253037,-0.007132225808632443
2025-02-24,7825.536818019025,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.09039545061212995,-0.09474533503251575
2025-02-25,7759.018810431146,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.0085001207118105,-0.00853645276895088
2025-02-26,7343.670238577504,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.053531069069616355,-0.05501713409034221
2025-02-27,7396.096834832571,0,None,True,0.007139018304452405,0.007113656148999317
2025-02-28,7396.096834832571,0,None,False,0.0,0.0
2025-03-01,7396.096834832571,0,None,False,0.0,0.0
2025-03-02,7396.096834832571,0,None,False,0.0,0.0
2025-03-03,7396.096834832571,0,None,False,0.0,0.0
2025-03-04,7396.096834832571,0,None,False,0.0,0.0
2025-03-05,7396.096834832571,0,None,False,0.0,0.0
2025-03-06,7396.096834832571,0,None,False,0.0,0.0
2025-03-07,7396.096834832571,0,None,False,0.0,0.0
2025-03-08,7396.096834832571,0,None,False,0.0,0.0
2025-03-09,7396.096834832571,0,None,False,0.0,0.0
2025-03-10,7396.096834832571,0,None,False,0.0,0.0
2025-03-11,7396.096834832571,0,None,False,0.0,0.0
2025-03-12,7396.096834832571,0,None,False,0.0,0.0
2025-03-13,7396.096834832571,0,None,False,0.0,0.0
2025-03-14,7396.096834832571,0,None,False,0.0,0.0
2025-03-15,7396.096834832571,0,None,False,0.0,0.0
2025-03-16,7396.096834832571,0,None,False,0.0,0.0
2025-03-17,7396.096834832571,0,None,False,0.0,0.0
2025-03-18,7396.096834832571,0,None,False,0.0,0.0
2025-03-19,7396.096834832571,0,None,False,0.0,0.0
2025-03-20,7396.096834832571,0,None,False,0.0,0.0
2025-03-21,7396.096834832571,0,None,False,0.0,0.0
2025-03-22,7396.096834832571,0,None,False,0.0,0.0
2025-03-23,7396.096834832571,0,None,False,0.0,0.0
2025-03-24,7396.096834832571,0,None,False,0.0,0.0
2025-03-25,7396.096834832571,0,None,False,0.0,0.0
2025-03-26,7396.096834832571,0,None,False,0.0,0.0
2025-03-27,7396.096834832571,0,None,False,0.0,0.0
2025-03-28,7396.096834832571,0,None,False,0.0,0.0
2025-03-29,7396.096834832571,0,None,False,0.0,0.0
2025-03-30,7396.096834832571,0,None,True,0.0,0.0
2025-03-31,7396.096834832571,0,None,False,0.0,0.0
2025-04-01,7396.096834832571,0,None,False,0.0,0.0
2025-04-02,7396.096834832571,0,None,False,0.0,0.0
2025-04-03,7396.096834832571,0,None,False,0.0,0.0
2025-04-04,7396.096834832571,0,None,False,0.0,0.0
2025-04-05,7396.096834832571,0,None,False,0.0,0.0
2025-04-06,7396.096834832571,0,None,False,0.0,0.0
2025-04-07,7396.096834832571,0,None,False,0.0,0.0
2025-04-08,7396.096834832571,0,None,False,0.0,0.0
2025-04-09,7396.096834832571,0,None,False,0.0,0.0
2025-04-10,7396.096834832571,0,None,False,0.0,0.0
2025-04-11,7396.096834832571,0,None,False,0.0,0.0
2025-04-12,7396.096834832571,0,None,False,0.0,0.0
2025-04-13,7396.096834832571,0,None,False,0.0,0.0
2025-04-14,7396.096834832571,0,None,False,0.0,0.0
2025-04-15,7396.096834832571,0,None,False,0.0,0.0
2025-04-16,7396.096834832571,0,None,False,0.0,0.0
2025-04-17,7396.096834832571,0,None,False,0.0,0.0
2025-04-18,7396.096834832571,0,None,False,0.0,0.0
2025-04-19,7396.096834832571,0,None,False,0.0,0.0
2025-04-20,7396.096834832571,0,None,False,0.0,0.0
2025-04-21,7396.096834832571,0,None,False,0.0,0.0
2025-04-22,7396.096834832571,0,None,False,0.0,0.0
2025-04-23,7396.096834832571,0,None,False,0.0,0.0
2025-04-24,7396.096834832571,0,None,False,0.0,0.0
2025-04-25,7396.096834832571,0,None,False,0.0,0.0
2025-04-26,7396.096834832571,0,None,False,0.0,0.0
2025-04-27,7396.096834832571,0,None,False,0.0,0.0
2025-04-28,7396.096834832571,0,None,False,0.0,0.0
2025-04-29,7396.096834832571,0,None,False,0.0,0.0
2025-04-30,7396.096834832571,0,None,True,0.0,0.0
2025-05-01,7396.096834832571,0,None,False,0.0,0.0
2025-05-02,7396.096834832571,0,None,False,0.0,0.0
2025-05-03,7396.096834832571,0,None,False,0.0,0.0
2025-05-04,7396.096834832571,0,None,False,0.0,0.0
2025-05-05,7396.096834832571,0,None,False,0.0,0.0
2025-05-06,7396.096834832571,0,None,False,0.0,0.0
2025-05-07,7396.096834832571,0,None,False,0.0,0.0
2025-05-08,7396.096834832571,0,None,False,0.0,0.0
2025-05-09,7396.096834832571,0,None,False,0.0,0.0
2025-05-10,7396.096834832571,0,None,False,0.0,0.0
