direction,count,mean_return,annualized_return,annualized_vol,sharpe_ratio,win_rate,avg_5d_pct_change
Up,18808.0,0.005064164689587014,0.2899323830224185,0.926106852001162,0.27559876034138797,0.46357932794555506,0.0918759767259404
Down,20254.0,0.006459199237312891,0.38333433750763857,0.8366568693910528,0.38910054225397256,0.4906191369606004,-0.07378168736989335
