initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000.0,9490.633918505959,-0.05093660814940413,-0.06827986598078706,0.3090342718088236,-0.22094593451119462,-0.23409901961012916,0.3308550185873606,270,1.2148148148148148,0.5555555555555556,1.7703703703703704,0.2388888888888889,0.11296296296296296,0.1259259259259259,0.35185185185185186
