date,symbol,base,open,high,low,close,volume,cmc_rank,market_cap,coin_name,cmc_price,circulating_supply,cmc_volume_24h,pct_1h,pct_24h,pct_7d,returns,skewness_30d,volume_30d_avg,market_cap_shifted,passes_volume_filter,passes_marketcap_filter,passes_data_filter,passes_all_filters,forward_return,quintile,signal
2021-05-21,CRV/USD,CRV,2.2035,2.3519,1.5164,1.8481,9664479.14,108.0,104403922.04616404,Curve DAO Token,0.67228135,155297960.60620522,68729991.7622478,4.094207333073,9.460737179647,42.723695553448,-0.17561658983396386,-2.4796990502222482,5008555.238999999,104403922.04616404,True,True,True,True,-0.1260689875174531,1,1
2021-05-21,GRT/USD,GRT,0.9083,0.9599,0.7416,0.8532,59439625.31,57.0,369564933.9037584,The Graph,0.29668039,1245666867.0,196258222.07904288,-1.939944594086,-9.347236730889,-25.100117512068,-0.06258073391097241,-2.13665804147132,27349204.290666666,369564933.9037584,True,True,True,True,-0.07708763142682197,1,1
2021-05-21,ZRX/USD,ZRX,1.160741,1.226154,0.89557,1.04,27985132.63224,66.0,294490417.9531757,0x,0.39277324,749772093.9255235,82502316.43520617,3.167483263031,8.990866920871,5.200278517795,-0.10973104710988554,-1.6653777230297995,14203340.449226333,294490417.9531757,True,True,True,True,-0.07986355705530017,1,1
2021-05-21,MANA/USD,MANA,0.958,1.011,0.697,0.82,17593812.59,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,-0.15554343771256182,-0.7841473963376097,12600086.263666667,120814039.59466664,True,True,True,True,-0.07730256286266882,5,-1
2021-05-21,ADA/USD,ADA,1.806,1.874,1.3169,1.5525,307315756.9,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,-0.15124792016929697,-0.49092738304697286,172400001.689,6377915101.911628,True,True,True,True,-0.05787478290297448,5,-1
2021-05-21,EOS/USD,EOS,6.658,6.93,4.83,5.568,10786561.1,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,-0.1795339105482816,-0.07964078192118007,10821199.076666666,2625024378.6311483,True,True,True,True,-0.0862279848618256,5,-1
2021-05-22,CRV/USD,CRV,1.8507,1.99,1.5438,1.6292,6661348.95,108.0,104403922.04616404,Curve DAO Token,0.67228135,155297960.60620522,68729991.7622478,4.094207333073,9.460737179647,42.723695553448,-0.1260689875174531,-2.279045955586348,5231508.798666667,104403922.04616404,True,True,True,True,-0.2104573601938409,1,1
2021-05-22,GRT/USD,GRT,0.854,0.8748,0.7608,0.7899,36309168.61,57.0,369564933.9037584,The Graph,0.29668039,1245666867.0,196258222.07904288,-1.939944594086,-9.347236730889,-25.100117512068,-0.07708763142682197,-2.107796970028197,28657816.589333337,369564933.9037584,True,True,True,True,-0.19201517923987974,1,1
2021-05-22,ZRX/USD,ZRX,1.038508,1.05,0.89,0.960172,13762750.81256,66.0,294490417.9531757,0x,0.39277324,749772093.9255235,82502316.43520617,3.167483263031,8.990866920871,5.200278517795,-0.07986355705530017,-1.5774978059359892,14828886.768318335,294490417.9531757,True,True,True,True,-0.18733361712934213,1,1
2021-05-22,MANA/USD,MANA,0.82,0.828,0.696,0.759,9492933.69,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,-0.07730256286266882,-0.7029949001885037,12805089.456666667,120814039.59466664,True,True,True,True,-0.19585140902620224,5,-1
2021-05-22,ADA/USD,ADA,1.5524,1.601,1.3674,1.4652,155738930.97,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,-0.05787478290297448,-0.4679208316961364,180176846.719,6377915101.911628,True,True,True,True,-0.10602807242493979,5,-1
2021-05-22,EOS/USD,EOS,5.57,5.681,4.907,5.108,6786321.5,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,-0.0862279848618256,-0.04174547404280816,11067165.94,2625024378.6311483,True,True,True,True,-0.17126311531080948,5,-1
2021-05-23,CRV/USD,CRV,1.6282,1.7061,1.0582,1.32,8378704.32,108.0,104403922.04616404,Curve DAO Token,0.67228135,155297960.60620522,68729991.7622478,4.094207333073,9.460737179647,42.723695553448,-0.2104573601938409,-2.1704374951388505,5293135.897333333,104403922.04616404,True,True,True,True,0.20972053098206894,1,1
2021-05-23,GRT/USD,GRT,0.7897,0.8078,0.5012,0.6519,69795368.79,57.0,369564933.9037584,The Graph,0.29668039,1245666867.0,196258222.07904288,-1.939944594086,-9.347236730889,-25.100117512068,-0.19201517923987974,-2.1110517812102336,28993390.943,369564933.9037584,True,True,True,True,0.23742972614713836,1,1
2021-05-23,ZRX/USD,ZRX,0.960749,0.987521,0.624788,0.796143,18964331.19488,66.0,294490417.9531757,0x,0.39277324,749772093.9255235,82502316.43520617,3.167483263031,8.990866920871,5.200278517795,-0.18733361712934213,-1.5924888086364029,14916920.418457,294490417.9531757,True,True,True,True,0.21635519494313699,1,1
2021-05-23,MANA/USD,MANA,0.759,0.803,0.484,0.624,21835715.21,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,-0.19585140902620224,-0.6895718547555941,12670931.678666664,120814039.59466664,True,True,True,True,0.2218606775013206,5,-1
2021-05-23,ADA/USD,ADA,1.4653,1.54,1.06,1.3178,362911913.98,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,-0.10602807242493979,-0.4608415716216708,181945091.87099996,6377915101.911628,True,True,True,True,0.1622912514335727,5,-1
2021-05-23,EOS/USD,EOS,5.109,5.331,3.58,4.304,10622178.1,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,-0.17126311531080948,-0.03694166524768328,11095095.836666668,2625024378.6311483,True,True,True,True,0.2728184364119152,5,-1
2021-05-24,CRV/USD,CRV,1.3253,1.6495,1.2788,1.628,8086512.61,108.0,104403922.04616404,Curve DAO Token,0.67228135,155297960.60620522,68729991.7622478,4.094207333073,9.460737179647,42.723695553448,0.20972053098206894,-1.9429049713312518,5428212.687666667,104403922.04616404,True,True,True,True,-0.008450841399001853,1,1
