date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,avg_divergence_long,avg_divergence_short,daily_return,cumulative_max,drawdown
2021-01-31,10439.047473104556,1,1,0.5,0.5,0.0,1.0,-1.69190640050104,0.8991468054744258,,10439.047473104556,0.0
2021-02-01,10697.900142349179,1,1,0.5,0.5,0.0,1.0,-1.8920546837008732,0.9209333395800795,0.024796579372930116,10697.900142349179,0.0
2021-02-02,10195.1091674682,1,1,0.5,0.5,0.0,1.0,-1.767329731590114,0.7534967311351166,-0.04699903422080087,10697.900142349179,-0.04699903422080089
2021-02-03,8742.385571102426,1,1,0.5,0.5,0.0,1.0,-2.043864872706387,0.9544740609829792,-0.1424922060669347,10697.900142349179,-0.18279424421859825
2021-02-04,7606.561024369452,1,1,0.5,0.5,0.0,1.0,-1.6827375144062229,1.7077240981052946,-0.1299215800418816,10697.900142349179,-0.28896690722903795
2021-02-05,7606.740306886649,1,1,0.5,0.5,0.0,1.0,-1.7430412158441095,4.218969214399393,2.3569457554106776e-05,10697.900142349179,-0.2889501485647383
2021-02-06,7921.8983708495025,1,1,0.5,0.5,0.0,1.0,-1.639876342835487,4.015559822423709,0.04143142150883339,10697.900142349179,-0.25949034245613056
2021-02-07,7983.393985089151,1,1,0.5,0.5,0.0,1.0,-1.920230160035092,3.766770986662319,0.007762737081548066,10697.900142349179,-0.2537419606782703
2021-02-08,8212.795006464667,1,1,0.5,0.5,0.0,1.0,-1.9953915485229115,3.076671639050136,0.028734773932487245,10697.900142349179,-0.23229840462305923
2021-02-09,9044.441691717344,1,1,0.5,0.5,0.0,1.0,-2.597301047830037,3.4761976755318003,0.10126232112186528,10697.900142349179,-0.1545591591462311
2021-02-10,10571.396337027474,1,1,0.5,0.5,0.0,1.0,-4.085092720581061,4.4055068653261245,0.16882796057035487,10697.900142349179,-0.011825106202003268
2021-02-11,10959.188335922867,1,1,0.5,0.5,0.0,1.0,-7.06783366878436,5.751923707378556,0.036683138776767654,10959.188335922867,0.0
2021-02-12,11329.831150421285,1,1,0.5,0.5,0.0,1.0,-1.1547573467948793,6.036043753424097,0.03382027967194401,11329.831150421285,0.0
2021-02-13,11592.051787275605,1,1,0.5,0.5,0.0,1.0,-1.093255487786754,6.248576442714858,0.02314426696858307,11592.051787275605,0.0
