date,symbol,old_weight,new_weight,weight_change,volatility_30d,quintile,position_type
2023-01-31,TRAC/USD,0.0,0.07142857142857142,0.07142857142857142,1.0025790836704969,5,long
2023-01-31,ETC/USD,0.0,0.07142857142857142,0.07142857142857142,0.9966419882997931,5,long
2023-01-31,FIL/USD,0.0,0.07142857142857142,0.07142857142857142,1.0781107546853954,5,long
2023-01-31,IMX/USD,0.0,0.07142857142857142,0.07142857142857142,1.008947948900707,5,long
2023-01-31,SNX/USD,0.0,0.07142857142857142,0.07142857142857142,0.9911616574874991,5,long
2023-01-31,LDO/USD,0.0,0.07142857142857142,0.07142857142857142,1.6523342087079984,5,long
2023-01-31,MAGIC/USD,0.0,0.07142857142857142,0.07142857142857142,1.8889150150572622,5,long
2023-02-07,ETC/USD,0.07142857142857142,0.0,-0.07142857142857142,0.6891669505091007,0,close
2023-02-07,GRT/USD,0.0,0.07142857142857142,0.07142857142857142,1.8930351488039252,5,long
2023-02-14,RPL/USD,0.0,0.07142857142857142,0.07142857142857142,1.1574154972711488,5,long
2023-02-14,FIL/USD,0.07142857142857142,0.0,-0.07142857142857142,1.0663618196267712,0,close
2023-02-21,RPL/USD,0.07142857142857142,0.0,-0.07142857142857142,1.1282747617998217,0,close
2023-02-21,FIL/USD,0.0,0.07142857142857142,0.07142857142857142,1.5838249800913287,5,long
2023-02-28,TRAC/USD,0.07142857142857142,0.0625,-0.008928571428571425,1.6905822473656809,5,long
2023-02-28,IMX/USD,0.07142857142857142,0.0625,-0.008928571428571425,1.5536137653505722,5,long
2023-02-28,SNX/USD,0.07142857142857142,0.0625,-0.008928571428571425,1.246836676532815,5,long
2023-02-28,AUDIO/USD,0.0,0.0625,0.0625,1.2856769696258032,5,long
2023-02-28,MAGIC/USD,0.07142857142857142,0.0625,-0.008928571428571425,1.8866900409928387,5,long
2023-02-28,GRT/USD,0.07142857142857142,0.0625,-0.008928571428571425,2.294394610547285,5,long
2023-02-28,FIL/USD,0.07142857142857142,0.0625,-0.008928571428571425,1.629158631895127,5,long
2023-02-28,LDO/USD,0.07142857142857142,0.0625,-0.008928571428571425,1.4546225669769555,5,long
2023-03-07,BICO/USD,0.0,0.0625,0.0625,1.2594261633842794,5,long
2023-03-07,SNX/USD,0.0625,0.0,-0.0625,1.1452990674487096,0,close
2023-03-14,SNX/USD,0.0,0.0625,0.0625,1.4435966439820573,5,long
2023-03-14,AUDIO/USD,0.0625,0.0,-0.0625,1.1704331371701355,0,close
2023-03-14,GRT/USD,0.0625,0.0,-0.0625,1.2007016904136576,0,close
2023-03-14,T/USD,0.0,0.0625,0.0625,1.233633809530608,5,long
2023-03-21,BICO/USD,0.0625,0.0,-0.0625,1.163760902886033,0,close
2023-03-21,BLUR/USD,0.0,0.0625,0.0625,1.6209771618262767,5,long
2023-03-28,TRAC/USD,0.0625,0.0,-0.0625,1.1505740985367958,0,close
2023-03-28,ZRX/USD,0.0,0.0625,0.0625,1.1869075981207036,5,long
2023-04-04,PRIME/USD,0.0,0.0625,0.0625,1.2796731092807136,5,long
2023-04-04,T/USD,0.0625,0.0,-0.0625,1.0827563124087316,0,close
2023-04-11,SNX/USD,0.0625,0.0,-0.0625,1.0806212543406053,0,close
2023-04-11,RPL/USD,0.0,0.0625,0.0625,1.1210163349479607,5,long
