initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,avg_long_positions,avg_short_positions,avg_spread_long,avg_spread_short,total_rebalances,trading_days,strategy,window,rebalance_days,weighting_method
10000,10051.518403450338,0.005151840345033815,0.006049072616348239,0.6833534076128627,0.008852041343408643,0.012172773709807395,-0.3454306976927475,0.017511682246980687,0.5096774193548387,2.279742765273312,1.279742765273312,39.6520894061334,-37.593691678696956,44,311,long_high_short_low_spread,30,7,equal_weight
