initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,8755.900138850191,-0.12440998611498089,-0.022907442218241147,0.2450985610982171,-0.09346216524323685,-0.11972269481749534,-0.41994413784526535,-0.05454878435922288,0.502627806975633,2094,7.360553963705827,7.540592168099331,14.901146131805158,0.5,0.5,4.697380988375115e-18,1.0
