initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,avg_turnover,long_total_return,short_total_return,long_sharpe,short_sharpe,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,12776.741275433895,0.2776741275433895,0.04431697198902751,0.30600712255231005,0.14482333489297064,0.08821171281177616,-0.5527858680850659,0.08017023326328551,0.10901162790697674,2064,0.017902131782945738,-0.017981339402584173,0.3010690924815149,-0.0067249961753155655,0.09667026829467973,0.747093023255814,0.6967054263565892,0.2131782945736434,0.2131782945736434,-2.1515950089634816e-19,0.4263565891472868
