date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_dw_long,avg_dw_short,btc_5d_pct,regime,daily_return
2020-02-24,9652.058212815056,0,4826.029106407528,-4826.029106407528,0.0,9652.058212815056,2,1,2.403152793434537,1.615422452032433,,,
2020-02-25,9750.854090669416,0,4875.427045334708,-4875.427045334708,0.0,9750.854090669416,2,1,2.3352059115144943,1.5861031874347682,,,0.01023573166220526
2020-02-26,9726.360944656715,0,4863.180472328357,-4863.180472328358,-9.094947017729282e-13,9726.360944656713,2,1,2.180859896195912,1.467879087070054,,,-0.002511897499947069
2020-02-27,9563.252665323756,0,4781.626332661878,-4781.626332661878,0.0,9563.252665323756,2,1,2.1422177581459985,1.2318836680493497,,,-0.01676971276935435
2020-02-28,9468.45747928546,0,4734.22873964273,-4734.22873964273,0.0,9468.45747928546,2,1,2.2205989255119274,1.4704071061631077,,,-0.009912441860082
2020-02-29,9479.220172155086,0,4739.610086077542,-4739.610086077543,-9.094947017729282e-13,9479.220172155085,2,1,2.2193297869468154,1.4646670403735904,,,0.0011366891484883013
2020-03-01,9756.350215088905,0,4878.175107544453,-4878.175107544453,0.0,9756.350215088905,2,1,2.1638275268397646,1.433451418692507,,,0.02923553181599048
2020-03-02,9913.855990826574,0,4956.927995413287,-4956.927995413287,0.0,9913.855990826574,2,1,2.1800796150391624,1.439548358042301,,,0.016143923933160442
2020-03-03,10109.954460580802,0,5054.977230290402,-5054.977230290401,9.094947017729282e-13,10109.954460580804,2,1,2.0837254261754357,1.422389888201071,,,0.01978024190947303
2020-03-04,10083.273569801777,0,5041.636784900889,-5041.636784900888,9.094947017729282e-13,10083.273569801779,2,1,2.1591445562348737,1.532244500627715,,,-0.002639071311651864
2020-03-05,10041.276418040005,0,5020.638209020003,-5020.638209020002,9.094947017729282e-13,10041.276418040005,2,1,2.103728078718212,1.5352993490701046,,,-0.004165031472273983
2020-03-06,9783.522417730903,0,4891.761208865451,-4891.761208865451,0.0,9783.522417730903,2,1,2.141711182183882,1.580051911119464,,,-0.02566944575353236
2020-03-07,9739.686972511381,0,4869.8434862556915,-4869.843486255691,9.094947017729282e-13,9739.686972511383,2,1,2.102538595125652,1.6045296459749099,,,-0.00448053812807514
2020-03-08,9535.383259623979,0,4767.69162981199,-4767.6916298119895,9.094947017729282e-13,9535.38325962398,2,1,2.1113064641171038,1.6234332474534388,,,-0.020976414690124567
2020-03-09,9458.295435837588,0,4729.147717918795,-4729.147717918794,9.094947017729282e-13,9458.29543583759,2,1,2.0068344183666653,1.345335567153844,,,-0.008084396996689835
2020-03-10,9275.00875396634,0,4637.50437698317,-4637.50437698317,0.0,9275.00875396634,2,1,2.047282273131828,1.6989799936008694,,,-0.019378405243800412
2020-03-11,8307.721954516002,0,4153.860977258001,-4153.860977258001,0.0,8307.721954516002,2,1,2.0839975918240725,1.6738772474936048,,,-0.10428958345044037
2020-03-12,8216.74861391213,0,4108.374306956065,-4108.374306956065,0.0,8216.74861391213,2,1,1.8996933386807422,1.6478278100774555,,,-0.010950455624531341
2020-03-13,8212.064426921917,0,4106.032213460959,-4106.032213460959,0.0,8212.064426921917,2,1,1.1806407812825153,1.161063005121558,,,-0.0005700779238009268
2020-03-14,7891.101214043859,0,3945.55060702193,-3945.5506070219294,4.547473508864641e-13,7891.10121404386,2,1,2.122187952153167,2.254973793707568,,,-0.039084351533559936
2020-03-15,7643.715127386839,0,3821.8575636934197,-3821.8575636934197,0.0,7643.715127386839,2,1,2.1440658436607887,2.431386862454604,,,-0.031350008059298995
2020-03-16,7672.078277674975,0,3836.039138837488,-3836.0391388374874,4.547473508864641e-13,7672.078277674975,2,1,2.5414287929498873,1.9823632193004799,,,0.003710649836558222
2020-03-17,7622.880568749646,0,3811.4402843748235,-3811.440284374823,4.547473508864641e-13,7622.880568749646,2,1,2.5492656142349843,1.9668951907557082,,,-0.006412566079844306
2020-03-18,7701.343892011069,0,3850.6719460055347,-3850.6719460055347,0.0,7701.343892011069,2,1,2.595878156176389,2.0952903763973736,,,0.010293132963815177
2020-03-19,7942.8208479244295,0,3971.4104239622147,-3971.4104239622147,0.0,7942.8208479244295,2,1,2.5865192758701476,2.0708584741650156,,,0.03135517116225062
2020-03-20,7808.846312148968,0,3904.423156074484,-3904.423156074484,0.0,7808.846312148968,2,1,2.5137145880466942,1.9479049238399064,,,-0.016867374745141217
2020-03-21,7849.8831290492835,0,3924.9415645246418,-3924.9415645246418,0.0,7849.8831290492835,2,1,2.5754118856114223,2.0742189263125392,,,0.005255170259462094
2020-03-22,7908.776864771814,0,3954.388432385907,-3954.388432385907,0.0,7908.776864771814,2,1,2.577255839391751,2.102174784457463,,,0.0075024984135863
2020-03-23,8066.463111469289,0,4033.2315557346446,-4033.2315557346446,0.0,8066.463111469289,2,1,2.5807560652911237,2.0614500346728724,,,0.019938133214993048
2020-03-24,8159.419972211009,0,4079.709986105505,-4079.7099861055044,4.547473508864641e-13,8159.41997221101,2,1,2.6000921498232117,2.0751040116061947,,,0.011523868572528295
2020-03-25,8339.793915166967,0,4169.8969575834835,-4169.8969575834835,0.0,8339.793915166967,2,1,2.5870897314288683,2.092896675404595,,,0.022106221222864875
2020-03-26,8313.198239720627,0,4156.599119860313,-4156.599119860313,0.0,8313.198239720627,2,1,2.6136933759929377,1.9572211192007891,,,-0.0031890087113510823
2020-03-27,8423.871414175446,0,4211.935707087723,-4211.935707087723,0.0,8423.871414175446,2,1,2.632385437746977,2.1018867189871067,,,0.013312947828673316
2020-03-28,8296.932864978395,0,4148.466432489197,-4148.466432489197,0.0,8296.932864978395,2,1,2.6824987294375218,2.1053648292852256,,,-0.015068908694812588
