date,iqr_spread,p25,p75,median,num_coins,btc_return,majors_return,iqr_percentile,regime
2021-04-13,56.36826595409382,10.274563931108993,66.64282988520281,26.148607545118807,20,-11.148181219729059,-3.7435014291447457,100.0,HIGH_SPREAD
2021-04-20,45.32460769883363,-1.8042099137731804,43.52039778506045,30.75112107623317,21,-2.5304211787440134,0.7804394328155417,97.75784753363229,HIGH_SPREAD
2021-04-27,43.38278821852902,-2.3188386106243657,41.063949607904654,23.62661780098454,24,-3.3188897980411025,6.915775521803019,97.30941704035875,HIGH_SPREAD
2021-05-04,41.43506623881598,-11.24833061245705,30.18673562635893,-0.890638904896146,24,6.59493496853607,37.409281478320295,96.8609865470852,HIGH_SPREAD
2021-05-11,47.2731771136365,-2.960721100072372,44.31245601356413,13.038377270478495,25,-24.48503775734897,-16.24762866246304,98.65470852017937,HIGH_SPREAD
2021-05-18,34.92559039087158,-7.175967051602994,27.74962333926858,-0.8658008658008587,25,-10.489124918479186,-26.79747920010913,95.06726457399103,HIGH_SPREAD
2021-05-25,27.738065299487985,-27.98354457718319,-0.24547927769520417,-17.73364748120723,27,-4.371039844053238,1.9419317236016067,91.4798206278027,HIGH_SPREAD
2021-06-01,16.884416021776843,-40.64343979653034,-23.759023774753494,-35.21435685878372,27,-8.94880741447459,-11.211949216052487,65.47085201793722,MEDIUM_SPREAD
2021-06-08,12.815159198642228,-54.65182489132248,-41.83666569268025,-51.30486832544268,30,20.238948833502548,2.826713906296624,40.80717488789238,MEDIUM_SPREAD
2021-06-15,12.515662329291345,-46.57516089365892,-34.05949856436757,-40.70793793310503,30,-18.982943486651816,-25.37160433399851,35.874439461883405,MEDIUM_SPREAD
2021-06-22,17.01321963965011,-29.51127511089006,-12.49805547123995,-21.338479115323505,30,10.344433356680138,15.069199833669597,66.81614349775785,MEDIUM_SPREAD
2021-06-29,14.546508940432204,-26.585485609398305,-12.0389766689661,-21.003162779569724,30,-4.675069378915264,-1.2254915962650825,53.81165919282511,MEDIUM_SPREAD
2021-07-06,12.588262275874264,-27.75467388239049,-15.166411606516228,-22.30971128608924,31,-4.358095503003156,-8.453170832059845,37.219730941704036,MEDIUM_SPREAD
2021-07-13,8.211894139788164,-24.01597926961962,-15.804085129831456,-20.945060543304542,32,-8.975277798653025,-13.228913845992839,7.174887892376682,LOW_SPREAD
