initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
50000.0,50000.0,0.0,0.0,,0,0.0,0,1,9.0,0.0,9.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994
