,value
initial_capital,10000.0
leverage,1.0
final_value,8101.174310132487
total_return,-0.18988256898675127
annualized_return,-0.03636346225180476
annualized_volatility,0.08972133564759072
sharpe_ratio,-0.4052933673951746
sortino_ratio,-0.1272029732060292
max_drawdown,-0.19957460772988567
calmar_ratio,-0.18220485394124336
win_rate,0.005301204819277108
trading_days,2075.0
num_trades,16.0
num_long_trades,12.0
num_short_trades,4.0
avg_positions,0.03855421686746988
avg_long_positions,0.02891566265060241
avg_short_positions,0.00963855421686747
avg_r2,0.6464574835453167
avg_breakout_z_score,1.0093463196501524
avg_signal_strength,1.3995069930857384
