date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,expected_funding_daily,daily_return,log_return
2020-02-20,9827.722298700091,1,0,0.5,0.0,0.5,0.5,0.017886,,
2020-02-21,9571.72096021256,1,0,0.5,0.0,0.5,0.5,-0.1036155,-0.026048898280468524,-0.02639418017321983
2020-02-22,9884.083865613478,1,0,0.5,0.0,0.5,0.5,-0.04314900000000001,0.032633933510947344,0.03211275512658677
2020-02-23,9388.499934453588,1,0,0.5,0.0,0.5,0.5,-0.035418000000000005,-0.05013959188306938,-0.05144024400840077
2020-02-24,8797.50457050979,1,0,0.5,0.0,0.5,0.5,-0.06593700000000001,-0.06294885956967256,-0.06501741933199237
2020-02-25,8729.861383210167,1,0,0.5,0.0,0.5,0.5,-0.086784,-0.007688906184416089,-0.007718618223615626
2020-02-26,8783.042220288953,1,0,0.5,0.0,0.5,0.5,-0.015,0.006091830642473539,0.006073350456317692
2020-02-27,8783.042220288953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,8783.042220288953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,8783.042220288953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,8783.042220288953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,8783.042220288953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,8783.042220288953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,8783.042220288953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,8903.264034147183,1,0,0.5,0.0,0.5,0.5,-0.015960000000000002,0.0136879467094575,0.013595112943355853
2020-03-06,8647.758610908111,1,0,0.5,0.0,0.5,0.5,-0.0211905,-0.028697949679928336,-0.02911778767309273
2020-03-07,8044.295896160943,1,0,0.5,0.0,0.5,0.5,-0.09114749999999999,-0.0697825577584893,-0.07233691130202814
2020-03-08,7972.862945632296,1,0,0.5,0.0,0.5,0.5,-0.1146885,-0.008879950644622325,-0.008919612377074696
2020-03-09,8031.581065963727,1,0,0.5,0.0,0.5,0.5,-0.04483200000000001,0.007364747234692937,0.0073377599060105055
2020-03-10,7895.734543577579,1,0,0.5,0.0,0.5,0.5,-0.015,-0.016914044852493593,-0.017058721002116726
2020-03-11,5816.659178863412,1,0,0.5,0.0,0.5,0.5,-0.015,-0.26331626946669506,-0.30559660978684977
