initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,avg_long_positions,avg_short_positions,avg_spread_long,avg_spread_short,total_rebalances,trading_days,strategy,window,rebalance_days,weighting_method
10000,10127.939766826607,0.01279397668266065,0.011816564610374058,0.5640442553021494,0.020949711834302994,0.03284303571193454,-0.24823220957384468,0.04760286600461831,0.4949238578680203,2.131645569620253,1.1316455696202532,41.121300656349796,-83.91008729564234,56,395,long_high_short_low_spread,60,7,equal_weight
