rebalance_period,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
1,10044.397376167552,0.004439737616755091,0.0009099275122568251,0.3907476593963192,0.0023286832060942,-0.5382589737401721
2,8734.023057166798,-0.12659769428332024,-0.02740821058954379,0.38756289292050333,-0.07071938797599425,-0.5364407112443632
3,8045.716307338593,-0.1954283692661407,-0.04366223651137546,0.3894403737275836,-0.11211533127255449,-0.5754063360503731
5,11440.43384870317,0.14404338487031687,0.02801379801386883,0.3843791687265892,0.07288063530257327,-0.527427697747891
7,7381.583380641262,-0.26184166193587377,-0.060429181570958335,0.39146398533421606,-0.15436715466779494,-0.5935084658295462
10,8149.132250673998,-0.18508677493260017,-0.04115126602097463,0.3772870918688256,-0.10907149199602625,-0.6185971557916863
30,9625.079692858428,-0.03749203071415719,-0.007814876508301483,0.38814577918751364,-0.020133869611206327,-0.5903729342505836
