date,symbol,signal,kurtosis,kurtosis_rank,kurtosis_percentile,returns_mean_30d,returns_std_30d
2020-02-19,XRP/USD,LONG,-0.018562096681551843,3.0,100.0,0.005504525915886265,0.04103072332890517
2020-03-04,ALGO/USD,LONG,1.361560385926154,5.0,100.0,0.013405478536508218,0.0877171803350813
2020-03-04,XRP/USD,LONG,-0.5814948552031227,4.0,80.0,-0.002672458117067525,0.046521585170402606
2020-03-04,ZRX/USD,SHORT,-1.092019887100799,1.0,20.0,0.0036583113781881453,0.05427834420893302
2020-03-18,LINK/USD,LONG,10.651937012228059,6.0,100.0,-0.026226900700979692,0.12607480602403773
2020-03-18,XTZ/USD,LONG,9.155777404972545,5.0,83.33333333333334,-0.026890826191127242,0.1387439428396723
2020-03-18,ZRX/USD,SHORT,5.655084815459221,1.0,16.666666666666664,-0.022960961727528196,0.08975347933276295
2020-04-01,ALGO/USD,LONG,14.253165396881798,6.0,100.0,-0.02944426528381955,0.13521641285616284
2020-04-01,LINK/USD,LONG,9.871787291886687,5.0,83.33333333333334,-0.020663899887513503,0.1293850981409601
2020-04-01,ZRX/USD,SHORT,5.473125449675459,1.0,16.666666666666664,-0.016715216875643583,0.0920893505624195
2020-04-15,LINK/USD,LONG,0.23962946114123307,3.0,100.0,0.018572035389225236,0.06291954852052548
2020-04-29,XLM/USD,LONG,0.6104007010591861,2.0,100.0,0.019686789116945224,0.047192733814258564
2020-05-13,ZRX/USD,LONG,4.945898131160959,4.0,100.0,0.024529781440977505,0.09298941429143394
2020-05-27,ZRX/USD,LONG,3.9431436764655503,4.0,100.0,0.016113819071730474,0.09888110393084051
2020-06-10,XLM/USD,LONG,0.8690420282960014,4.0,100.0,0.007813309055702947,0.03814515008033355
2020-06-24,XRP/USD,LONG,2.178327262874502,3.0,100.0,-0.0022839982145585343,0.023555408043396894
2020-07-08,XRP/USD,LONG,4.308264551575287,3.0,100.0,0.0002764917861383392,0.030603037145968685
2020-07-22,XRP/USD,LONG,5.025414736901942,4.0,100.0,0.0024765539788377347,0.02779470920557474
2020-08-05,ALGO/USD,LONG,0.9667720301776002,4.0,80.0,0.012753818414781593,0.0658474664990888
2020-08-05,XLM/USD,LONG,1.0613435270361817,5.0,100.0,0.013553316181270826,0.04739710984476806
2020-08-05,ZRX/USD,SHORT,-0.22705648549777857,1.0,20.0,-0.00017325225901168316,0.03766180759993901
2020-08-19,LINK/USD,LONG,1.4276599782973989,5.0,83.33333333333334,0.026828048499652,0.07701308598355026
2020-08-19,ZRX/USD,LONG,1.522037627841759,6.0,100.0,0.008738999846807621,0.06788082818899616
2020-08-19,XTZ/USD,SHORT,-0.80235040139421,1.0,16.666666666666664,0.009022373037586429,0.05627651918926691
2020-09-02,ALGO/USD,LONG,0.37007944627816336,5.0,83.33333333333334,0.013407872469299755,0.09272890349634988
2020-09-02,LINK/USD,LONG,0.6219109272548615,6.0,100.0,0.015528358004494019,0.08820652541156569
2020-09-02,XRP/USD,SHORT,-0.9007737364053976,1.0,16.666666666666664,-0.003891218244462403,0.030455821721452597
2020-09-16,XLM/USD,LONG,1.828826805027881,4.0,100.0,-0.011778490019277044,0.04715854513798956
2020-09-30,XLM/USD,LONG,2.258681654047134,4.0,100.0,-0.008566993891362836,0.04777526763831833
2020-10-14,XLM/USD,LONG,1.463379147563817,3.0,100.0,-0.0026274401398245074,0.030751884997816642
2020-10-28,XRP/USD,LONG,1.827365629381008,3.0,100.0,0.0006576456635435731,0.019330816937030502
2020-11-11,ALGO/USD,LONG,0.12356709401977506,3.0,100.0,-0.007079523772874584,0.04730079228716646
2020-11-25,XLM/USD,LONG,6.584388240911782,4.0,100.0,0.028894939367792173,0.09427009255540311
2020-12-09,XLM/USD,LONG,2.4534525720218303,4.0,100.0,0.02563550716052349,0.11292744577683243
2020-12-23,XRP/USD,LONG,7.0413520587651135,4.0,100.0,-0.02881099894946538,0.1264905092949737
2021-01-06,XLM/USD,LONG,6.464571585442677,5.0,100.0,0.024368835783255494,0.14326732756600777
2021-01-06,XRP/USD,LONG,6.3760894561150465,4.0,80.0,-0.029752559115727988,0.13123855472836277
2021-01-06,ZRX/USD,SHORT,0.006427187342082252,1.0,20.0,0.004424742692659848,0.053745911586136466
2021-01-20,XLM/USD,LONG,7.746111531824257,6.0,100.0,0.019194832535785345,0.13982624589261716
2021-01-20,XTZ/USD,LONG,1.3189229392269448,5.0,83.33333333333334,0.009700557556422221,0.0635397328730914
