date,portfolio_value,daily_return,regime,active_strategy,tf_weight,mr_weight,btc_5d_pct_change
2021-06-10,9749.552825977711,-0.019078949947284207,Moderate Up,Mean Reversion,0.0,1.0,3.2486678902820643
2021-06-11,9614.444233065273,-0.013857927160765948,Moderate Up,Mean Reversion,0.0,1.0,4.295920054703184
2021-06-12,10108.771459398034,0.05141505991919004,Moderate Up,Mean Reversion,0.0,1.0,5.901314364971788
2021-06-13,10163.18653374998,0.0053829562346427995,Strong Up,Trend Following,1.0,0.0,16.804646889285202
2021-06-14,10464.42115314668,0.029639780633402557,Moderate Up,Mean Reversion,0.0,1.0,8.383118747637287
2021-06-15,10549.669712511424,0.008146514567517027,Moderate Up,Mean Reversion,0.0,1.0,9.451995623268616
2021-06-16,10611.674863497226,0.005877449500837573,Moderate Up,Mean Reversion,0.0,1.0,2.711843344285403
2021-06-17,10903.831668353372,0.027531639313707945,Moderate Up,Mean Reversion,0.0,1.0,7.137318803183468
2021-06-18,10758.112825197957,-0.013364003369415567,Down,Trend Following,1.0,0.0,-8.133821552808595
2021-06-19,10598.171381733837,-0.014867053921343909,Strong Down,Mean Reversion,0.0,1.0,-12.468539919244137
2021-06-20,11727.719980544683,0.10657957473283042,Strong Down,Mean Reversion,0.0,1.0,-11.395218957446996
2021-06-21,11770.769367430432,0.0036707379573492904,Strong Down,Mean Reversion,0.0,1.0,-17.577585982112588
2021-06-22,11770.769367430432,0.0,Strong Down,Mean Reversion,0.0,1.0,-14.5866260735941
2021-06-23,11770.769367430432,0.0,Down,Trend Following,1.0,0.0,-6.008234517174216
2021-06-24,11770.769367430432,0.0,Down,Trend Following,1.0,0.0,-2.3396221310595267
2021-06-25,11770.769367430432,0.0,Strong Down,Mean Reversion,0.0,1.0,-11.215575434906855
2021-06-26,11770.769367430432,0.0,Moderate Up,Mean Reversion,0.0,1.0,2.1049471335173653
2021-06-27,11770.769367430432,0.0,Moderate Up,Mean Reversion,0.0,1.0,6.67169252792934
2021-06-28,11770.769367430432,0.0,Moderate Up,Mean Reversion,0.0,1.0,2.3891642066174335
2021-06-29,11770.769367430432,0.0,Moderate Up,Mean Reversion,0.0,1.0,3.606161148107967
2021-06-30,11770.769367430432,0.0,Strong Up,Trend Following,1.0,0.0,10.968224663495029
2021-07-01,11770.769367430432,0.0,Moderate Up,Mean Reversion,0.0,1.0,3.8448108283793303
2021-07-02,11770.769367430432,0.0,Down,Trend Following,1.0,0.0,-2.605099565735125
2021-07-03,11770.769367430432,0.0,Moderate Up,Mean Reversion,0.0,1.0,0.5477598206256262
2021-07-04,11770.769367430432,0.0,Down,Trend Following,1.0,0.0,-1.7274542199425702
2021-07-05,11770.769367430432,0.0,Down,Trend Following,1.0,0.0,-3.885396463205937
2021-07-06,11730.382723041415,-0.003431096398912148,Moderate Up,Mean Reversion,0.0,1.0,2.1172504804406023
2021-07-07,11862.095114932412,0.011228311556474635,Moderate Up,Mean Reversion,0.0,1.0,0.2175416550559639
2021-07-08,11820.260950940305,-0.003526709538810291,Down,Trend Following,1.0,0.0,-5.207893626002546
2021-07-09,11850.915731680669,0.0025934098128286287,Down,Trend Following,1.0,0.0,-4.1372518177476785
2021-07-10,11977.774578477101,0.01070456069966852,Down,Trend Following,1.0,0.0,-0.5413709745864526
2021-07-11,12059.936155173076,0.006859502669520179,Moderate Up,Mean Reversion,0.0,1.0,0.09787957773288447
2021-07-12,11728.794163262513,-0.02745802197041647,Down,Trend Following,1.0,0.0,-2.3243608937333793
2021-07-13,11939.95994573184,0.018004048799044492,Down,Trend Following,1.0,0.0,-0.4313487518991743
2021-07-14,12120.518347742394,0.015122194951340484,Down,Trend Following,1.0,0.0,-2.9797252031530053
2021-07-15,12417.625384172483,0.02451273352392791,Down,Trend Following,1.0,0.0,-4.913181572025948
2021-07-16,12389.252766475318,-0.0022848666165535825,Down,Trend Following,1.0,0.0,-8.38071959001998
2021-07-17,12237.720648049684,-0.012230932832016483,Down,Trend Following,1.0,0.0,-4.705766807389288
2021-07-18,12355.336812918456,0.009610953563277791,Down,Trend Following,1.0,0.0,-2.889613107294098
2021-07-19,12830.650130613816,0.03847028412842479,Down,Trend Following,1.0,0.0,-6.016383886222709
2021-07-20,13481.492092345296,0.050725563794976836,Down,Trend Following,1.0,0.0,-6.5033129706031145
2021-07-21,13323.527483106176,-0.01171714585871475,Moderate Up,Mean Reversion,0.0,1.0,2.3803000249139172
2021-07-22,13214.7742454179,-0.008162495842498951,Moderate Up,Mean Reversion,0.0,1.0,2.3905376783278864
2021-07-23,13069.752078101978,-0.010974244782593123,Moderate Up,Mean Reversion,0.0,1.0,5.8481042523574
2021-07-24,13303.201319742222,0.01786179571312463,Strong Up,Trend Following,1.0,0.0,11.156788317759903
2021-07-25,13208.428021043072,-0.0071240971568629075,Strong Up,Trend Following,1.0,0.0,18.90210013639342
2021-07-26,13309.399478837597,0.007644471971506528,Strong Up,Trend Following,1.0,0.0,15.956277215102821
2021-07-27,13464.464101996607,0.01165076030707235,Strong Up,Trend Following,1.0,0.0,22.246028988092693
2021-07-28,13511.310486096576,0.003479260945336904,Strong Up,Trend Following,1.0,0.0,18.984725650766208
2021-07-29,13544.691800247012,0.0024706200175612647,Strong Up,Trend Following,1.0,0.0,16.790911883174786
2021-07-30,13713.367348089416,0.012453258466857742,Strong Up,Trend Following,1.0,0.0,19.221068152937782
2021-07-31,13824.393175140525,0.008096175376398618,Strong Up,Trend Following,1.0,0.0,11.357824445149966
2021-08-01,13873.236403107794,0.003533119128519946,Moderate Up,Mean Reversion,0.0,1.0,1.000570552980351
2021-08-02,13854.656824344747,-0.0013392389650972447,Down,Trend Following,1.0,0.0,-2.2118341155635934
2021-08-03,13716.874478349258,-0.009944840044928793,Down,Trend Following,1.0,0.0,-4.615449167121222
2021-08-04,13377.651579294703,-0.024730334857987146,Down,Trend Following,1.0,0.0,-5.955639419053227
2021-08-05,13412.035432643308,0.0025702458420895358,Down,Trend Following,1.0,0.0,-1.4610672463990393
2021-08-06,13439.664288688802,0.0020600047013183964,Moderate Up,Mean Reversion,0.0,1.0,7.5357810191842844
2021-08-07,13792.087582802675,0.026222626290634432,Strong Up,Trend Following,1.0,0.0,14.017388176989854
2021-08-08,13573.944329286393,-0.015816550772798532,Strong Up,Trend Following,1.0,0.0,14.761684817330778
2021-08-09,13304.90371144969,-0.019820371390225633,Strong Up,Trend Following,1.0,0.0,16.522335880426176
2021-08-10,13806.53234207964,0.037702537463556896,Strong Up,Trend Following,1.0,0.0,11.51153104742284
2021-08-11,13821.323433439251,0.001071311100654171,Moderate Up,Mean Reversion,0.0,1.0,6.260639828988279
2021-08-12,14669.70279282538,0.061381919283761466,Down,Trend Following,1.0,0.0,-0.4821075807832531
2021-08-13,14243.970208822042,-0.029021213995661377,Moderate Up,Mean Reversion,0.0,1.0,9.136615502836687
2021-08-14,14317.009125042228,0.005127707735231635,Moderate Up,Mean Reversion,0.0,1.0,1.7806232105619157
2021-08-15,14659.879005195944,0.023948429253564774,Moderate Up,Mean Reversion,0.0,1.0,3.1117654618882495
2021-08-16,15246.974866826204,0.04004779721730123,Moderate Up,Mean Reversion,0.0,1.0,0.7660664418906338
2021-08-17,14855.815637311474,-0.02565487468375116,Moderate Up,Mean Reversion,0.0,1.0,0.5615217997152033
2021-08-18,15582.462557495586,0.04891329684780721,Down,Trend Following,1.0,0.0,-6.5344389429698335
2021-08-19,15721.36011240967,0.008913710166257971,Down,Trend Following,1.0,0.0,-0.7297443305140261
2021-08-20,15876.974133422873,0.009898254343170265,Moderate Up,Mean Reversion,0.0,1.0,4.951473471263856
2021-08-21,15485.328761941018,-0.024667507057115845,Moderate Up,Mean Reversion,0.0,1.0,6.45839024749435
2021-08-22,15810.62828542189,0.021006949770441707,Strong Up,Trend Following,1.0,0.0,10.326587955921852
2021-08-23,15155.657267559876,-0.041425995604863264,Strong Up,Trend Following,1.0,0.0,10.733027973976906
2021-08-24,15027.965355934777,-0.008425362844435624,Moderate Up,Mean Reversion,0.0,1.0,1.9599336011497215
2021-08-25,14450.137779364773,-0.03845015362254678,Down,Trend Following,1.0,0.0,-0.7196042348973641
2021-08-26,15266.553617802618,0.0564988272709559,Down,Trend Following,1.0,0.0,-4.124560900173568
2021-08-27,15044.251137730223,-0.014561405647779191,Down,Trend Following,1.0,0.0,-0.4201309820120347
2021-08-28,14987.734689586434,-0.003756680716532901,Down,Trend Following,1.0,0.0,-1.1383555694706726
2021-08-29,15148.642484479482,0.010735964989081914,Moderate Up,Mean Reversion,0.0,1.0,2.349145230582761
2021-08-30,15523.404927568898,0.024739011662159083,Down,Trend Following,1.0,0.0,-4.069664543872875
2021-08-31,15532.955389028433,0.0006152298097032993,Moderate Up,Mean Reversion,0.0,1.0,0.5571436712658029
2021-09-01,15579.380831522354,0.0029888351141929004,Down,Trend Following,1.0,0.0,-0.4843556842769492
2021-09-02,15583.86241475695,0.0002876611903297466,Moderate Up,Mean Reversion,0.0,1.0,0.6873922980515701
2021-09-03,15688.342110574607,0.006704351786289031,Moderate Up,Mean Reversion,0.0,1.0,2.504826589086062
2021-09-04,15680.478509651632,-0.0005012384908201772,Moderate Up,Mean Reversion,0.0,1.0,6.275882453204917
2021-09-05,15493.343397305987,-0.011934273066377399,Moderate Up,Mean Reversion,0.0,1.0,9.926601220482878
2021-09-06,15425.49003150767,-0.004379517322911419,Moderate Up,Mean Reversion,0.0,1.0,7.901230675108395
2021-09-07,16954.427943039984,0.09911762338890684,Down,Trend Following,1.0,0.0,-4.83948962821562
2021-09-08,17870.901485920123,0.05405511444910549,Down,Trend Following,1.0,0.0,-7.92531734132933
2021-09-09,17745.73046911189,-0.007004180337900179,Down,Trend Following,1.0,0.0,-7.094050054682366
2021-09-10,17838.39757139667,0.005221937887880834,Strong Down,Mean Reversion,0.0,1.0,-13.396082617273075
2021-09-11,17384.79958891062,-0.025428179895114478,Strong Down,Mean Reversion,0.0,1.0,-14.283017016892785
2021-09-12,17481.68504632637,0.005572998234477655,Down,Trend Following,1.0,0.0,-1.8558039855420039
2021-09-13,17048.534124321202,-0.024777412523868114,Down,Trend Following,1.0,0.0,-2.4156129044584085
2021-09-14,16975.152425496097,-0.0043042820156848904,Moderate Up,Mean Reversion,0.0,1.0,1.567284482758624
2021-09-15,17025.56783548033,0.002969953301185768,Moderate Up,Mean Reversion,0.0,1.0,7.350197150816773
2021-09-16,17301.28494347087,0.016194297344723996,Moderate Up,Mean Reversion,0.0,1.0,5.714468508360193
2021-09-17,16960.246155444976,-0.019711760666342504,Moderate Up,Mean Reversion,0.0,1.0,2.7795576373575326
2021-09-18,17315.355122240686,0.02093772481490208,Moderate Up,Mean Reversion,0.0,1.0,7.490569043324102
2021-09-19,18496.939764909606,0.06823912269354704,Moderate Up,Mean Reversion,0.0,1.0,0.27309058331892455
2021-09-20,18960.363028062668,0.02505405051013998,Strong Down,Mean Reversion,0.0,1.0,-10.665317773570393
2021-09-21,19331.036426276554,0.01954991039281606,Strong Down,Mean Reversion,0.0,1.0,-14.728993850878147
2021-09-22,18688.9573485631,-0.033214932896235116,Down,Trend Following,1.0,0.0,-7.881869206295522
2021-09-23,19331.122745844237,0.034360686115563865,Down,Trend Following,1.0,0.0,-7.072340097891816
2021-09-24,19663.47177847148,0.017192433000234875,Down,Trend Following,1.0,0.0,-9.325815686161654
2021-09-25,19123.453943554272,-0.027462995395779788,Down,Trend Following,1.0,0.0,-0.7148076498786238
2021-09-26,18849.37958668114,-0.014331843906550623,Moderate Up,Mean Reversion,0.0,1.0,6.037436517058126
2021-09-27,19202.431056841393,0.018730137431669958,Down,Trend Following,1.0,0.0,-3.2205089603925097
2021-09-28,19318.356231396312,0.006037005117308647,Down,Trend Following,1.0,0.0,-8.623001813683084
2021-09-29,19561.67385798807,0.012595151661833226,Down,Trend Following,1.0,0.0,-3.0963674230295557
2021-09-30,18825.123229041455,-0.037652740470664914,Moderate Up,Mean Reversion,0.0,1.0,2.6200834505898607
2021-10-01,18723.187052962257,-0.005414900866196781,Strong Up,Trend Following,1.0,0.0,11.551571841413777
2021-10-02,18797.80356479775,0.0039852462951111,Strong Up,Trend Following,1.0,0.0,13.008539363782766
2021-10-03,19068.362623147685,0.014393120846129426,Strong Up,Trend Following,1.0,0.0,17.569121292875465
2021-10-04,19357.093214362812,0.015141865975667468,Strong Up,Trend Following,1.0,0.0,18.600621932963012
2021-10-05,18865.770499421684,-0.025382050367798503,Strong Up,Trend Following,1.0,0.0,17.500649751748053
2021-10-06,19641.590069030502,0.04112313195120243,Strong Up,Trend Following,1.0,0.0,14.893816686376372
2021-10-07,19519.391348002457,-0.006221427114534883,Strong Up,Trend Following,1.0,0.0,12.883817910603712
2021-10-08,19472.443502813258,-0.002405190016030012,Strong Up,Trend Following,1.0,0.0,11.879237027664512
2021-10-09,19692.197867910076,0.011285402628851804,Strong Up,Trend Following,1.0,0.0,11.608665475086678
2021-10-10,19977.966920048108,0.014511790611433595,Moderate Up,Mean Reversion,0.0,1.0,6.207598207091736
2021-10-11,19793.12435410714,-0.00925232115363428,Moderate Up,Mean Reversion,0.0,1.0,3.8814242562452694
2021-10-12,19381.464804202522,-0.020798108602758325,Moderate Up,Mean Reversion,0.0,1.0,4.102917181402521
2021-10-13,19484.245113193847,0.005303020696817429,Moderate Up,Mean Reversion,0.0,1.0,6.307003470102757
2021-10-14,19541.412636469373,0.0029340383958120775,Moderate Up,Mean Reversion,0.0,1.0,4.3615722707332605
2021-10-15,19570.76654776345,0.0015021386549760596,Strong Up,Trend Following,1.0,0.0,12.808177210935789
2021-10-16,19695.97827059496,0.006397895684153276,Moderate Up,Mean Reversion,0.0,1.0,5.896905480571046
2021-10-17,19851.9500086575,0.007918963755935815,Moderate Up,Mean Reversion,0.0,1.0,9.859834193671645
2021-10-18,19978.511963450062,0.006375290827216995,Moderate Up,Mean Reversion,0.0,1.0,8.149395858129683
2021-10-19,20398.293964518314,0.021011675035469413,Strong Up,Trend Following,1.0,0.0,12.10545557310374
2021-10-20,20673.13281827004,0.01347361961886584,Moderate Up,Mean Reversion,0.0,1.0,7.020216583443251
2021-10-21,20409.535762473814,-0.012750706828684955,Moderate Up,Mean Reversion,0.0,1.0,2.179133084155005
2021-10-22,20672.29316722575,0.012874247009334594,Down,Trend Following,1.0,0.0,-1.3643904288694886
2021-10-23,20896.59264930808,0.010850246765943705,Down,Trend Following,1.0,0.0,-1.1966008412632623
2021-10-24,21324.216173693985,0.020463791947442855,Down,Trend Following,1.0,0.0,-5.3631284568685045
2021-10-25,21121.726824230496,-0.009495746423415219,Down,Trend Following,1.0,0.0,-4.457298534801302
2021-10-26,21119.10147712043,-0.00012429604510610925,Down,Trend Following,1.0,0.0,-3.000449167111696
2021-10-27,21084.683341113712,-0.0016297159253677584,Down,Trend Following,1.0,0.0,-3.6781295169823647
2021-10-28,21078.899526066132,-0.0002743135836573707,Down,Trend Following,1.0,0.0,-1.1555626173633593
2021-10-29,21043.783555005073,-0.001665929998747484,Moderate Up,Mean Reversion,0.0,1.0,2.3371163470626843
2021-10-30,21656.220112284067,0.02910296789919853,Down,Trend Following,1.0,0.0,-1.8881787547116002
2021-10-31,21962.846003421742,0.01415879084844307,Moderate Up,Mean Reversion,0.0,1.0,1.6673842952373619
2021-11-01,22132.250550548222,0.007713232934387859,Moderate Up,Mean Reversion,0.0,1.0,4.266615254312378
2021-11-02,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,4.414568674066488
2021-11-03,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,1.0576825497553566
2021-11-04,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-0.7236913217630425
2021-11-05,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-0.5502278311310893
2021-11-06,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,0.9676365071828119
2021-11-07,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,0.0673658148679257
2021-11-08,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,7.339953771652552
2021-11-09,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,8.951427711186533
2021-11-10,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,6.402715136096937
2021-11-11,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,5.310881776217502
2021-11-12,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,1.3248799975611902
2021-11-13,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-4.670028083850086
2021-11-14,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-2.150492660654346
2021-11-15,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-1.983617871524923
2021-11-16,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-7.251635186557614
2021-11-17,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-5.918182824379281
2021-11-18,22132.250550548222,0.0,Strong Down,Mean Reversion,0.0,1.0,-11.649082042068004
2021-11-19,22132.250550548222,0.0,Strong Down,Mean Reversion,0.0,1.0,-11.270678186190908
2021-11-20,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-6.07285642233607
2021-11-21,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-2.3903148966243792
2021-11-22,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-6.744984508258378
2021-11-23,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,1.1755246230095828
2021-11-24,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-1.6508333482444515
2021-11-25,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-1.2943108487910915
2021-11-26,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-8.374703709025265
2021-11-27,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-2.7038701113221264
2021-11-28,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-0.43372183817596
2021-11-29,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,1.1815405371268461
2021-11-30,22132.250550548222,0.0,Down,Trend Following,1.0,0.0,-3.389375368617664
2021-12-01,22132.250550548222,0.0,Moderate Up,Mean Reversion,0.0,1.0,6.452716421675264
