date,symbol,signal,kurtosis,kurtosis_rank,kurtosis_percentile,returns_mean_30d,returns_std_30d
2020-02-19,XRP/USD,LONG,-0.018562096681551843,3.0,100.0,0.005504525915886265,0.04103072332890517
2020-02-22,XLM/USD,LONG,0.2998407463520989,3.0,100.0,0.006361014231483971,0.040289442100632386
2020-02-25,ALGO/USD,LONG,3.3667119015640488,4.0,100.0,0.016694212927946848,0.07853917621837571
2020-02-28,ALGO/USD,LONG,2.42723401281659,5.0,100.0,0.012523632732237892,0.08160836371562373
2020-02-28,XRP/USD,LONG,-0.4006060998760592,4.0,80.0,0.0002542385206238619,0.045982223936942325
2020-02-28,ZRX/USD,SHORT,-1.0181326494301004,1.0,20.0,0.001994475253022049,0.052439779953177876
2020-03-02,ALGO/USD,LONG,1.440453094114786,5.0,100.0,0.013604989115961095,0.08732724307777369
2020-03-02,XRP/USD,LONG,-0.5714085130632265,4.0,80.0,-0.00020785766791907393,0.046996075240452434
2020-03-02,ZRX/USD,SHORT,-1.1156050309149743,1.0,20.0,0.002556313448882405,0.05439327709185452
2020-03-05,ALGO/USD,LONG,1.31881711995623,5.0,100.0,0.009944015688561209,0.08768357696332035
2020-03-05,XRP/USD,LONG,-0.5078576708471711,4.0,80.0,-0.0034980963976909735,0.04586912146841233
2020-03-05,ZRX/USD,SHORT,-1.054229587348614,1.0,20.0,0.002821830354115109,0.05335440671357226
2020-03-08,ALGO/USD,LONG,0.6255374385071164,5.0,100.0,-0.002766871580995809,0.09370215156524138
2020-03-08,XRP/USD,LONG,0.12837601013251065,4.0,80.0,-0.010512420500491485,0.05248590997586091
2020-03-08,XTZ/USD,SHORT,-0.6001003626393184,1.0,20.0,0.00561273942974464,0.07724123743024625
2020-03-11,ALGO/USD,LONG,0.9607761855395034,5.0,100.0,-0.009366436143366155,0.09106716969146308
2020-03-11,XRP/USD,LONG,0.17427881432529402,4.0,80.0,-0.009077409119836994,0.052617685826199606
2020-03-11,ZRX/USD,SHORT,-0.5189192886001903,1.0,20.0,-0.007427518978104469,0.05979283273043139
2020-03-14,LINK/USD,LONG,11.106193803266207,6.0,100.0,-0.019744457214469855,0.1265128031673477
2020-03-14,XTZ/USD,LONG,9.296492184850798,5.0,83.33333333333334,-0.02267340053226361,0.1391648919844569
2020-03-14,ZRX/USD,SHORT,5.645345680594872,1.0,16.666666666666664,-0.02345759867013774,0.08964970800878284
2020-03-17,LINK/USD,LONG,10.766688913285574,6.0,100.0,-0.029376184319221548,0.12512977406986292
2020-03-17,XTZ/USD,LONG,9.175974736986149,5.0,83.33333333333334,-0.028725158076134443,0.13834157648928935
2020-03-17,ZRX/USD,SHORT,5.651472921344562,1.0,16.666666666666664,-0.024440232398335357,0.08940637880164116
2020-03-20,LINK/USD,LONG,9.952978352131087,6.0,100.0,-0.022132084722778812,0.12882769421547702
2020-03-20,XTZ/USD,LONG,8.584609487149848,5.0,83.33333333333334,-0.02489196638283865,0.14103640719763977
2020-03-20,ZRX/USD,SHORT,5.368470244909702,1.0,16.666666666666664,-0.02070505309948605,0.09137705924098732
2020-03-23,ALGO/USD,LONG,9.69254953286409,6.0,100.0,-0.034240743086047895,0.14564803374219237
2020-03-23,LINK/USD,LONG,8.597541912664763,5.0,83.33333333333334,-0.020029485120396432,0.1330791982061283
2020-03-23,ZRX/USD,SHORT,4.409148719533405,1.0,16.666666666666664,-0.020507935307169337,0.09446668581234982
2020-03-26,ALGO/USD,LONG,12.416293746569846,6.0,100.0,-0.030006570653941165,0.13919204266838411
2020-03-26,LINK/USD,LONG,9.715422883123324,5.0,83.33333333333334,-0.01351373637823249,0.1314143855370664
2020-03-26,ZRX/USD,SHORT,4.982054114917291,1.0,16.666666666666664,-0.015260046370725745,0.09396163722156166
2020-03-29,ALGO/USD,LONG,12.855128371212551,6.0,100.0,-0.029398661402937395,0.13833882757324886
2020-03-29,LINK/USD,LONG,9.599683410656857,5.0,83.33333333333334,-0.024423135710175604,0.12929996975161784
2020-03-29,ZRX/USD,SHORT,5.08455179493591,1.0,16.666666666666664,-0.016810259892099885,0.09326518846167019
2020-04-01,ALGO/USD,LONG,14.253165396881798,6.0,100.0,-0.02944426528381955,0.13521641285616284
2020-04-01,LINK/USD,LONG,9.871787291886687,5.0,83.33333333333334,-0.020663899887513503,0.1293850981409601
2020-04-01,ZRX/USD,SHORT,5.473125449675459,1.0,16.666666666666664,-0.016715216875643583,0.0920893505624195
2020-04-04,ALGO/USD,LONG,13.657590895226786,6.0,100.0,-0.024954211096005808,0.1374284817170585
2020-04-04,LINK/USD,LONG,10.19450571295793,5.0,83.33333333333334,-0.02370100241298236,0.1279022751803511
2020-04-04,ZRX/USD,SHORT,5.656238426300595,1.0,16.666666666666664,-0.018871345592984534,0.09105146853050156
2020-04-07,ALGO/USD,LONG,15.70819918637481,6.0,100.0,-0.014592860073294741,0.13551273179574053
2020-04-07,LINK/USD,LONG,10.07639466845156,5.0,83.33333333333334,-0.013154029891591581,0.1305824141238679
2020-04-07,ZRX/USD,SHORT,7.511257660722725,1.0,16.666666666666664,-0.009480458987093043,0.08851207168862774
2020-04-10,ALGO/USD,LONG,14.515527296327278,6.0,100.0,-0.01364538594624292,0.13800043901405754
2020-04-10,LINK/USD,LONG,9.54681855926288,5.0,83.33333333333334,-0.0056787353245072465,0.13375816224601372
2020-04-10,ZRX/USD,SHORT,6.305620911730868,1.0,16.666666666666664,-0.009681464353468809,0.09141511963860292
2020-04-13,LINK/USD,LONG,0.41175275711709824,4.0,100.0,0.015211437045922517,0.0691372710654802
2020-04-16,XLM/USD,LONG,0.024342915639535168,3.0,100.0,0.0091173788727833,0.05227296668553296
2020-04-19,XLM/USD,LONG,0.31395159491398994,3.0,100.0,0.0067750429733880796,0.04871016946614962
2020-04-22,XLM/USD,LONG,0.5601141398830709,3.0,100.0,0.01100995351621529,0.04632150991313595
2020-04-25,XRP/USD,LONG,0.8685909868973032,2.0,100.0,0.0031992927910950227,0.035172447575380926
2020-04-28,XRP/USD,LONG,0.5904570171407455,2.0,100.0,0.009244456355324782,0.03401348798361658
2020-05-01,XRP/USD,LONG,0.2847805567252353,3.0,100.0,0.007209546052935761,0.03734640683997268
2020-05-04,XRP/USD,LONG,0.152087767110078,3.0,100.0,0.0061690863388614865,0.037895388332754035
2020-05-07,ZRX/USD,LONG,10.138599359680377,3.0,100.0,0.01890637088919758,0.07692640155083882
2020-05-10,ZRX/USD,LONG,6.105523971839284,4.0,100.0,0.028300686202686588,0.08779754364268086
2020-05-13,ZRX/USD,LONG,4.945898131160959,4.0,100.0,0.024529781440977505,0.09298941429143394
2020-05-16,ZRX/USD,LONG,4.592890907194879,4.0,100.0,0.026535182238768946,0.0935851255539334
2020-05-19,ZRX/USD,LONG,4.696884226344911,4.0,100.0,0.024672275507810204,0.0937223758690788
2020-05-22,ZRX/USD,LONG,4.186378848041903,4.0,100.0,0.022220847478661834,0.09633032058694431
2020-05-25,ZRX/USD,LONG,3.9206544337843523,4.0,100.0,0.018332666887270904,0.09837478509219484
2020-05-28,ZRX/USD,LONG,3.9436209094957535,4.0,100.0,0.016254071146457855,0.09884265066867179
2020-05-31,ZRX/USD,LONG,4.4407932477250025,4.0,100.0,0.013081491154380532,0.09793022435317734
2020-06-03,ZRX/USD,LONG,4.210190649119994,4.0,100.0,0.015979152628837843,0.09794688336707986
