date,symbol,hurst,hurst_class,pct_change_5d,direction_class,forward_return,segment
2023-01-28,AAVE/USD,0.7376383096270643,High HE,-0.02782267374740255,Down,0.047737798361239925,High HE / Down
2023-01-29,AAVE/USD,0.7235086449515341,High HE,0.09663287019652023,Up,0.040063919643876345,High HE / Up
2023-01-30,AAVE/USD,0.724908442482356,High HE,-0.05415793151642212,Down,0.09518532200467922,High HE / Down
2023-01-31,AAVE/USD,0.7370617599668241,High HE,-0.06649414941494147,Down,0.03254188260817159,High HE / Down
2023-02-01,AAVE/USD,0.7239810770069067,High HE,0.013058419243986208,Up,-0.04884667571234724,High HE / Up
2023-02-02,AAVE/USD,0.7392376946144803,High HE,0.047737798361239925,Up,0.005440326419585029,High HE / Up
2023-02-03,AAVE/USD,0.7462229852829806,High HE,0.040063919643876345,Up,-0.04455662862159793,High HE / Up
2023-02-04,AAVE/USD,0.7254777147577013,High HE,0.09518532200467922,Up,-0.12491567348774457,High HE / Up
2023-02-05,AAVE/USD,0.7421232014868647,High HE,0.03254188260817159,Up,-0.08252597175207199,High HE / Up
2023-02-06,AAVE/USD,0.6869580460666663,High HE,-0.04884667571234724,Down,-0.05587256300523069,High HE / Down
2023-02-07,AAVE/USD,0.6523329276405285,Low HE,0.005440326419585029,Up,-0.127944989290948,Low HE / Up
2023-02-08,AAVE/USD,0.7234231461518241,High HE,-0.04455662862159793,Down,-0.05180335400872971,High HE / Down
2023-02-09,AAVE/USD,0.7160004634267385,High HE,-0.12491567348774457,Down,0.06835410510086093,High HE / Down
2023-02-10,AAVE/USD,0.7166704310371576,High HE,-0.08252597175207199,Down,0.138295165394402,High HE / Down
2023-02-11,AAVE/USD,0.6936929418294195,High HE,-0.05587256300523069,Down,0.06006043817678153,High HE / Down
2023-02-12,AAVE/USD,0.707058671652673,High HE,-0.127944989290948,Down,0.11659772492244058,High HE / Down
2023-02-13,AAVE/USD,0.7116288185043761,High HE,-0.05180335400872971,Down,0.10308903694730476,High HE / Down
2023-02-14,AAVE/USD,0.7069885027699944,High HE,0.06835410510086093,Up,0.08382441371016225,High HE / Up
2023-02-15,AAVE/USD,0.7118437684650534,High HE,0.138295165394402,Up,0.028836481502179545,High HE / Up
2023-02-16,AAVE/USD,0.6976508229140164,High HE,0.06006043817678153,Up,0.04145385437700444,High HE / Up
2023-02-17,AAVE/USD,0.6962459100660251,High HE,0.11659772492244058,Up,-0.015165547580458516,High HE / Up
2023-02-18,AAVE/USD,0.7128479750722999,High HE,0.10308903694730476,Up,-0.05941137711399069,High HE / Up
2023-02-19,AAVE/USD,0.7063768667991188,High HE,0.08382441371016225,Up,-0.09498446515756775,High HE / Up
2023-02-20,AAVE/USD,0.7060425553682187,High HE,0.028836481502179545,Up,-0.13079847908745235,High HE / Up
2023-02-21,AAVE/USD,0.6843929771587002,High HE,0.04145385437700444,Up,-0.06204379562043805,High HE / Up
2023-02-22,AAVE/USD,0.6819249811540907,High HE,-0.015165547580458516,Down,-0.05842247560832259,High HE / Down
2023-02-23,AAVE/USD,0.6672595454073399,Low HE,-0.05941137711399069,Down,-0.09316987740805605,Low HE / Down
2023-02-24,AAVE/USD,0.6484406807596805,Low HE,-0.09498446515756775,Down,0.016061794997547896,Low HE / Down
2023-02-25,AAVE/USD,0.6602396221393416,Low HE,-0.13079847908745235,Down,-0.0012498437695289688,Low HE / Down
2023-02-26,AAVE/USD,0.6729925226650827,High HE,-0.06204379562043805,Down,-0.06590466926070038,High HE / Down
2023-02-27,AAVE/USD,0.6652893834370179,Low HE,-0.05842247560832259,Down,-0.059925093632958726,Low HE / Down
2023-02-28,AAVE/USD,0.649874480422075,Low HE,-0.09316987740805605,Down,-0.03386120767349032,Low HE / Down
2023-03-01,AAVE/USD,0.6708104292972059,Low HE,0.016061794997547896,Up,-0.07469530590080842,Low HE / Up
2023-03-02,AAVE/USD,0.675670567764092,High HE,-0.0012498437695289688,Down,-0.058565886622450214,High HE / Down
2023-03-03,AAVE/USD,0.6797470123860979,High HE,-0.06590466926070038,Down,-0.06769070554543077,High HE / Down
2023-03-04,AAVE/USD,0.6783368550993074,High HE,-0.059925093632958726,Down,-0.08738379814077024,High HE / Down
2023-03-05,AAVE/USD,0.6804358631969414,High HE,-0.03386120767349032,Down,-0.08622068230277202,High HE / Down
2023-03-06,AAVE/USD,0.6819480021622041,High HE,-0.07469530590080842,Down,-0.12297861241523222,High HE / Down
2023-03-07,AAVE/USD,0.6856969478914499,High HE,-0.058565886622450214,Down,-0.025920510434667032,High HE / Down
2023-03-08,AAVE/USD,0.6907051535047574,High HE,-0.06769070554543077,Down,0.06590337894442899,High HE / Down
2023-03-09,AAVE/USD,0.699773425108669,High HE,-0.08738379814077024,Down,0.15424912689173453,High HE / Down
2023-03-10,AAVE/USD,0.693997214022466,High HE,-0.08622068230277202,Down,0.08152253171941082,High HE / Down
2023-03-11,AAVE/USD,0.6994216594640263,High HE,-0.12297861241523222,Down,0.11449814126394053,High HE / Down
2023-03-12,AAVE/USD,0.6981091326423642,High HE,-0.025920510434667032,Down,0.10193777292576423,High HE / Down
2023-03-13,AAVE/USD,0.6834367463322648,High HE,0.06590337894442899,Up,0.02226879748493582,High HE / Up
2023-03-14,AAVE/USD,0.6942825807159831,High HE,0.15424912689173453,Up,0.004412506303580477,High HE / Up
2023-03-15,AAVE/USD,0.6883344225391209,High HE,0.08152253171941082,Up,0.027508090614886793,High HE / Up
2023-03-16,AAVE/USD,0.7099926098683623,High HE,0.11449814126394053,Up,0.056304202801867875,High HE / Up
2023-03-17,AAVE/USD,0.7096372084286899,High HE,0.10193777292576423,Up,-0.06749226006191955,High HE / Up
2023-03-18,AAVE/USD,0.6875610460518954,High HE,0.02226879748493582,Up,-0.010763710917478297,High HE / Up
2023-03-19,AAVE/USD,0.6922109734809475,High HE,0.004412506303580477,Up,-0.08233965106062513,High HE / Up
2023-03-20,AAVE/USD,0.6938847049202563,High HE,0.027508090614886793,Up,-0.06259842519685033,High HE / Up
2023-03-21,AAVE/USD,0.7095086061554582,High HE,0.056304202801867875,Up,-0.07881773399014769,High HE / Up
2023-03-22,AAVE/USD,0.6945570508159866,High HE,-0.06749226006191955,Down,-0.07330677290836651,High HE / Down
2023-03-23,AAVE/USD,0.6906735493026932,High HE,-0.010763710917478297,Down,-0.08497409326424876,High HE / Down
2023-03-24,AAVE/USD,0.6687553196873616,Low HE,-0.08233965106062513,Down,-0.00355628504992489,Low HE / Down
2023-03-25,AAVE/USD,0.6773688662167828,High HE,-0.06259842519685033,Down,-0.0015399692006161647,High HE / Down
2023-03-26,AAVE/USD,0.7044229601408303,High HE,-0.07881773399014769,Down,0.017551076374605623,High HE / Down
2023-03-27,AAVE/USD,0.7047775508727017,High HE,-0.07330677290836651,Down,0.06319862424763545,High HE / Down
2023-03-28,AAVE/USD,0.6966937353682653,High HE,-0.08497409326424876,Down,0.033267270668176696,High HE / Down
2023-03-29,AAVE/USD,0.7117129224463226,High HE,-0.00355628504992489,Down,0.01276595744680864,High HE / Down
2023-03-30,AAVE/USD,0.7056115606978032,High HE,-0.0015399692006161647,Down,0.07234997195737547,High HE / Down
2023-03-31,AAVE/USD,0.7005724306630403,High HE,0.017551076374605623,Up,0.05497911332704497,High HE / Up
2023-04-01,AAVE/USD,0.6984904466906264,High HE,0.06319862424763545,Up,0.08639978433751172,High HE / Up
2023-04-02,AAVE/USD,0.7053129836278188,High HE,0.033267270668176696,Up,0.0730237018769695,High HE / Up
2023-04-03,AAVE/USD,0.6987857422875375,High HE,0.01276595744680864,Up,0.03429113580916243,High HE / Up
2023-04-04,AAVE/USD,0.698319564177422,High HE,0.07234997195737547,Up,-0.0026150627615063593,High HE / Up
2023-04-05,AAVE/USD,0.7079640038884698,High HE,0.05497911332704497,Up,0.00306552560991169,High HE / Up
2023-04-06,AAVE/USD,0.7198321095097592,High HE,0.08639978433751172,Up,-0.018362282878411795,High HE / Up
2023-04-07,AAVE/USD,0.7160808808668667,High HE,0.0730237018769695,Up,0.008299284984678357,High HE / Up
2023-04-08,AAVE/USD,0.6857391203537061,High HE,0.03429113580916243,Up,0.06526012318175867,High HE / Up
2023-04-09,AAVE/USD,0.6839493241301999,High HE,-0.0026150627615063593,Down,0.08350812794965923,High HE / Down
2023-04-10,AAVE/USD,0.6823785106711392,High HE,0.00306552560991169,Up,0.051063287915446454,High HE / Up
2023-04-11,AAVE/USD,0.6563315865784322,Low HE,-0.018362282878411795,Down,0.053842264914054416,Low HE / Down
2023-04-12,AAVE/USD,0.6351167054709581,Low HE,0.008299284984678357,Up,0.026465746486007413,Low HE / Up
2023-04-13,AAVE/USD,0.6009329880864868,Low HE,0.06526012318175867,Up,0.008365112559970411,Low HE / Up
2023-04-14,AAVE/USD,0.5814881370040479,Low HE,0.08350812794965923,Up,-0.10490018148820324,Low HE / Up
2023-04-15,AAVE/USD,0.5765508079303175,Low HE,0.051063287915446454,Up,-0.12357644778289312,Low HE / Up
2023-04-16,AAVE/USD,0.5487988961313116,Low HE,0.053842264914054416,Up,-0.1712640921084193,Low HE / Up
2023-04-17,AAVE/USD,0.562153794712633,Low HE,0.026465746486007413,Up,-0.12620281273131018,Low HE / Up
2023-04-18,AAVE/USD,0.5472233457365497,Low HE,0.008365112559970411,Up,-0.1418811760400146,Low HE / Up
2023-04-19,AAVE/USD,0.5551690841512834,Low HE,-0.10490018148820324,Down,-0.055825898891592396,Low HE / Down
2023-04-20,AAVE/USD,0.5975681896269474,Low HE,-0.12357644778289312,Down,-0.015620680121647856,Low HE / Down
2023-04-21,AAVE/USD,0.6039325824078797,Low HE,-0.1712640921084193,Down,0.005354558610709104,Low HE / Down
2023-04-22,AAVE/USD,0.5935970234480115,Low HE,-0.12620281273131018,Down,0.008612169984469897,Low HE / Down
2023-04-23,AAVE/USD,0.5977684918109978,Low HE,-0.1418811760400146,Down,0.026442991185669618,Low HE / Down
2023-04-24,AAVE/USD,0.5795988469428772,Low HE,-0.055825898891592396,Down,0.028775948460987966,Low HE / Down
2023-04-25,AAVE/USD,0.5794876581109087,Low HE,-0.015620680121647856,Down,-0.013340822918129325,Low HE / Down
2023-04-26,AAVE/USD,0.589031052642274,Low HE,0.005354558610709104,Up,-0.0071973513746941276,Low HE / Up
2023-04-27,AAVE/USD,0.6015044483133408,Low HE,0.008612169984469897,Up,-0.032334826427771635,Low HE / Up
2023-04-28,AAVE/USD,0.6123288185226894,Low HE,0.026442991185669618,Up,-0.006371191135734144,Low HE / Up
2023-04-29,AAVE/USD,0.6027242051208584,Low HE,0.028775948460987966,Up,-0.013776788199276302,Low HE / Up
2023-04-30,AAVE/USD,0.6157142505409636,Low HE,-0.013340822918129325,Down,0.04682607458013077,Low HE / Down
2023-05-01,AAVE/USD,0.630950601765123,Low HE,-0.0071973513746941276,Down,0.013194142380745122,Low HE / Down
2023-05-02,AAVE/USD,0.63988631374752,Low HE,-0.032334826427771635,Down,-0.004484304932735439,Low HE / Down
2023-05-03,AAVE/USD,0.6443511215450711,Low HE,-0.006371191135734144,Down,-0.09966545860050169,Low HE / Down
2023-05-04,AAVE/USD,0.6601744698772518,Low HE,-0.013776788199276302,Down,-0.08988288415408496,Low HE / Down
2023-05-05,AAVE/USD,0.663123601442907,Low HE,0.04682607458013077,Up,-0.12059823249490131,Low HE / Up
2023-05-06,AAVE/USD,0.6664214550424007,Low HE,0.013194142380745122,Up,-0.10804235832856324,Low HE / Up
2023-05-07,AAVE/USD,0.6762657119820273,High HE,-0.004484304932735439,Down,-0.08166230746875891,High HE / Down
2023-05-08,AAVE/USD,0.6673713636847171,Low HE,-0.09966545860050169,Down,-0.036847809258399145,Low HE / Down
2023-05-09,AAVE/USD,0.6639836374193431,Low HE,-0.08988288415408496,Down,-0.0347286821705427,Low HE / Down
2023-05-10,AAVE/USD,0.7024141026823513,High HE,-0.12059823249490131,Down,-0.028911564625850428,High HE / Down
2023-05-11,AAVE/USD,0.7008859772193081,High HE,-0.10804235832856324,Down,0.008503128509546043,High HE / Down
2023-05-12,AAVE/USD,0.7192112602462943,High HE,-0.08166230746875891,Down,0.028481012658227778,High HE / Down
2023-05-13,AAVE/USD,0.7340090357767153,High HE,-0.036847809258399145,Down,0.04388361999678514,High HE / Down
2023-05-14,AAVE/USD,0.7015236571728256,High HE,-0.0347286821705427,Down,0.049951814969482866,High HE / Down
2023-05-15,AAVE/USD,0.6824337408061854,High HE,-0.028911564625850428,Down,0.039484158573475536,High HE / Down
2023-05-16,AAVE/USD,0.669657593570864,Low HE,0.008503128509546043,Up,0.01734012090359527,Low HE / Up
2023-05-17,AAVE/USD,0.7041103785230545,High HE,0.028481012658227778,Up,-0.011230769230769266,High HE / Up
2023-05-18,AAVE/USD,0.6921870744520616,High HE,0.04388361999678514,Up,0.007545426547582501,High HE / Up
2023-05-19,AAVE/USD,0.6674983551434873,Low HE,0.049951814969482866,Up,-0.021263576564173325,Low HE / Up
2023-05-20,AAVE/USD,0.6718900288562096,High HE,0.039484158573475536,Up,-0.02741614336039222,High HE / Up
2023-05-21,AAVE/USD,0.6713573038836719,High HE,0.01734012090359527,Up,0.010789679437060107,High HE / Up
2023-05-22,AAVE/USD,0.6758985912407016,High HE,-0.011230769230769266,Down,0.022872257662984286,High HE / Down
2023-05-23,AAVE/USD,0.6813779710898973,High HE,0.007545426547582501,Up,0.05609047837383452,High HE / Up
2023-05-24,AAVE/USD,0.6773635528186681,High HE,-0.021263576564173325,Down,0.05220381369177862,High HE / Down
2023-05-25,AAVE/USD,0.6484834007599978,Low HE,-0.02741614336039222,Down,0.049921259842519605,Low HE / Down
2023-05-26,AAVE/USD,0.6599953417122254,Low HE,0.010789679437060107,Up,-0.011912128712871284,Low HE / Up
2023-05-27,AAVE/USD,0.6628106321384467,Low HE,0.022872257662984286,Up,-0.04669911773653779,Low HE / Up
2023-05-28,AAVE/USD,0.6604235303161606,Low HE,0.05609047837383452,Up,-0.07872648335745291,Low HE / Up
2023-05-29,AAVE/USD,0.6546725347541642,Low HE,0.05220381369177862,Up,-0.05496137849079019,Low HE / Up
2023-05-30,AAVE/USD,0.6599108437300382,Low HE,0.049921259842519605,Up,-0.05804709764511784,Low HE / Up
2023-05-31,AAVE/USD,0.6523992298905487,Low HE,-0.011912128712871284,Down,-0.06200093940817286,Low HE / Down
2023-06-01,AAVE/USD,0.6422742776967826,Low HE,-0.04669911773653779,Down,-0.014839636189564409,Low HE / Down
2023-06-02,AAVE/USD,0.6345511830207297,Low HE,-0.07872648335745291,Down,-0.07068803016022618,Low HE / Down
2023-06-03,AAVE/USD,0.6369482577542414,Low HE,-0.05496137849079019,Down,-0.0602011945928953,Low HE / Down
2023-06-04,AAVE/USD,0.6453325001501558,Low HE,-0.05804709764511784,Down,-0.04410828025477698,Low HE / Down
2023-06-05,AAVE/USD,0.6380190991173991,Low HE,-0.06200093940817286,Down,-0.12084793857452836,Low HE / Down
2023-06-06,AAVE/USD,0.6480946961876826,Low HE,-0.014839636189564409,Down,-0.15516682863621645,Low HE / Down
2023-06-07,AAVE/USD,0.6484245031503973,Low HE,-0.07068803016022618,Down,-0.09161595672751854,Low HE / Down
2023-06-08,AAVE/USD,0.6505074607154938,Low HE,-0.0602011945928953,Down,-0.07961197524669672,Low HE / Down
2023-06-09,AAVE/USD,0.6477014285065371,Low HE,-0.04410828025477698,Down,-0.13310011660836252,Low HE / Down
2023-06-10,AAVE/USD,0.6481153313916181,Low HE,-0.12084793857452836,Down,-0.048794380102525126,Low HE / Down
2023-06-11,AAVE/USD,0.6726579109684092,High HE,-0.15516682863621645,Down,-0.02799079754601219,High HE / Down
2023-06-12,AAVE/USD,0.6612010926135141,Low HE,-0.09161595672751854,Down,-0.04986974320803872,Low HE / Down
2023-06-13,AAVE/USD,0.6672428775708774,Low HE,-0.07961197524669672,Down,-0.07414137743049243,Low HE / Down
2023-06-14,AAVE/USD,0.6865588550860614,High HE,-0.13310011660836252,Down,-0.002498078401229842,High HE / Down
2023-06-15,AAVE/USD,0.7284514312584577,High HE,-0.048794380102525126,Down,0.0600798403193612,High HE / Down
2023-06-16,AAVE/USD,0.7222104958873529,High HE,-0.02799079754601219,Down,0.0861932938856016,High HE / Down
2023-06-17,AAVE/USD,0.7188700046964662,High HE,-0.04986974320803872,Down,0.08969839404622015,High HE / Down
2023-06-18,AAVE/USD,0.6911054146439994,High HE,-0.07414137743049243,Down,0.12109911678115792,High HE / Down
2023-06-19,AAVE/USD,0.72522300080437,High HE,-0.002498078401229842,Down,0.09998073588903877,High HE / Down
2023-06-20,AAVE/USD,0.6954411618669191,High HE,0.0600798403193612,Up,0.2948597250988514,High HE / Up
2023-06-21,AAVE/USD,0.7211116327763349,High HE,0.0861932938856016,Up,0.14799346286544401,High HE / Up
2023-06-22,AAVE/USD,0.7113612671233992,High HE,0.08969839404622015,Up,0.16768511861969793,High HE / Up
2023-06-23,AAVE/USD,0.7124913072784591,High HE,0.12109911678115792,Up,0.039565826330532294,High HE / Up
2023-06-24,AAVE/USD,0.7189415246306315,High HE,0.09998073588903877,Up,0.10367775831873915,High HE / Up
2023-06-25,AAVE/USD,0.7230751747374277,High HE,0.2948597250988514,Up,0.025156318161989377,High HE / Up
2023-06-26,AAVE/USD,0.7013896457012195,High HE,0.14799346286544401,Up,0.07845618475166094,High HE / Up
2023-06-27,AAVE/USD,0.7189048940984705,High HE,0.16768511861969793,Up,0.0892719716792365,High HE / Up
2023-06-28,AAVE/USD,0.7039489223442202,High HE,0.039565826330532294,Up,0.2288649376894576,High HE / Up
2023-06-29,AAVE/USD,0.6900688597904816,High HE,0.10367775831873915,Up,0.22294509679466823,High HE / Up
2023-06-30,AAVE/USD,0.6945651826789244,High HE,0.025156318161989377,Up,0.05843971631205691,High HE / Up
2023-07-01,AAVE/USD,0.704937060275045,High HE,0.07845618475166094,Up,0.030360809621589713,High HE / Up
2023-07-02,AAVE/USD,0.7024835550827494,High HE,0.0892719716792365,Up,0.05623851914653111,High HE / Up
2023-07-03,AAVE/USD,0.6849617943055517,High HE,0.2288649376894576,Up,0.008770727696313596,High HE / Up
2023-07-04,AAVE/USD,0.6761267522101885,High HE,0.22294509679466823,Up,-0.06708187362138296,High HE / Up
2023-07-05,AAVE/USD,0.682422064109888,High HE,0.05843971631205691,Up,-0.07075850978289999,High HE / Up
2023-07-06,AAVE/USD,0.6875219024494035,High HE,0.030360809621589713,Up,0.044270462633452023,High HE / Up
2023-07-07,AAVE/USD,0.69472307433847,High HE,0.05623851914653111,Up,0.012575250836120322,High HE / Up
2023-07-08,AAVE/USD,0.6801064752711018,High HE,0.008770727696313596,Up,0.07621247113163965,High HE / Up
2023-07-09,AAVE/USD,0.678349557060923,High HE,-0.06708187362138296,Down,0.12906815020862306,High HE / Down
2023-07-10,AAVE/USD,0.6759834287734463,High HE,-0.07075850978289999,Down,0.139746178252091,High HE / Down
2023-07-11,AAVE/USD,0.6734517458677767,High HE,0.044270462633452023,Up,0.0482551799345694,High HE / Up
2023-07-12,AAVE/USD,0.6670935959254668,Low HE,0.012575250836120322,Up,-0.006473774606949312,Low HE / Up
2023-07-13,AAVE/USD,0.6649741104825391,Low HE,0.07621247113163965,Up,-0.09012875536480691,Low HE / Up
2023-07-14,AAVE/USD,0.6699330912246402,Low HE,0.12906815020862306,Up,-0.11702389751170239,Low HE / Up
2023-07-15,AAVE/USD,0.6859801415852633,High HE,0.139746178252091,Up,-0.08224724788055171,High HE / Up
2023-07-16,AAVE/USD,0.6644036255078957,Low HE,0.0482551799345694,Up,-0.03342002600780247,Low HE / Up
2023-07-17,AAVE/USD,0.6659956982337026,Low HE,-0.006473774606949312,Down,-0.04574468085106376,Low HE / Down
2023-07-18,AAVE/USD,0.658920543500574,Low HE,-0.09012875536480691,Down,0.002913429522752642,Low HE / Down
2023-07-19,AAVE/USD,0.6546253607655611,Low HE,-0.11702389751170239,Down,-0.01967075892857162,Low HE / Down
2023-07-20,AAVE/USD,0.6504036955482196,Low HE,-0.08224724788055171,Down,-0.033779125878946714,Low HE / Down
2023-07-21,AAVE/USD,0.6472364512507273,Low HE,-0.03342002600780247,Down,-0.03134669716130767,Low HE / Down
2023-07-22,AAVE/USD,0.6598170183605127,Low HE,-0.04574468085106376,Down,0.009754738015607334,Low HE / Down
2023-07-23,AAVE/USD,0.6548107017523748,Low HE,0.002913429522752642,Up,0.007054917692626894,Low HE / Up
2023-07-24,AAVE/USD,0.6449035496248531,Low HE,-0.01967075892857162,Down,0.057350220577771394,Low HE / Down
2023-07-25,AAVE/USD,0.6336730767538061,Low HE,-0.033779125878946714,Down,0.010987442922374413,Low HE / Down
2023-07-26,AAVE/USD,0.6367267493412146,Low HE,-0.03134669716130767,Down,-0.09180555555555558,Low HE / Down
2023-07-27,AAVE/USD,0.6514173140727568,Low HE,0.009754738015607334,Up,-0.0943969086392491,Low HE / Up
2023-07-28,AAVE/USD,0.652473480163691,Low HE,0.007054917692626894,Up,-0.11510989010989003,Low HE / Up
2023-07-29,AAVE/USD,0.6620610443436182,Low HE,0.057350220577771394,Up,-0.1530282637954239,Low HE / Up
2023-07-30,AAVE/USD,0.6538189007327103,Low HE,0.010987442922374413,Up,-0.09470712773465062,Low HE / Up
2023-07-31,AAVE/USD,0.6432800114668791,Low HE,-0.09180555555555558,Down,-0.01468114390579589,Low HE / Down
2023-08-01,AAVE/USD,0.6574626561123161,Low HE,-0.0943969086392491,Down,0.0030478512648581813,Low HE / Down
2023-08-02,AAVE/USD,0.645974672766681,Low HE,-0.11510989010989003,Down,0.00729587084756278,Low HE / Down
2023-08-03,AAVE/USD,0.6690413914558354,Low HE,-0.1530282637954239,Down,0.05291593834419195,Low HE / Down
2023-08-04,AAVE/USD,0.6524624663516585,Low HE,-0.09470712773465062,Down,0.04942313688805733,Low HE / Down
2023-08-05,AAVE/USD,0.6421810789735217,Low HE,-0.01468114390579589,Down,0.04004345801645193,Low HE / Down
2023-08-06,AAVE/USD,0.6375214570385455,Low HE,0.0030478512648581813,Up,0.0013673655423884767,Low HE / Up
2023-08-07,AAVE/USD,0.655427841072527,Low HE,0.00729587084756278,Up,0.01941747572815533,Low HE / Up
2023-08-08,AAVE/USD,0.6595584487703857,Low HE,0.05291593834419195,Up,-0.00980984002414742,Low HE / Up
2023-08-09,AAVE/USD,0.6610021770030257,Low HE,0.04942313688805733,Up,-0.027039072946070553,Low HE / Up
2023-08-10,AAVE/USD,0.6535795222451781,Low HE,0.04004345801645193,Up,-0.05208177883897924,Low HE / Up
2023-08-11,AAVE/USD,0.6526609775049966,Low HE,0.0013673655423884767,Up,-0.08420573509330898,Low HE / Up
2023-08-12,AAVE/USD,0.6626168571813651,Low HE,0.01941747572815533,Up,-0.16220710506424796,Low HE / Up
2023-08-13,AAVE/USD,0.6639741163908727,Low HE,-0.00980984002414742,Down,-0.14921505868007923,Low HE / Down
2023-08-14,AAVE/USD,0.6454761796427917,Low HE,-0.027039072946070553,Down,-0.13605130554283096,Low HE / Down
2023-08-15,AAVE/USD,0.6479491946561929,Low HE,-0.05208177883897924,Down,-0.10107052896725444,Low HE / Down
2023-08-16,AAVE/USD,0.6315634691777463,Low HE,-0.08420573509330898,Down,-0.08018555334658706,Low HE / Down
2023-08-17,AAVE/USD,0.6359874484207698,Low HE,-0.16220710506424796,Down,-0.009022013713460897,Low HE / Down
2023-08-18,AAVE/USD,0.6429740755110349,Low HE,-0.14921505868007923,Down,0.023468290935148683,Low HE / Down
2023-08-19,AAVE/USD,0.6384939909548168,Low HE,-0.13605130554283096,Down,0.015376458112407398,Low HE / Down
2023-08-20,AAVE/USD,0.6474690050596681,Low HE,-0.10107052896725444,Down,-0.0029772329246935403,Low HE / Down
2023-08-21,AAVE/USD,0.6286105541849535,Low HE,-0.08018555334658706,Down,0.0207132564841499,Low HE / Down
2023-08-22,AAVE/USD,0.6556789477072167,Low HE,-0.009022013713460897,Down,0.062272396212673,Low HE / Down
2023-08-23,AAVE/USD,0.6496931518997344,Low HE,0.023468290935148683,Up,0.018904253457027842,Low HE / Up
2023-08-24,AAVE/USD,0.6376698633874935,Low HE,0.015376458112407398,Up,0.03724978241949528,Low HE / Up
2023-08-25,AAVE/USD,0.6423895804017041,Low HE,-0.0029772329246935403,Down,0.014403653609696088,Low HE / Down
2023-08-26,AAVE/USD,0.6519017977066613,Low HE,0.0207132564841499,Up,-0.020822304570319417,Low HE / Up
2023-08-27,AAVE/USD,0.6296250328667202,Low HE,0.062272396212673,Up,-0.0654782310593075,Low HE / Up
2023-08-28,AAVE/USD,0.648560666153105,Low HE,0.018904253457027842,Up,-0.05170932829410746,Low HE / Up
2023-08-29,AAVE/USD,0.6513381159592209,Low HE,0.03724978241949528,Up,-0.08055042792414846,Low HE / Up
