date,portfolio_value,method
2020-08-08,7869.539748568606,Top/Bottom 10
2020-08-09,7714.372187186781,Top/Bottom 10
2020-08-10,7554.969356079197,Top/Bottom 10
2020-08-11,7550.337669494457,Top/Bottom 10
2020-08-12,7221.653839098229,Top/Bottom 10
2020-08-13,7181.1186406018605,Top/Bottom 10
2020-08-14,7097.592442944122,Top/Bottom 10
2020-08-15,7205.062918010383,Top/Bottom 10
2020-08-16,7086.243213929439,Top/Bottom 10
2020-08-17,7311.01225667508,Top/Bottom 10
2020-08-18,7323.846049706225,Top/Bottom 10
2020-08-19,7263.735762191913,Top/Bottom 10
2020-08-20,7121.933031820953,Top/Bottom 10
2020-08-21,7179.136062795307,Top/Bottom 10
2020-08-22,7052.043557980388,Top/Bottom 10
2020-08-23,7027.698163400236,Top/Bottom 10
2020-08-24,7033.831533756295,Top/Bottom 10
2020-08-25,7098.128226122571,Top/Bottom 10
2020-08-26,7072.27029223569,Top/Bottom 10
2020-08-27,7194.437932952394,Top/Bottom 10
2020-08-28,7170.214228276478,Top/Bottom 10
2020-08-29,7084.932445629919,Top/Bottom 10
2020-08-30,7225.0344526063045,Top/Bottom 10
2020-08-31,7288.047293835039,Top/Bottom 10
2020-09-01,7359.817205060577,Top/Bottom 10
2020-09-02,7396.114092046322,Top/Bottom 10
2020-09-03,7545.747188345517,Top/Bottom 10
2020-09-04,7465.993358662643,Top/Bottom 10
2020-09-05,7647.599402696486,Top/Bottom 10
2020-09-06,7446.012862206041,Top/Bottom 10
2020-09-07,7493.357278189812,Top/Bottom 10
2020-09-08,7538.282777289916,Top/Bottom 10
2020-09-09,7371.669038821888,Top/Bottom 10
2020-09-10,7368.354915038315,Top/Bottom 10
2020-09-11,7319.0528150945465,Top/Bottom 10
2020-09-12,7381.278158408191,Top/Bottom 10
2020-09-13,7398.450054419672,Top/Bottom 10
2020-09-14,7458.21384372527,Top/Bottom 10
2020-09-15,7635.331686627213,Top/Bottom 10
2020-09-16,7644.521240341955,Top/Bottom 10
2020-09-17,7660.014449387662,Top/Bottom 10
2020-09-18,7805.553325241565,Top/Bottom 10
2020-09-19,7805.333529534451,Top/Bottom 10
2020-09-20,7862.469561273266,Top/Bottom 10
2020-09-21,7996.336823044939,Top/Bottom 10
2020-09-22,7936.958478556071,Top/Bottom 10
2020-09-23,8120.985791926728,Top/Bottom 10
2020-09-24,7822.752079331062,Top/Bottom 10
2020-09-25,7617.175348718884,Top/Bottom 10
2020-09-26,7689.284771992405,Top/Bottom 10
2020-09-27,7683.023153756683,Top/Bottom 10
2020-09-28,7620.144085140738,Top/Bottom 10
2020-09-29,7647.137415751102,Top/Bottom 10
2020-09-30,7656.039793870849,Top/Bottom 10
2020-10-01,7707.895046785039,Top/Bottom 10
2020-10-02,7756.359422574961,Top/Bottom 10
2020-10-03,7767.97791579059,Top/Bottom 10
2020-10-04,7772.09672832301,Top/Bottom 10
2020-10-05,7739.629881024333,Top/Bottom 10
2020-10-06,7911.004695677723,Top/Bottom 10
2020-10-07,7841.152425391206,Top/Bottom 10
2020-10-08,7809.444785243694,Top/Bottom 10
2020-10-09,7693.895511246403,Top/Bottom 10
2020-10-10,7697.681164269904,Top/Bottom 10
2020-10-11,7727.975687224264,Top/Bottom 10
2020-10-12,7656.21016868661,Top/Bottom 10
2020-10-13,7639.609477153549,Top/Bottom 10
2020-10-14,7798.8955667191385,Top/Bottom 10
2020-10-15,7809.160321714435,Top/Bottom 10
2020-10-16,7739.032168837761,Top/Bottom 10
2020-10-17,7684.303816338903,Top/Bottom 10
2020-10-18,7702.777613022069,Top/Bottom 10
2020-10-19,7762.708256101628,Top/Bottom 10
2020-10-20,7892.188994869798,Top/Bottom 10
2020-10-21,7963.4885537696455,Top/Bottom 10
2020-10-22,7914.214895315261,Top/Bottom 10
2020-10-23,7915.152189705762,Top/Bottom 10
2020-10-24,7940.15611665807,Top/Bottom 10
2020-10-25,8005.746756587903,Top/Bottom 10
2020-10-26,8022.345908750903,Top/Bottom 10
2020-10-27,8077.385778871282,Top/Bottom 10
2020-10-28,8163.283847101288,Top/Bottom 10
2020-10-29,8228.506056871442,Top/Bottom 10
2020-10-30,8253.784647181854,Top/Bottom 10
2020-10-31,8275.411220804135,Top/Bottom 10
2020-11-01,8189.06690157698,Top/Bottom 10
2020-11-02,8213.3870103728,Top/Bottom 10
2020-11-03,8240.776435533655,Top/Bottom 10
2020-11-04,8275.13799753892,Top/Bottom 10
2020-11-05,8299.589391199304,Top/Bottom 10
2020-11-06,8129.9287269838815,Top/Bottom 10
2020-11-07,8162.644343849313,Top/Bottom 10
2020-11-08,8145.13110508024,Top/Bottom 10
2020-11-09,8141.084325562948,Top/Bottom 10
2020-11-10,7944.052143663685,Top/Bottom 10
2020-11-11,8070.09931073833,Top/Bottom 10
2020-11-12,8233.680099806787,Top/Bottom 10
2020-11-13,8157.864611995892,Top/Bottom 10
2020-11-14,8177.8788648302125,Top/Bottom 10
2020-11-15,8194.317155500641,Top/Bottom 10
2020-11-16,8295.217702242766,Top/Bottom 10
2020-11-17,8320.712238297367,Top/Bottom 10
2020-11-18,8381.838098413464,Top/Bottom 10
2020-11-19,8444.482427636967,Top/Bottom 10
2020-11-20,8375.5979963677,Top/Bottom 10
2020-11-21,8031.76314279623,Top/Bottom 10
2020-11-22,8091.976106068842,Top/Bottom 10
2020-11-23,7619.284462756289,Top/Bottom 10
2020-11-24,7394.808604230551,Top/Bottom 10
2020-11-25,7344.38976931348,Top/Bottom 10
2020-11-26,7375.868184621134,Top/Bottom 10
2020-11-27,7194.150213782864,Top/Bottom 10
2020-11-28,7265.403473472795,Top/Bottom 10
2020-11-29,7391.471896299768,Top/Bottom 10
2020-11-30,7468.511966105585,Top/Bottom 10
2020-12-01,7498.270506300114,Top/Bottom 10
2020-12-02,7415.3972941890015,Top/Bottom 10
2020-12-03,7446.555732277773,Top/Bottom 10
2020-12-04,7493.372537138721,Top/Bottom 10
2020-12-05,7484.566235610541,Top/Bottom 10
2020-12-06,7437.726274121121,Top/Bottom 10
2020-12-07,7482.259276817011,Top/Bottom 10
2020-12-08,7541.79499220764,Top/Bottom 10
2020-12-09,7451.492322454156,Top/Bottom 10
2020-12-10,7509.126249180893,Top/Bottom 10
2020-12-11,7537.02800355053,Top/Bottom 10
2020-12-12,7558.78562459161,Top/Bottom 10
2020-12-13,7541.7605628591355,Top/Bottom 10
2020-12-14,7585.228572309377,Top/Bottom 10
2020-12-15,7642.479087560926,Top/Bottom 10
2020-12-16,7606.70184928493,Top/Bottom 10
2020-12-17,7758.317294636917,Top/Bottom 10
2020-12-18,7755.546206939855,Top/Bottom 10
2020-12-19,7838.696704522228,Top/Bottom 10
2020-12-20,8020.948957416342,Top/Bottom 10
2020-12-21,7986.0520740122965,Top/Bottom 10
2020-12-22,8172.271019734715,Top/Bottom 10
2020-12-23,8466.742560386267,Top/Bottom 10
2020-12-24,8187.32161981254,Top/Bottom 10
2020-12-25,8494.929905444389,Top/Bottom 10
2020-12-26,8726.676626364708,Top/Bottom 10
2020-12-27,8690.624941428621,Top/Bottom 10
2020-12-28,8753.630803679996,Top/Bottom 10
2020-12-29,8908.191337238557,Top/Bottom 10
2020-12-30,9107.976288462574,Top/Bottom 10
2020-12-31,9013.48866040518,Top/Bottom 10
2021-01-01,8655.325186927621,Top/Bottom 10
2021-01-02,8896.960140932426,Top/Bottom 10
2021-01-03,9161.007437036673,Top/Bottom 10
2021-01-04,8871.811167980131,Top/Bottom 10
2021-01-05,8713.329529965558,Top/Bottom 10
2021-01-06,8134.430007702046,Top/Bottom 10
2021-01-07,8197.84172534364,Top/Bottom 10
2021-01-08,8249.731756723426,Top/Bottom 10
2021-01-09,8322.87882992084,Top/Bottom 10
2021-01-10,8840.053469807117,Top/Bottom 10
2021-01-11,8710.934587649064,Top/Bottom 10
2021-01-12,8576.163552522514,Top/Bottom 10
2021-01-13,8425.366593505101,Top/Bottom 10
2021-01-14,8468.218202332153,Top/Bottom 10
2021-01-15,8111.846735871799,Top/Bottom 10
2021-01-16,8049.6470506900405,Top/Bottom 10
2021-01-17,7695.043352736899,Top/Bottom 10
2021-01-18,7848.971224005555,Top/Bottom 10
2021-01-19,8030.420523272857,Top/Bottom 10
2021-01-20,7874.539276318898,Top/Bottom 10
2021-01-21,7825.312185978883,Top/Bottom 10
2021-01-22,7604.030414915002,Top/Bottom 10
2021-01-23,7324.141206767555,Top/Bottom 10
2021-01-24,7462.5238829190785,Top/Bottom 10
2021-01-25,7501.6137251461105,Top/Bottom 10
2021-01-26,7433.2741185954255,Top/Bottom 10
2021-01-27,7284.932195703144,Top/Bottom 10
2021-01-28,7299.064871013506,Top/Bottom 10
2021-01-29,7299.301359097549,Top/Bottom 10
2021-01-30,7174.284748312853,Top/Bottom 10
2021-01-31,7107.923598666985,Top/Bottom 10
2021-02-01,7174.4977911412,Top/Bottom 10
2021-02-02,7298.62646732507,Top/Bottom 10
2021-02-03,7271.673153641254,Top/Bottom 10
2021-02-04,7010.670216947376,Top/Bottom 10
2021-02-05,6668.419493398896,Top/Bottom 10
2021-02-06,6774.392065481744,Top/Bottom 10
2021-02-07,6690.865100747607,Top/Bottom 10
2021-02-08,6818.363450370139,Top/Bottom 10
2021-02-09,6928.897001236677,Top/Bottom 10
2021-02-10,6910.699714629739,Top/Bottom 10
2021-02-11,6870.9483769317585,Top/Bottom 10
2021-02-12,6489.187931387971,Top/Bottom 10
2021-02-13,7009.412109611089,Top/Bottom 10
2021-02-14,7120.618296886027,Top/Bottom 10
2021-02-15,7253.785075807424,Top/Bottom 10
2021-02-16,7279.806045155304,Top/Bottom 10
2021-02-17,7450.125867814665,Top/Bottom 10
2021-02-18,7385.222856195657,Top/Bottom 10
2021-02-19,7562.159361393251,Top/Bottom 10
2021-02-20,7532.791587874955,Top/Bottom 10
2021-02-21,7532.807651802663,Top/Bottom 10
2021-02-22,7479.184805646899,Top/Bottom 10
2021-02-23,7308.635605261397,Top/Bottom 10
2021-02-24,7305.942270049116,Top/Bottom 10
2021-02-25,7331.346993123468,Top/Bottom 10
2021-02-26,7182.53202947019,Top/Bottom 10
2021-02-27,7038.566065944764,Top/Bottom 10
2021-02-28,7087.570025221415,Top/Bottom 10
2021-03-01,7155.946091347778,Top/Bottom 10
2021-03-02,7098.444338560752,Top/Bottom 10
2021-03-03,7071.404280616893,Top/Bottom 10
2021-03-04,7125.285859639208,Top/Bottom 10
2021-03-05,7118.967200950841,Top/Bottom 10
2021-03-06,7158.446822294974,Top/Bottom 10
2021-03-07,7164.642243099262,Top/Bottom 10
2021-03-08,7118.667950547748,Top/Bottom 10
2021-03-09,7270.242836887236,Top/Bottom 10
2021-03-10,7360.904162086555,Top/Bottom 10
2021-03-11,7431.136838408416,Top/Bottom 10
2021-03-12,7511.938826978275,Top/Bottom 10
2021-03-13,7689.192397301341,Top/Bottom 10
2021-03-14,7603.18584064614,Top/Bottom 10
2021-03-15,7430.262891160646,Top/Bottom 10
2021-03-16,7394.968303767683,Top/Bottom 10
2021-03-17,7276.36702973883,Top/Bottom 10
2021-03-18,7255.155675652307,Top/Bottom 10
2021-03-19,7260.408792038752,Top/Bottom 10
2021-03-20,7289.117412321369,Top/Bottom 10
2021-03-21,7285.906446232949,Top/Bottom 10
2021-03-22,7258.943228829319,Top/Bottom 10
2021-03-23,7242.761924923564,Top/Bottom 10
2021-03-24,7214.033631240308,Top/Bottom 10
2021-03-25,7186.685798349127,Top/Bottom 10
2021-03-26,7274.920705428824,Top/Bottom 10
2021-03-27,7257.644565881064,Top/Bottom 10
2021-03-28,7176.605190147604,Top/Bottom 10
2021-03-29,7121.224088073364,Top/Bottom 10
2021-03-30,7129.22129803299,Top/Bottom 10
2021-03-31,7174.338576144879,Top/Bottom 10
2021-04-01,7248.219231759376,Top/Bottom 10
2021-04-02,7351.179392342641,Top/Bottom 10
2021-04-03,7326.277476514115,Top/Bottom 10
2021-04-04,7466.531858906687,Top/Bottom 10
2021-04-05,7367.838474469638,Top/Bottom 10
2021-04-06,7374.412310466475,Top/Bottom 10
2021-04-07,7474.0674956037965,Top/Bottom 10
2021-04-08,7461.920238692529,Top/Bottom 10
2021-04-09,7247.447204778352,Top/Bottom 10
2021-04-10,7430.727094674593,Top/Bottom 10
2021-04-11,7359.012171446302,Top/Bottom 10
2021-04-12,7307.804005113023,Top/Bottom 10
2021-04-13,7432.042706813844,Top/Bottom 10
2021-04-14,7561.508504414328,Top/Bottom 10
2021-04-15,7750.899506587169,Top/Bottom 10
2021-04-16,8289.679092899596,Top/Bottom 10
2021-04-17,8111.870737524718,Top/Bottom 10
2021-04-18,8192.279268564891,Top/Bottom 10
2021-04-19,8277.531299817872,Top/Bottom 10
2021-04-20,8231.795622082684,Top/Bottom 10
2021-04-21,8290.033426793836,Top/Bottom 10
2021-04-22,8397.645328734572,Top/Bottom 10
2021-04-23,8288.813195274686,Top/Bottom 10
2021-04-24,8292.9224568538,Top/Bottom 10
2021-04-25,8275.9597791277,Top/Bottom 10
2021-04-26,8277.310818901798,Top/Bottom 10
2021-04-27,8172.982787173052,Top/Bottom 10
2021-04-28,8308.578592741967,Top/Bottom 10
2021-04-29,8250.342641057627,Top/Bottom 10
2021-04-30,8340.1831521847,Top/Bottom 10
2021-05-01,8405.833479090084,Top/Bottom 10
2021-05-02,8403.124536245152,Top/Bottom 10
2021-05-03,8644.748734056433,Top/Bottom 10
2021-05-04,8973.631574397843,Top/Bottom 10
2021-05-05,9570.969820773396,Top/Bottom 10
2021-05-06,9865.171762495851,Top/Bottom 10
2021-05-07,9590.798881411645,Top/Bottom 10
2021-05-08,9863.227193643987,Top/Bottom 10
2021-05-09,9820.669772699383,Top/Bottom 10
2021-05-10,9794.17962442087,Top/Bottom 10
2021-05-11,10164.966906312422,Top/Bottom 10
2021-05-12,9883.111782738511,Top/Bottom 10
2021-05-13,9768.048003607519,Top/Bottom 10
2021-05-14,9813.755746828274,Top/Bottom 10
2021-05-15,9666.8408771423,Top/Bottom 10
2021-05-16,9593.971723563092,Top/Bottom 10
2021-05-17,9556.897682861882,Top/Bottom 10
2021-05-18,9314.657145185201,Top/Bottom 10
2021-05-19,9169.512425481018,Top/Bottom 10
2021-05-20,9354.007024413053,Top/Bottom 10
2021-05-21,9223.0646706692,Top/Bottom 10
2021-05-22,9177.313949082207,Top/Bottom 10
2021-05-23,9137.462097639138,Top/Bottom 10
2021-05-24,9611.583405958536,Top/Bottom 10
2021-05-25,9580.75450625136,Top/Bottom 10
2021-05-26,9458.072962621343,Top/Bottom 10
2021-05-27,9547.198955310158,Top/Bottom 10
2021-05-28,9475.701998845378,Top/Bottom 10
2021-05-29,9548.883428459596,Top/Bottom 10
2021-05-30,9549.305122019703,Top/Bottom 10
2021-05-31,9504.430533633686,Top/Bottom 10
2021-06-01,9389.246573972528,Top/Bottom 10
2021-06-02,9263.762984808287,Top/Bottom 10
2021-06-03,9269.361039186337,Top/Bottom 10
2021-06-04,9289.495073807657,Top/Bottom 10
2021-06-05,9293.815693982806,Top/Bottom 10
2021-06-06,9191.575603536403,Top/Bottom 10
2021-06-07,9171.23689505598,Top/Bottom 10
2021-06-08,9118.895844939985,Top/Bottom 10
2021-06-09,9273.514006354653,Top/Bottom 10
2021-06-10,9272.451150642892,Top/Bottom 10
2021-06-11,9400.299409286885,Top/Bottom 10
2021-06-12,9298.767338934273,Top/Bottom 10
2021-06-13,9373.584710928915,Top/Bottom 10
2021-06-14,9451.588528864173,Top/Bottom 10
2021-06-15,9440.15083373692,Top/Bottom 10
2021-06-16,9349.31214113061,Top/Bottom 10
2021-06-17,9234.984046751651,Top/Bottom 10
2021-06-18,9247.971660068124,Top/Bottom 10
2021-06-19,9286.500189044658,Top/Bottom 10
2021-06-20,9255.665007242731,Top/Bottom 10
2021-06-21,9196.853209920906,Top/Bottom 10
2021-06-22,9177.238338950978,Top/Bottom 10
2021-06-23,9087.000077059136,Top/Bottom 10
2021-06-24,9092.678166551592,Top/Bottom 10
2021-06-25,9090.599304688374,Top/Bottom 10
2021-06-26,9135.62547143791,Top/Bottom 10
2021-06-27,9181.31271304113,Top/Bottom 10
2021-06-28,9190.252939316033,Top/Bottom 10
2021-06-29,9364.74363235155,Top/Bottom 10
2021-06-30,9387.334736031966,Top/Bottom 10
2021-07-01,9332.44734761722,Top/Bottom 10
2021-07-02,9349.197324666147,Top/Bottom 10
2021-07-03,9416.218206840043,Top/Bottom 10
2021-07-04,9439.136233066536,Top/Bottom 10
2021-07-05,9374.023451396402,Top/Bottom 10
2021-07-06,9311.452211934873,Top/Bottom 10
2021-07-07,9203.403718555266,Top/Bottom 10
2021-07-08,9080.148999203704,Top/Bottom 10
2021-07-09,9204.769475019903,Top/Bottom 10
2021-07-10,9189.433142311087,Top/Bottom 10
2021-07-11,9205.58307737598,Top/Bottom 10
2021-07-12,9241.677225190791,Top/Bottom 10
2021-07-13,9162.438508163368,Top/Bottom 10
2021-07-14,9172.912804524138,Top/Bottom 10
2021-07-15,9187.777935363485,Top/Bottom 10
2021-07-16,9234.70167072985,Top/Bottom 10
2021-07-17,9244.771409444613,Top/Bottom 10
2021-07-18,9233.36774625204,Top/Bottom 10
2021-07-19,9453.714596227725,Top/Bottom 10
2021-07-20,9415.476671465289,Top/Bottom 10
2021-07-21,9407.198305622938,Top/Bottom 10
2021-07-22,9261.795658827159,Top/Bottom 10
2021-07-23,9295.430241393255,Top/Bottom 10
2021-07-24,9327.305584966387,Top/Bottom 10
2021-07-25,9263.999979288206,Top/Bottom 10
2021-07-26,9355.011888544586,Top/Bottom 10
2021-07-27,9387.768173151078,Top/Bottom 10
2021-07-28,9511.137177566841,Top/Bottom 10
2021-07-29,9557.62600358954,Top/Bottom 10
2021-07-30,9494.989429709223,Top/Bottom 10
2021-07-31,9410.152254491972,Top/Bottom 10
2021-08-01,9430.866176179867,Top/Bottom 10
2021-08-02,9358.854575741581,Top/Bottom 10
2021-08-03,9211.454606558407,Top/Bottom 10
2021-08-04,9312.399879892346,Top/Bottom 10
2021-08-05,9356.60031227777,Top/Bottom 10
2021-08-06,9424.944319618407,Top/Bottom 10
2021-08-07,9579.709416992286,Top/Bottom 10
2021-08-08,9567.493065255056,Top/Bottom 10
2021-08-09,9745.658764528036,Top/Bottom 10
2021-08-10,9641.169993928122,Top/Bottom 10
2021-08-11,9565.230877119096,Top/Bottom 10
2021-08-12,9590.33273087493,Top/Bottom 10
2021-08-13,9671.107077742117,Top/Bottom 10
2021-08-14,9670.970791531372,Top/Bottom 10
2021-08-15,9788.849702852145,Top/Bottom 10
2021-08-16,9685.78553305542,Top/Bottom 10
2021-08-17,9677.285292508815,Top/Bottom 10
2021-08-18,9736.978985791895,Top/Bottom 10
2021-08-19,9639.638788381912,Top/Bottom 10
2021-08-20,9661.280259681327,Top/Bottom 10
2021-08-21,9623.970976867484,Top/Bottom 10
2021-08-22,9637.105713756251,Top/Bottom 10
2021-08-23,9573.827977475079,Top/Bottom 10
2021-08-24,9609.489170360506,Top/Bottom 10
2021-08-25,9382.44553019799,Top/Bottom 10
2021-08-26,9399.96162472633,Top/Bottom 10
2021-08-27,9311.226734335609,Top/Bottom 10
2021-08-28,9284.757730222227,Top/Bottom 10
2021-08-29,9240.918611248911,Top/Bottom 10
2021-08-30,9245.648590090968,Top/Bottom 10
2021-08-31,9259.92581224132,Top/Bottom 10
2021-09-01,9312.78869019718,Top/Bottom 10
2021-09-02,9327.76702745219,Top/Bottom 10
2021-09-03,9485.079574196126,Top/Bottom 10
2021-09-04,9438.92582505205,Top/Bottom 10
2021-09-05,9451.454892174554,Top/Bottom 10
2021-09-06,9249.293516209313,Top/Bottom 10
2021-09-07,9209.680727370403,Top/Bottom 10
2021-09-08,8843.95867336664,Top/Bottom 10
2021-09-09,8416.187242338194,Top/Bottom 10
2021-09-10,8346.591562229025,Top/Bottom 10
2021-09-11,8372.249012326358,Top/Bottom 10
2021-09-12,8162.796064935926,Top/Bottom 10
2021-09-13,8194.957247124968,Top/Bottom 10
2021-09-14,8226.01871646661,Top/Bottom 10
2021-09-15,8361.09175088929,Top/Bottom 10
2021-09-16,8287.776294497204,Top/Bottom 10
2021-09-17,8440.017626949431,Top/Bottom 10
2021-09-18,8372.543593808787,Top/Bottom 10
2021-09-19,8294.81338403793,Top/Bottom 10
2021-09-20,8329.483862643678,Top/Bottom 10
2021-09-21,8326.287846467058,Top/Bottom 10
2021-09-22,8219.849605153573,Top/Bottom 10
2021-09-23,8102.012996150677,Top/Bottom 10
2021-09-24,7952.613637304718,Top/Bottom 10
2021-09-25,7956.690061350505,Top/Bottom 10
2021-09-26,7980.059992766973,Top/Bottom 10
2021-09-27,8021.555978137591,Top/Bottom 10
2021-09-28,8079.510647881591,Top/Bottom 10
2021-09-29,8051.400690521468,Top/Bottom 10
2021-09-30,8086.911163986175,Top/Bottom 10
2021-10-01,8150.702534603182,Top/Bottom 10
2021-10-02,8091.099808855805,Top/Bottom 10
2021-10-03,7935.729895929028,Top/Bottom 10
2021-10-04,7977.142877906303,Top/Bottom 10
2021-10-05,8113.295755407901,Top/Bottom 10
2021-10-06,8202.519501392118,Top/Bottom 10
2021-10-07,8204.588322528345,Top/Bottom 10
2021-10-08,8176.902375566691,Top/Bottom 10
2021-10-09,8190.407230622536,Top/Bottom 10
2021-10-10,8240.605683988837,Top/Bottom 10
2021-10-11,8359.354062328657,Top/Bottom 10
2021-10-12,8289.067846246402,Top/Bottom 10
2021-10-13,8199.7601399502,Top/Bottom 10
2021-10-14,8264.107110672636,Top/Bottom 10
2021-10-15,8460.912552963535,Top/Bottom 10
2021-10-16,8326.935391305624,Top/Bottom 10
2021-10-17,8362.483796701097,Top/Bottom 10
2021-10-18,8417.465026363561,Top/Bottom 10
2021-10-19,8509.821378748538,Top/Bottom 10
2021-10-20,8591.974700150491,Top/Bottom 10
2021-10-21,8502.325998686372,Top/Bottom 10
2021-10-22,8396.988295084197,Top/Bottom 10
2021-10-23,8388.325451520772,Top/Bottom 10
2021-10-24,8468.961471677703,Top/Bottom 10
2021-10-25,8350.908268183817,Top/Bottom 10
2021-10-26,8221.749706804943,Top/Bottom 10
2021-10-27,8276.844929216972,Top/Bottom 10
2021-10-28,8391.147855241308,Top/Bottom 10
2021-10-29,8338.847681125557,Top/Bottom 10
2021-10-30,8284.167456107878,Top/Bottom 10
2021-10-31,8292.817637308091,Top/Bottom 10
2021-11-01,8238.684189450976,Top/Bottom 10
2021-11-02,8279.480043820651,Top/Bottom 10
2021-11-03,8327.794598981225,Top/Bottom 10
2021-11-04,8326.9113299451,Top/Bottom 10
2021-11-05,8251.335101059809,Top/Bottom 10
2021-11-06,8221.381117500623,Top/Bottom 10
2021-11-07,8312.615647223358,Top/Bottom 10
2021-11-08,8431.684632904053,Top/Bottom 10
2021-11-09,8709.353424007917,Top/Bottom 10
2021-11-10,8656.612172930636,Top/Bottom 10
2021-11-11,8608.449194644587,Top/Bottom 10
2021-11-12,8503.209447951429,Top/Bottom 10
2021-11-13,8596.389696921502,Top/Bottom 10
2021-11-14,8718.854022323309,Top/Bottom 10
2021-11-15,8709.4023881743,Top/Bottom 10
2021-11-16,8630.200795506007,Top/Bottom 10
2021-11-17,8614.691616296852,Top/Bottom 10
2021-11-18,8452.007630537908,Top/Bottom 10
2021-11-19,8437.612746316034,Top/Bottom 10
2021-11-20,8514.107252316744,Top/Bottom 10
2021-11-21,8537.610364994722,Top/Bottom 10
2021-11-22,8528.054575347414,Top/Bottom 10
2021-11-23,8513.876910600176,Top/Bottom 10
2021-11-24,8666.76749054159,Top/Bottom 10
2021-11-25,8714.9139433018,Top/Bottom 10
2021-11-26,8547.640216674235,Top/Bottom 10
2021-11-27,8458.859083895464,Top/Bottom 10
2021-11-28,8546.50246705915,Top/Bottom 10
2021-11-29,8419.485718313947,Top/Bottom 10
2021-11-30,8416.931724687049,Top/Bottom 10
2021-12-01,8409.251470797288,Top/Bottom 10
2021-12-02,8411.024268060066,Top/Bottom 10
2021-12-03,8381.106167885664,Top/Bottom 10
2021-12-04,8271.631776187876,Top/Bottom 10
2021-12-05,8271.618922849566,Top/Bottom 10
2021-12-06,8345.27727269822,Top/Bottom 10
2021-12-07,8056.834079544006,Top/Bottom 10
2021-12-08,8103.517758820085,Top/Bottom 10
2021-12-09,8130.506691286467,Top/Bottom 10
2021-12-10,8255.364227789447,Top/Bottom 10
2021-12-11,8314.713135551418,Top/Bottom 10
2021-12-12,8293.341456170165,Top/Bottom 10
2021-12-13,8340.721838776843,Top/Bottom 10
2021-12-14,8322.566827863913,Top/Bottom 10
2021-12-15,8306.726491251828,Top/Bottom 10
2021-12-16,8319.033493580662,Top/Bottom 10
2021-12-17,8293.029388452975,Top/Bottom 10
2021-12-18,8291.262747570137,Top/Bottom 10
2021-12-19,8353.420959848574,Top/Bottom 10
2021-12-20,8381.19283435303,Top/Bottom 10
2021-12-21,8370.897122895092,Top/Bottom 10
2021-12-22,8279.691683840549,Top/Bottom 10
2021-12-23,8218.676247522168,Top/Bottom 10
2021-12-24,8246.496405908392,Top/Bottom 10
2021-12-25,8184.555062002197,Top/Bottom 10
2021-12-26,8063.311722341325,Top/Bottom 10
2021-12-27,8006.093943627066,Top/Bottom 10
2021-12-28,8070.846613587997,Top/Bottom 10
2021-12-29,8018.555483536608,Top/Bottom 10
2021-12-30,7967.846060614266,Top/Bottom 10
2021-12-31,7969.556289902773,Top/Bottom 10
2022-01-01,7870.130334067146,Top/Bottom 10
2022-01-02,7879.003884815094,Top/Bottom 10
2022-01-03,7642.474024482324,Top/Bottom 10
2022-01-04,7666.262998470394,Top/Bottom 10
2022-01-05,7533.782523679916,Top/Bottom 10
2022-01-06,7537.957266702673,Top/Bottom 10
2022-01-07,7579.168745407163,Top/Bottom 10
2022-01-08,7651.575040905272,Top/Bottom 10
2022-01-09,7609.496210675348,Top/Bottom 10
2022-01-10,7587.935312004348,Top/Bottom 10
2022-01-11,7589.61258676428,Top/Bottom 10
2022-01-12,7607.6575933069535,Top/Bottom 10
2022-01-13,7682.173003729834,Top/Bottom 10
2022-01-14,7735.745100384634,Top/Bottom 10
2022-01-15,7803.996806081032,Top/Bottom 10
2022-01-16,7731.4644176351485,Top/Bottom 10
2022-01-17,7821.576227538575,Top/Bottom 10
2022-01-18,7821.053181251517,Top/Bottom 10
2022-01-19,7858.00154446722,Top/Bottom 10
2022-01-20,7897.51821866694,Top/Bottom 10
2022-01-21,7839.213072223536,Top/Bottom 10
2022-01-22,7858.1222075924015,Top/Bottom 10
2022-01-23,7847.092435518208,Top/Bottom 10
2022-01-24,7880.95912443924,Top/Bottom 10
2022-01-25,7870.4851919026005,Top/Bottom 10
2022-01-26,7877.999862063294,Top/Bottom 10
2022-01-27,7878.284310374679,Top/Bottom 10
2022-01-28,7895.7434246057355,Top/Bottom 10
2022-01-29,7872.068446387974,Top/Bottom 10
2022-01-30,7759.903332618488,Top/Bottom 10
2022-01-31,7754.947104189498,Top/Bottom 10
2022-02-01,7783.309868312801,Top/Bottom 10
2022-02-02,7741.149660913555,Top/Bottom 10
2022-02-03,7732.737163410837,Top/Bottom 10
2022-02-04,7879.776247756043,Top/Bottom 10
2022-02-05,7884.288231766621,Top/Bottom 10
2022-02-06,7924.683128702106,Top/Bottom 10
2022-02-07,8000.742728871921,Top/Bottom 10
2022-02-08,7928.996539774394,Top/Bottom 10
2022-02-09,8010.2530713870465,Top/Bottom 10
2022-02-10,8076.884971807271,Top/Bottom 10
2022-02-11,8036.583712934246,Top/Bottom 10
2022-02-12,8061.914371325366,Top/Bottom 10
2022-02-13,8159.544925145715,Top/Bottom 10
2022-02-14,8138.3350409393615,Top/Bottom 10
2022-02-15,8142.648256600369,Top/Bottom 10
2022-02-16,8091.897963915075,Top/Bottom 10
