date,symbol,signal,beta,beta_rank,percentile,weight,volatility,market_cap,volume_30d_avg
2021-04-01,GRT/USD,LONG,0.8416335721946835,4.0,80.0,0.25,1.2714981340828095,369564933.9037584,26913011.996999998
2021-04-01,XLM/USD,LONG,0.8729153420667788,5.0,100.0,0.25,0.6614099940682896,2989656210.8862576,127548773.4
2021-04-08,ALGO/USD,LONG,0.9354963633339881,4.0,80.0,0.25,1.0280274501094953,506613483.19005257,35571306.266666666
2021-04-08,GRT/USD,LONG,1.0352237084519904,5.0,100.0,0.25,1.3083401755746733,369564933.9037584,23604924.731999997
2021-04-15,ALGO/USD,LONG,0.9416785932988244,4.0,80.0,0.25,1.013525926080906,506613483.19005257,30127769.1
2021-04-15,GRT/USD,LONG,0.9680475547170817,5.0,100.0,0.25,1.3043645361601357,369564933.9037584,22171493.518999998
2021-04-22,ALGO/USD,LONG,0.9561489745174463,5.0,83.33333333333334,0.25,1.2940676111010507,506613483.19005257,34440329.733333334
2021-04-22,GRT/USD,LONG,0.9738261732344763,6.0,100.0,0.25,1.4263644796156079,369564933.9037584,23914060.059333332
2021-04-29,EOS/USD,LONG,1.0222734709608143,6.0,100.0,0.25,1.6461131251646377,2625024378.6311483,6232825.046666667
2021-04-29,GRT/USD,LONG,1.014530383935007,5.0,83.33333333333334,0.25,1.2324049054360797,369564933.9037584,22291029.225333333
2021-05-06,EOS/USD,LONG,1.1335087327166162,6.0,100.0,0.25,1.97286961462327,2625024378.6311483,6621618.136666668
2021-05-06,GRT/USD,LONG,1.070145667608413,5.0,83.33333333333334,0.25,1.2504711465188392,369564933.9037584,22919922.491333332
2021-05-13,EOS/USD,LONG,1.591179487166142,6.0,100.0,0.25,2.7749938527458973,2625024378.6311483,9834666.243333334
2021-05-13,OXT/USD,LONG,1.1968541023521577,5.0,83.33333333333334,0.25,1.1351379483040014,84970405.6500807,19833440.0
2021-05-20,EOS/USD,LONG,1.8913799611952147,7.0,100.0,0.25,3.3161576551608403,2625024378.6311483,10821199.076666666
2021-05-20,GRT/USD,LONG,1.5511437514703357,6.0,85.71428571428571,0.25,2.1897459456121116,369564933.9037584,27349204.290666666
2021-05-27,CRV/USD,LONG,1.885043320506799,11.0,91.66666666666666,0.16666666666666666,2.815202018028538,104403922.04616404,6131229.401
2021-05-27,EOS/USD,LONG,1.96039432598722,12.0,100.0,0.16666666666666666,3.5326511636523397,2625024378.6311483,12441228.53
2021-05-27,STORJ/USD,LONG,1.8722718193770804,10.0,83.33333333333334,0.16666666666666666,2.448039054089265,67439688.15345588,13018357.234999998
2021-06-03,CRV/USD,LONG,1.8437753217783592,11.0,91.66666666666666,0.16666666666666666,2.91684337931911,104403922.04616404,7494559.6126666665
2021-06-03,EOS/USD,LONG,2.0089960970791534,12.0,100.0,0.16666666666666666,3.560154159199635,2625024378.6311483,13454300.723333333
2021-06-03,STORJ/USD,LONG,1.8404273411767202,10.0,83.33333333333334,0.16666666666666666,2.482166501996735,67439688.15345588,12452769.286
2021-06-10,CRV/USD,LONG,1.712475674096539,11.0,91.66666666666666,0.16666666666666666,2.9262115386900285,104403922.04616404,8276540.466666667
2021-06-10,EOS/USD,LONG,1.9474858232085905,12.0,100.0,0.16666666666666666,2.7314162283305303,2625024378.6311483,9676579.426666668
2021-06-10,STORJ/USD,LONG,1.7087448887026817,10.0,83.33333333333334,0.16666666666666666,2.366519924585817,67439688.15345588,9222804.758666666
2021-06-17,CRV/USD,LONG,1.6299921585227284,11.0,91.66666666666666,0.16666666666666666,2.8467589801052937,104403922.04616404,7075026.432
2021-06-17,EOS/USD,LONG,1.8836518299860554,12.0,100.0,0.16666666666666666,2.482554028908987,2625024378.6311483,7127256.306666667
2021-06-17,STORJ/USD,LONG,1.6280021230087334,10.0,83.33333333333334,0.16666666666666666,2.299730137233846,67439688.15345588,7790572.272666667
2021-06-24,CRV/USD,LONG,1.6712316392956637,9.0,100.0,0.25,1.863138781012006,104403922.04616404,5857661.597
2021-06-24,GRT/USD,LONG,1.6209857923612454,8.0,88.88888888888889,0.25,1.9729928093450557,369564933.9037584,33061717.933000002
2021-07-01,GRT/USD,LONG,1.5890962169926997,9.0,100.0,0.25,1.8387825436277778,369564933.9037584,26539739.037
2021-07-01,STORJ/USD,LONG,1.5768764530158093,8.0,88.88888888888889,0.25,1.7346809625252544,67439688.15345588,5166959.587666666
2021-07-08,GRT/USD,LONG,1.5816075384491566,9.0,100.0,0.25,1.655032222597526,369564933.9037584,28013775.027000003
2021-07-08,STORJ/USD,LONG,1.5347438189637934,8.0,88.88888888888889,0.25,1.6542308100879852,67439688.15345588,5500078.333000001
2021-07-15,GRT/USD,LONG,1.6210151518822222,10.0,100.0,0.16666666666666666,1.595196719819443,369564933.9037584,25646106.338
2021-07-15,MANA/USD,LONG,1.5311663191871916,8.0,80.0,0.16666666666666666,1.7478260138489545,120814039.59466664,11406989.072333332
2021-07-15,STORJ/USD,LONG,1.5530852729910554,9.0,90.0,0.16666666666666666,1.660872164369394,67439688.15345588,5880254.539
2021-07-22,GRT/USD,LONG,1.6196828382079538,9.0,100.0,0.25,1.3718716432868583,369564933.9037584,21859067.371666666
2021-07-22,STORJ/USD,LONG,1.5320453653947028,8.0,88.88888888888889,0.25,1.3700012638655916,67439688.15345588,5911066.036333334
2021-07-29,GRT/USD,LONG,1.5800456992332106,9.0,100.0,0.25,1.089267626416598,369564933.9037584,22772866.588
2021-07-29,MANA/USD,LONG,1.5293330891991792,8.0,88.88888888888889,0.25,1.4333022662034696,120814039.59466664,14557217.809000002
