date,portfolio_value,cash,num_positions,num_longs,num_shorts
2021-04-02,10000.0,0,0,0,0
2021-04-03,10000.0,0,0,0,0
2021-04-04,10000.0,0,0,0,0
2021-04-05,10000.0,0,0,0,0
2021-04-06,10000.0,0,0,0,0
2021-04-07,10000.0,0,0,0,0
2021-04-08,10000.0,0,0,0,0
2021-04-09,9941.684294780172,0,1,1,0
2021-04-10,10795.26613687039,0,1,1,0
2021-04-11,10848.436338688467,0,1,1,0
2021-04-12,11510.491109713568,0,1,1,0
2021-04-13,10995.369046938426,0,1,1,0
2021-04-14,11564.23303413184,0,1,1,0
2021-04-15,12014.750443085017,0,1,1,0
2021-04-17,9039.50603167343,0,1,1,0
2021-04-18,7744.5543422331475,0,1,1,0
2021-04-19,6900.12006174604,0,1,1,0
2021-04-20,7081.356126007659,0,1,1,0
2021-04-21,6713.166771482476,0,1,1,0
2021-04-22,6049.396832656795,0,1,1,0
2021-04-16,9369.38997198559,0,1,1,0
2021-04-23,5980.218398033274,0,1,1,0
2021-04-24,5176.948144760162,0,1,1,0
2021-04-25,5188.954319364244,0,1,1,0
2021-04-26,6339.831913555541,0,1,1,0
2021-04-27,6904.122119947401,0,1,1,0
2021-04-28,6768.052141101137,0,1,1,0
2021-04-29,6547.367217426104,0,1,1,0
2021-04-30,6902.406952146817,0,1,1,0
2021-05-01,7578.183065576581,0,1,1,0
2021-05-02,7196.272368646732,0,1,1,0
2021-05-03,7080.212680807272,0,1,1,0
2021-05-04,6176.319249899949,0,1,1,0
2021-05-05,6776.627980104053,0,1,1,0
2021-05-06,7165.399348236235,0,1,1,0
2021-05-07,7145.389057229432,0,1,1,0
2021-05-08,7065.919615802412,0,1,1,0
2021-05-09,6761.763192498998,0,1,1,0
2021-05-10,5904.7510148076135,0,1,1,0
2021-05-11,6346.120862157679,0,1,1,0
2021-05-12,5371.905551426447,0,1,1,0
2021-05-13,5502.2583042707665,0,1,1,0
2021-05-14,5797.2671659710695,0,1,1,0
2021-05-15,5515.407924075237,0,1,1,0
2021-05-16,5413.069578640442,0,1,1,0
2021-05-17,4820.1932422388645,0,1,1,0
2021-05-18,4993.425190097763,0,1,1,0
2021-05-19,2274.884226173459,0,1,1,0
2021-05-20,3178.2059344805893,0,1,1,0
2021-05-21,2863.186781773482,0,1,1,0
2021-05-22,2501.2863758504363,0,1,1,0
2021-05-23,1712.3091875821829,0,1,1,0
2021-05-24,2711.1085701217753,0,1,1,0
2021-05-25,2693.385169515749,0,1,1,0
2021-05-26,2801.4407409524883,0,1,1,0
2021-05-27,2400.09147561603,0,1,1,0
2021-05-28,10295.558679097428,0,2,0,2
2021-05-29,10445.880477327795,0,2,0,2
2021-05-30,10368.363052776369,0,2,0,2
2021-05-31,10069.331460059746,0,2,0,2
2021-06-01,10103.927993161604,0,2,0,2
2021-06-02,10061.7120481336,0,2,0,2
2021-06-03,9982.808106224718,0,2,0,2
2021-06-04,11141.133161000638,0,3,0,3
2021-06-05,11600.126393659399,0,3,0,3
2021-06-06,11103.337699180502,0,3,0,3
2021-06-07,12002.619459088184,0,3,0,3
2021-06-08,12109.307950957547,0,3,0,3
2021-06-09,11842.797800155662,0,3,0,3
2021-06-10,12459.642017684499,0,3,0,3
2021-06-11,10782.2968636351,0,3,0,3
2021-06-12,10810.05781949125,0,3,0,3
2021-06-13,9777.81467396576,0,3,0,3
2021-06-14,9452.154760820084,0,3,0,3
2021-06-15,9435.867567492605,0,3,0,3
2021-06-16,10111.13603175561,0,3,0,3
2021-06-17,9689.29688766787,0,3,0,3
2021-06-18,10655.015559814528,0,3,0,3
2021-06-19,10399.306204050268,0,3,0,3
2021-06-20,10205.774541474017,0,3,0,3
