date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_dw,daily_return
2021-01-31,9830.806302167517,0,4915.4031510837585,-4915.4031510837585,0.0,9830.806302167517,1,2,1.8684024421048586,
2021-02-01,9554.627893839353,0,4777.313946919677,-4777.313946919677,0.0,9554.627893839353,1,2,1.9409849657791403,-0.028093159384828037
2021-02-02,9751.310644338731,0,4875.655322169366,-4875.655322169366,0.0,9751.310644338731,1,2,1.9626757061229698,0.020585076957962523
2021-02-03,9817.32427632588,0,4908.66213816294,-4908.66213816294,0.0,9817.32427632588,1,2,1.9701885311990237,0.006769718901886712
2021-02-04,10009.28735233305,0,5004.643676166525,-5004.643676166525,0.0,10009.28735233305,1,2,2.0007872144751673,0.0195535026249547
2021-02-05,9890.215898832519,0,4945.1079494162595,-4945.1079494162595,0.0,9890.215898832519,1,2,1.9417142959174605,-0.011896097025606678
2021-02-06,10097.448751496106,0,5048.724375748053,-5048.724375748053,0.0,10097.448751496106,1,2,2.093837735570113,0.020953319400039527
2021-02-07,10147.371230539373,0,5073.685615269686,-5073.685615269686,0.0,10147.371230539373,1,2,1.9630684297962762,0.0049440685733483924
2021-02-08,10002.78286566185,0,5001.391432830925,-5001.391432830925,0.0,10002.78286566185,1,2,1.9616070225841244,-0.01424884944017546
2021-02-09,9836.596002143393,0,4918.2980010716965,-4918.2980010716965,0.0,9836.596002143393,1,2,1.8799725841680264,-0.016614062881336045
2021-02-10,10230.469538653017,0,5115.234769326508,-5115.234769326508,0.0,10230.469538653017,1,2,1.9799687929246386,0.0400416502236951
2021-02-11,9456.010607601405,0,4728.005303800703,-4728.005303800703,0.0,9456.010607601405,1,2,1.8657388666240706,-0.07570121079247938
2021-02-12,9364.455646987682,0,4682.227823493841,-4682.227823493841,0.0,9364.455646987682,1,2,1.7498958057685434,-0.009682197325384223
2021-02-13,9575.931817616323,0,4787.965908808162,-4787.965908808162,0.0,9575.931817616323,1,2,1.7505255108529627,0.022582857840398596
