date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,avg_divergence_long,avg_divergence_short,daily_return,cumulative_max,drawdown
2020-01-31,10000.0,0,0,0.0,0.0,0.0,0.0,,,,10000.0,0.0
2020-02-01,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-02,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-03,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-04,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-05,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-06,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-07,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-08,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-09,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-10,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-11,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-12,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-13,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-14,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-15,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-16,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-17,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-18,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-19,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-20,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-21,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-22,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-23,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-24,10000.0,0,0,0.0,0.0,0.0,0.0,,,0.0,10000.0,0.0
2020-02-25,9977.369882694986,1,1,0.5,0.5,0.0,1.0,-0.10259205116031458,1.1117094172529118,-0.002263011730501474,10000.0,-0.002263011730501421
2020-02-26,10028.341289137552,1,1,0.5,0.5,0.0,1.0,-0.015401155045417433,0.8980496417144598,0.005108701696122653,10028.341289137552,0.0
2020-02-27,10311.136523268666,1,1,0.5,0.5,0.0,1.0,-0.05546907858022955,0.9249648245024221,0.028199602105428045,10311.136523268666,0.0
2020-02-28,10192.456732729112,1,1,0.5,0.5,0.0,1.0,-0.07659740265172078,0.8482217533412085,-0.011509865112515505,10311.136523268666,-0.011509865112515486
2020-02-29,10440.57135263191,1,1,0.5,0.5,0.0,1.0,0.019269680994884134,-0.6505414586732718,0.02434296523487567,10440.57135263191,0.0
2020-03-01,10525.241304024607,1,1,0.5,0.5,0.0,1.0,-0.01814741806039889,-0.6284257105585975,0.008109704778881843,10525.241304024607,0.0
2020-03-02,10704.638404152978,1,1,0.5,0.5,0.0,1.0,-0.10340828025251364,-0.6529748077490569,0.017044464344943222,10704.638404152978,0.0
2020-03-03,10227.408081544805,1,1,0.5,0.5,0.0,1.0,-0.08301193788660356,-0.47399430773004486,-0.04458163878034649,10704.638404152978,-0.044581638780346516
2020-03-04,10506.055377824181,1,1,0.5,0.5,0.0,1.0,-0.14726923162936503,-0.5725887517553898,0.027245152834195707,10704.638404152978,-0.018551119508320314
2020-03-05,10519.653658753909,1,1,0.5,0.5,0.0,1.0,-0.10982409094146528,-0.641305370761961,0.001294327931911532,10704.638404152978,-0.0172808028085566
2020-03-06,10401.648586905078,1,1,0.5,0.5,0.0,1.0,-0.5335063213643361,0.14184857600525372,-0.011217581460073345,10704.638404152978,-0.02830453545542954
2020-03-07,10427.228532747964,1,1,0.5,0.5,0.0,1.0,-0.47316380486667586,0.21704715666062527,0.002459220346579416,10704.638404152978,-0.02591492219834255
2020-03-08,10195.575683805893,1,1,0.5,0.5,0.0,1.0,-0.2302769752477521,0.3605515946958292,-0.022216147676684894,10704.638404152978,-0.04755534013643923
2020-03-09,10217.157451399838,1,1,0.5,0.5,0.0,1.0,-0.13435774115542717,0.31855450654379286,0.0021167777341131178,10704.638404152978,-0.045539226487465126
2020-03-10,10125.987146112955,1,1,0.5,0.5,0.0,1.0,0.030502769535743664,0.32067145716643686,-0.008923255388845197,10704.638404152978,-0.054056123728152196
2020-03-11,9138.361884043714,1,1,0.5,0.5,0.0,1.0,0.06073295048292959,0.3055255469038973,-0.09753372662025939,10704.638404152978,-0.14631755515455905
2020-03-12,9748.834215179624,1,1,0.5,0.5,0.0,1.0,-0.5448277045753867,0.5242135253682135,0.06680325630371908,10704.638404152978,-0.08928878798956344
2020-03-13,9888.173220375269,1,1,0.5,0.5,0.0,1.0,-0.6814652469086941,-0.5202528800768658,0.014292888987555541,10704.638404152978,-0.07627209373657617
2020-03-14,9760.03009951502,1,1,0.5,0.5,0.0,1.0,-0.6217184329352862,-0.6041000775399925,-0.01295923099285945,10704.638404152978,-0.08824289704839429
2020-03-15,9782.90031597768,1,1,0.5,0.5,0.0,1.0,-0.6475472558194159,-0.6606818655128395,0.0023432526569562295,10704.638404152978,-0.08610641979440424
2020-03-16,10090.318619151176,1,1,0.5,0.5,0.0,1.0,-0.6760483318370926,-0.7381081878856732,0.031424045348945384,10704.638404152978,-0.05738818648591347
2020-03-17,10081.68151968469,1,1,0.5,0.5,0.0,1.0,-0.6458787556828859,-0.7181227697519615,-0.0008559788637489962,10704.638404152978,-0.05819504227500167
2020-03-18,10086.237521423194,1,1,0.5,0.5,0.0,1.0,-0.5849276345260439,-0.6991171848810254,0.0004519089131718168,10704.638404152978,-0.05776943222013634
2020-03-19,10466.457283284342,1,1,0.5,0.5,0.0,1.0,-0.5538503319036203,-0.680716326460926,0.037696887571164295,10704.638404152978,-0.022250272440424605
2020-03-20,10685.801325078282,1,1,0.5,0.5,0.0,1.0,-0.9038277386075007,-0.5585702121414207,0.020956856351408204,10704.638404152978,-0.0017597118523300843
2020-03-21,10235.502988002601,1,1,0.5,0.5,0.0,1.0,-0.8658141485268593,-0.6868007970670977,-0.042139875464358933,10704.638404152978,-0.04382543327837873
2020-03-22,10354.29173728579,1,1,0.5,0.5,0.0,1.0,-0.8446895325510972,0.6746474178991585,0.01160556051055095,10704.638404152978,-0.03272849148564116
