date,symbol,signal,action,weight,price,slope,norm_slope,r_squared,distance_from_trendline,breakout_z_score,signal_strength,volatility,days_held
2020-05-07,ZRX/USD,LONG,OPEN,0.5,0.298706,0.002246515461624026,274.51010140163555,0.543897991074108,33.995001529385114,3.638576794674657,1.9790146089924128,1.4696768380428833,
2020-05-12,ZRX/USD,LONG,CLOSE,0.0,0.356313,,,,,,,,5.0
2020-08-02,XRP/USD,LONG,OPEN,0.5,0.2881,0.002626273637374861,332.728176897544,0.6686075765184111,15.391870590971354,1.8143507982767175,1.2130886901900406,0.6853434531877086,
2020-08-07,XRP/USD,LONG,CLOSE,0.0,0.2949,,,,,,,,5.0
2020-08-17,XLM/USD,LONG,OPEN,0.5,0.11383,0.00045901090100111235,147.18350071633668,0.5296185665422263,4.591318388734548,1.5512841183819595,0.8215888710771746,0.7073985376598706,
2020-08-22,XLM/USD,LONG,CLOSE,0.0,0.102264,,,,,,,,5.0
2020-11-27,XLM/USD,LONG,OPEN,0.5,0.206777,0.003200470300333704,500.0,0.5208035676774445,42.43401872521964,1.5979177784446315,0.8322012798691804,1.973026836272504,
2020-12-02,XLM/USD,LONG,CLOSE,0.0,0.185451,,,,,,,,5.0
2021-01-05,ALGO/USD,LONG,OPEN,0.5,0.4807,0.0037965962180200228,288.2790970620571,0.5031266431456625,21.28251804787262,2.007784713860192,1.0101699832436528,1.184310314190542,
2021-01-10,ALGO/USD,LONG,CLOSE,0.0,0.4575,,,,,,,,5.0
2021-01-17,LINK/USD,LONG,OPEN,0.5,23.26742,0.28675390656284766,449.8357613153473,0.6401448950508423,25.641127138401753,1.6804933261694093,1.0757592239143574,1.6572063936854342,
2021-01-22,LINK/USD,LONG,CLOSE,0.0,21.56518,,,,,,,,5.0
2021-02-04,ZRX/USD,LONG,OPEN,0.5,1.034348,0.01070569877641824,377.7819508900928,0.5966369950314777,42.66187489259695,3.034391437900267,1.81043018925806,1.9308212653212486,
2021-02-09,ZRX/USD,LONG,CLOSE,0.0,1.51079,,,,,,,,5.0
2021-02-10,XTZ/USD,LONG,OPEN,0.5,3.8472,0.029981512791991096,284.44718676119646,0.6013899570540474,12.617392407919237,1.6261928247678474,0.9779760330487358,1.3152099716664405,
2021-02-13,EOS/USD,LONG,OPEN,0.08333333333333333,5.561,0.06698398220244715,439.65390224587685,0.6260538974753549,34.031185387868476,2.2817014503117066,1.4284680858428138,1.047917120030876,
2021-02-13,ALGO/USD,LONG,OPEN,0.08333333333333333,1.674,0.029484783092324805,500.0,0.6592992758776984,42.219631867092865,2.144183393563992,1.413658558725726,1.9022151825891922,
2021-02-13,LINK/USD,LONG,OPEN,0.08333333333333333,34.25468,0.2949895483870967,314.3254736616728,0.65569763224828,20.69902515844224,1.8082969279122847,1.1856960140339239,1.5274954421211948,
2021-02-13,OXT/USD,LONG,OPEN,0.08333333333333333,0.6759,0.01046734149054505,500.0,0.6556387385043312,31.147701738170657,1.7843226062320863,1.1698710226347655,1.602794621409492,
2021-02-13,XLM/USD,LONG,OPEN,0.08333333333333333,0.565391,0.007233694104560621,466.9862711229267,0.6561905744818888,28.621158653648155,1.7821365632673896,1.1694212152556074,1.3980481417830795,
2021-02-15,XTZ/USD,LONG,CLOSE,0.0,4.5357,,,,,,,,5.0
2021-02-18,EOS/USD,LONG,CLOSE,0.0,4.82,,,,,,,,5.0
2021-02-18,ALGO/USD,LONG,CLOSE,0.0,1.3988,,,,,,,,5.0
2021-02-18,OXT/USD,LONG,CLOSE,0.0,0.6141,,,,,,,,5.0
2021-02-18,XLM/USD,LONG,CLOSE,0.0,0.497026,,,,,,,,5.0
2021-05-23,GRT/USD,SHORT,OPEN,-0.25,0.6519,-0.02324591768631813,-500.0,0.5214777929036005,-34.84089802577489,-1.950208678735344,1.0169905174883542,2.2736337866756653,
