date,symbol,signal,kurtosis,kurtosis_rank,kurtosis_percentile,returns_mean_30d,returns_std_30d
2022-01-31,CRO/USD,LONG,1.9934618910360449,6.0,85.71428571428571,-0.01041002172252831,0.054114766718131625
2022-01-31,POWR/USD,LONG,11.273343363585608,7.0,100.0,0.008217009496294682,0.1271808304644844
2022-01-31,ALGO/USD,SHORT,-0.9896921467879394,1.0,14.285714285714285,-0.020221739971359634,0.05015192964871245
2022-02-14,CRO/USD,LONG,2.0640741185229174,6.0,100.0,0.0001494930428784865,0.05583340068204633
2022-02-14,ZRX/USD,LONG,1.1935095004169858,5.0,83.33333333333334,-0.008150178166798588,0.04968933721590306
2022-02-14,OXT/USD,SHORT,-0.5614760752996442,1.0,16.666666666666664,-0.006322613167322115,0.04963892000023613
2022-02-28,CRO/USD,LONG,-0.4402454447886197,5.0,83.33333333333334,0.0004968941149820563,0.05109228049015224
2022-02-28,GRT/USD,LONG,0.6289104733100417,6.0,100.0,-0.002811891436575245,0.06965387505468967
2022-02-28,OXT/USD,SHORT,-0.8495279547387296,1.0,16.666666666666664,0.00045110387051943123,0.04537005229757123
2022-03-14,CRO/USD,LONG,-0.15362759868898612,4.0,80.0,-0.008305902699917525,0.047979506735025094
2022-03-14,GRT/USD,LONG,1.828535080885466,5.0,100.0,-0.004561442524706434,0.06427044466002703
2022-03-14,OXT/USD,SHORT,-0.6945555076866516,1.0,20.0,-0.0017558661942583679,0.04269418468109536
2022-03-28,CRO/USD,LONG,0.19009741821859905,4.0,80.0,0.004928457827522299,0.03988247797607075
2022-03-28,GRT/USD,LONG,0.33446799938142924,5.0,100.0,0.0072578652005445944,0.05639468673623407
2022-03-28,OXT/USD,SHORT,-0.8834786425473236,1.0,20.0,0.006307558280423719,0.033208243123757517
2022-04-11,CRO/USD,LONG,0.5729269107107289,5.0,83.33333333333334,0.0012720010381470864,0.03295058461492191
2022-04-11,XLM/USD,LONG,0.8318881199433825,6.0,100.0,0.0002875311811097329,0.03556569460634695
2022-04-11,GRT/USD,SHORT,-0.5065498734397882,1.0,16.666666666666664,0.003038762439350343,0.06628354227250426
2022-04-25,CRO/USD,LONG,1.5115878348505873,5.0,83.33333333333334,-0.004257141923878886,0.029194269999971427
2022-04-25,ZRX/USD,LONG,5.476349409541266,6.0,100.0,0.007227596052101911,0.10347366220579371
2022-04-25,ALGO/USD,SHORT,-1.0077855028419347,1.0,16.666666666666664,-0.00867501679936658,0.03808132341951908
2022-05-09,OXT/USD,LONG,3.2178816360746145,6.0,85.71428571428571,-0.022265700855582347,0.05550580629111048
2022-05-09,ZRX/USD,LONG,6.5151275090231096,7.0,100.0,-0.015727304053075503,0.10682687814936317
2022-05-09,IMX/USD,SHORT,-0.17468268879525883,1.0,14.285714285714285,-0.021201339485571444,0.0774976303271857
