initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,avg_long_positions,avg_short_positions,avg_spread_long,avg_spread_short,total_rebalances,trading_days,strategy,window,rebalance_days,weighting_method
10000,10085.627850130571,0.008562785013057145,0.002142671403515095,1.1221707528486176,0.0019093987239249895,0.0035823388277766,-0.7688171671722402,0.0027869713307729334,0.5141087405368203,2.3053645116918844,1.3053645116918844,21.873841560922116,-50.50590972110405,207,1454,long_high_short_low_spread,30,7,equal_weight
