,value
initial_capital,10000.0
leverage,1.0
final_value,37378.122079872155
total_return,2.7378122079872154
annualized_return,0.2697690995632931
annualized_volatility,0.3986164236423438
sharpe_ratio,0.6767636343186446
sortino_ratio,0.915308885087802
max_drawdown,-0.46954256904122665
calmar_ratio,0.574535978951052
win_rate,0.38213399503722084
trading_days,2015.0
avg_long_exposure,7226.366943431754
avg_short_exposure,-7226.366943431754
avg_net_exposure,0.0
avg_gross_exposure,14452.733886863509
avg_long_positions,1.0620347394540943
avg_short_positions,1.813895781637717
avg_portfolio_beta,-0.27893622528475914
