date,symbol,signal,beta,beta_rank,percentile,weight,volatility,market_cap,volume_30d_avg
2021-04-01,ZRX/USD,LONG,0.6307943301119424,1.0,20.0,0.5,0.9826788098989484,294490417.9531757,10059749.197399
2021-04-08,ZRX/USD,LONG,0.7588482429712792,1.0,20.0,0.5,1.179842056549271,294490417.9531757,9878909.390725669
2021-04-15,ZRX/USD,LONG,0.7010149136004806,1.0,20.0,0.5,1.2578083173995664,294490417.9531757,11385610.675047
2021-04-22,ZRX/USD,LONG,0.7038418616213452,1.0,16.666666666666664,0.5,1.4738887050037899,294490417.9531757,11696458.408923
2021-04-29,ZRX/USD,LONG,0.8697863506774507,1.0,16.666666666666664,0.5,1.558190546511894,294490417.9531757,11858178.431157
2021-05-06,ZRX/USD,LONG,0.9061753656305722,1.0,16.666666666666664,0.5,1.6493748613245025,294490417.9531757,12227239.913379667
2021-05-13,ALGO/USD,LONG,1.016328490198812,1.0,16.666666666666664,0.5,1.4675662647773666,506613483.19005257,36471490.833333336
2021-05-20,ADA/USD,LONG,1.3051092524322128,1.0,14.285714285714285,0.5,1.9391962924127353,6377915101.911628,172400001.689
2021-05-27,ADA/USD,LONG,1.366816548185731,2.0,16.666666666666664,0.25,2.134418402812553,6377915101.911628,205767628.013
2021-05-27,XLM/USD,LONG,1.3618203431349583,1.0,8.333333333333332,0.25,2.0878765950037477,2989656210.8862576,331087806.43333334
2021-06-03,ANKR/USD,LONG,1.3565058102135266,1.0,8.333333333333332,0.25,1.8804819995166042,57309638.364605,304358609.6
2021-06-03,XLM/USD,LONG,1.3762023969014876,2.0,16.666666666666664,0.25,2.0904939456778533,2989656210.8862576,343369796.26666665
2021-06-10,ADA/USD,LONG,1.2888914291531535,1.0,8.333333333333332,0.25,2.120878397643055,6377915101.911628,206901481.01599997
2021-06-10,ANKR/USD,LONG,1.2912822987350248,2.0,16.666666666666664,0.25,1.856294047381324,57309638.364605,269622095.03333336
2021-06-17,ADA/USD,LONG,1.1972231163898093,1.0,8.333333333333332,0.25,1.856703018746854,6377915101.911628,153516882.6686667
2021-06-17,ANKR/USD,LONG,1.208899721099553,2.0,16.666666666666664,0.25,1.6727154108559765,57309638.364605,216557188.66666666
2021-06-24,ADA/USD,LONG,1.2257205240267175,1.0,11.11111111111111,0.5,1.3413262172527214,6377915101.911628,99901624.94633333
2021-07-01,OXT/USD,LONG,1.1722971649593676,1.0,11.11111111111111,0.5,1.1118008125562049,84970405.6500807,11367086.9
2021-07-08,USDT/USD,LONG,-0.0005886236157475033,1.0,11.11111111111111,0.5,0.004079448678561152,21340101768.041767,23465100.309666667
2021-07-15,OXT/USD,LONG,1.15518730422132,2.0,20.0,0.25,1.2471663731878835,84970405.6500807,14131878.666666666
2021-07-15,USDT/USD,LONG,-0.0006014481936152018,1.0,10.0,0.25,0.003250979214264949,21340101768.041767,21426579.297666665
2021-07-22,USDT/USD,LONG,-0.0005905960658802047,1.0,11.11111111111111,0.5,0.0021828193365134568,21340101768.041767,17696068.313
2021-07-29,USDT/USD,LONG,-0.00052315007887633,1.0,11.11111111111111,0.5,0.002651019266535855,21340101768.041767,16210882.103333334
2021-08-05,OXT/USD,LONG,1.0729364324577422,2.0,18.181818181818183,0.25,1.182044001838301,84970405.6500807,13219574.633333333
2021-08-05,USDT/USD,LONG,-0.0006337404080691158,1.0,9.090909090909092,0.25,0.0033403154452612046,21340101768.041767,16691797.845
2021-08-12,OXT/USD,LONG,1.1057740464197994,2.0,20.0,0.25,1.1988553595446163,84970405.6500807,11503037.633333333
2021-08-12,USDT/USD,LONG,-0.0022255271851352038,1.0,10.0,0.25,0.0045618468719071876,21340101768.041767,20365525.061333332
2021-08-19,OXT/USD,LONG,0.9140930973411884,2.0,18.181818181818183,0.25,1.13510963282478,84970405.6500807,12218779.733333332
2021-08-19,USDT/USD,LONG,-0.0010378780776162029,1.0,9.090909090909092,0.25,0.005389570297343683,21340101768.041767,23655233.46733333
2021-08-26,OXT/USD,LONG,0.7820502833821678,2.0,16.666666666666664,0.25,1.22475582402656,84970405.6500807,14087162.2
2021-08-26,USDT/USD,LONG,-0.0005820509315265575,1.0,8.333333333333332,0.25,0.005728802937639698,21340101768.041767,26051255.676333334
2021-09-02,OXT/USD,LONG,0.7682474007803952,2.0,18.181818181818183,0.25,1.2670512891352417,84970405.6500807,16509215.633333333
2021-09-02,USDT/USD,LONG,-7.22660536908713e-05,1.0,9.090909090909092,0.25,0.005785538684371718,21340101768.041767,27795132.834333334
2021-09-09,OXT/USD,LONG,0.9242360322756304,2.0,15.384615384615385,0.25,1.2813236144352775,84970405.6500807,18318695.0
