symbol,category,signal,entry_date,exit_date,entry_price,exit_price,entry_z_score,exit_z_score,position_size,return_pct,pnl,hold_days,exit_reason,market_cap
ALGO,Dino Coins,SHORT,2021-01-02,2021-01-04,0.4082,0.4495,2.5206599577757074,-0.3268108346459694,10000.0,-0.10117589416952466,-1041.7589416952464,2,mean_revert,116782883.78614496
ALGO,Dino Coins,SHORT,2021-01-18,2021-01-20,0.567,0.5486,1.54101312328479,-0.3347358397783733,10000.0,0.032451499118165694,294.51499118165697,2,mean_revert,506613483.19005257
ALGO,Dino Coins,SHORT,2021-01-30,2021-02-01,0.6654,0.644,2.534368430220524,0.0631456081774963,10000.0,0.03216110610159295,291.6110610159295,2,mean_revert,506613483.19005257
ALGO,Dino Coins,SHORT,2021-02-09,2021-02-10,1.0303,1.0326,2.0974742394049546,-0.485611819555436,10000.0,-0.002232359506939785,-52.323595069397854,1,mean_revert,506613483.19005257
XLM,Dino Coins,SHORT,2021-04-06,2021-04-07,0.541866,0.490851,3.6307299086294056,0.2356117620440397,10000.0,0.0941468924051333,911.468924051333,1,mean_revert,2989656210.8862576
XLM,Dino Coins,SHORT,2021-04-11,2021-04-14,0.584536,0.635436,3.391627737679168,1.8639021390647528,10000.0,-0.08707761369701794,-900.7761369701794,3,stop_loss,2989656210.8862576
XLM,Dino Coins,SHORT,2021-04-14,2021-04-15,0.635436,0.640411,1.8639021390647528,-0.0728074910388989,10000.0,-0.007829269981555864,-108.29269981555865,1,mean_revert,2989656210.8862576
EOS,Dino Coins,SHORT,2021-05-06,2021-05-11,11.491,14.528,3.31061756145543,,10000.0,-0.26429379514402584,-2672.9379514402585,5,take_profit,2625024378.6311483
XLM,Dino Coins,SHORT,2021-05-11,2021-05-13,0.735656,0.653333,2.862233195201122,-1.4643793764099644,10000.0,0.11190420522635569,1089.0420522635568,2,take_profit,2989656210.8862576
ADA,L1 Smart Contract,SHORT,2021-05-16,2021-06-13,2.3101,1.5573,2.552492938960465,,10000.0,0.3258733388165015,3228.7333881650147,28,time_based,6377915101.911628
XTZ,Dino Coins,SHORT,2021-06-18,2021-06-22,3.0983,2.3736,1.9062782068956368,,10000.0,0.23390246264080294,2309.0246264080292,4,take_profit,1611874059.9112284
XLM,Dino Coins,SHORT,2021-07-23,2021-07-24,0.269389,0.267048,2.661446058473948,0.1217661518028728,10000.0,0.008690035599077883,56.900355990778834,1,mean_revert,2989656210.8862576
ALGO,L1 Smart Contract,SHORT,2021-07-26,2021-07-28,0.8479,0.8486,1.991856213550552,-0.0092958468148629,10000.0,-0.0008255690529543891,-38.25569052954389,2,mean_revert,506613483.19005257
XLM,Dino Coins,SHORT,2021-08-12,2021-08-13,0.328565,0.360013,1.5007249860780396,0.0675410706822788,10000.0,-0.09571317699694126,-987.1317699694126,1,mean_revert,2989656210.8862576
ADA,L1 Smart Contract,SHORT,2021-08-11,2021-08-14,1.7948,2.1906,2.1355122225976046,2.17624094503356,10000.0,-0.22052596389569867,-2235.2596389569867,3,stop_loss,6377915101.911628
ADA,L1 Smart Contract,SHORT,2021-08-14,2021-08-17,2.1906,1.9223,2.17624094503356,-0.037970624603785,10000.0,0.12247785994704652,1194.7785994704652,3,mean_revert,6377915101.911628
XLM,Dino Coins,SHORT,2021-08-15,2021-08-17,0.391249,0.341149,3.110477794326626,-0.1222036967904736,10000.0,0.12805144549890235,1250.5144549890235,2,mean_revert,2989656210.8862576
ADA,L1 Smart Contract,SHORT,2021-08-23,2021-08-27,2.9179,2.9477,2.5578550722973445,-0.3715807102694273,10000.0,-0.010212824291442546,-132.12824291442547,4,mean_revert,6377915101.911628
ADA,L1 Smart Contract,SHORT,2021-08-28,2021-08-30,2.8494,2.7368,1.85132555979769,0.2185423249759554,10000.0,0.03951709131747039,365.17091317470386,2,mean_revert,6377915101.911628
ALGO,Dino Coins,SHORT,2021-09-01,2021-09-02,1.1617,1.1434,1.50934874846695,0.0436644676511405,10000.0,0.01575277610398551,127.52776103985511,1,mean_revert,506613483.19005257
ALGO,L1 Smart Contract,SHORT,2021-09-07,2021-09-08,1.2764,1.9129,3.060757981891804,-0.3056131617755337,10000.0,-0.49866812911313074,-5016.681291131307,1,mean_revert,506613483.19005257
ALGO,Dino Coins,SHORT,2021-09-07,2021-09-09,1.2764,2.3012,1.760659577765025,,10000.0,-0.8028831087433408,-8058.831087433407,2,stop_loss,506613483.19005257
XLM,Dino Coins,SHORT,2021-09-18,2021-09-22,0.322153,0.292652,1.777905722916221,0.8840529358102889,10000.0,0.09157450031506764,885.7450031506764,4,take_profit,2989656210.8862576
ALGO,Dino Coins,SHORT,2021-11-13,2021-11-17,2.0744,1.6598,2.0127775648063952,-0.1627640338556026,10000.0,0.1998650212109525,1968.650212109525,4,mean_revert,506613483.19005257
ALGO,Dino Coins,SHORT,2021-11-19,2021-11-21,1.8803,1.8298,3.4866484928665504,-0.2803116577827138,10000.0,0.02685741636972827,238.5741636972827,2,mean_revert,506613483.19005257
