regime,num_days,avg_return_annualized,volatility,sharpe,win_rate
LOW_SPREAD,395,-0.18235947773393088,0.36545790185868754,-0.49898901297924114,0.5240506329113924
MEDIUM_SPREAD,921,0.028283292914637843,0.49715419378955134,0.0568903838445952,0.5266015200868621
HIGH_SPREAD,249,-0.11136950822947139,0.5142077452433407,-0.21658465719291634,0.5060240963855421
