direction,count,mean_return,annualized_return,annualized_vol,sharpe_ratio,win_rate,avg_5d_pct_change
Up,27649.0,0.0036401725685776113,0.2009724264708217,0.9509714630329851,0.19292345205730746,0.46500777604976673,0.09332007341770186
Down,29917.0,0.0035133982429989153,0.19335053943632086,0.8655791700605516,0.2045743215317416,0.4894875823110606,-0.07932454427141193
