date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_trendline_score_long,avg_trendline_score_short,avg_r2_long,avg_r2_short,daily_return
2021-01-31,9752.627979393625,0,4876.313989696812,-4876.313989696812,0.0,9752.627979393625,2,1,376.25960247365265,47.950588918844964,0.7525192049473053,0.16602080281146556,
2021-02-01,9512.288448510235,0,4756.1442242551175,-4756.1442242551175,0.0,9512.288448510235,2,1,375.2533646304984,23.16060642047483,0.7505067292609968,0.11605537078015539,-0.024643565958960445
2021-02-02,9772.418933669356,0,4886.209466834678,-4886.209466834678,0.0,9772.418933669356,2,1,374.71965131195134,9.41448902905116,0.7494393026239028,0.07384453546523581,0.02734678269768631
2021-02-03,9980.133189229886,0,4990.066594614943,-4990.066594614943,0.0,9980.133189229886,2,1,373.7433604073523,3.2239224219988527,0.7526570993277113,0.04086741482938658,0.021255152585086368
2021-02-04,10136.621136432985,0,5068.310568216492,-5068.310568216492,0.0,10136.621136432985,2,1,373.3559805645592,0.307615273992809,0.7562047621351289,0.009181760400106062,0.01567994577186349
2021-02-05,9429.812777984309,0,4714.9063889921545,-4714.9063889921545,0.0,9429.812777984309,2,1,377.9630292111186,11.477273582669401,0.7763434773167207,0.10734880051039826,-0.0697282012354461
2021-02-06,9416.187479038885,0,4708.093739519442,-4708.093739519442,0.0,9416.187479038885,2,1,384.92700479547705,35.97438865772712,0.780559373747814,0.22179589840149502,-0.0014449172286045142
2021-02-07,9870.834313673577,0,4935.417156836788,-4935.417156836788,0.0,9870.834313673577,2,1,417.6545625491387,66.28894049919847,0.8353091250982774,0.31284131459705744,0.04828353679732578
2021-02-08,10061.562892923623,0,5030.781446461811,-5030.781446461811,0.0,10061.562892923623,2,1,417.80360171061056,116.63748744870541,0.835607203421221,0.43189125773218584,0.019322437515321145
2021-02-09,10270.908367066313,0,5135.4541835331565,-5135.4541835331565,0.0,10270.908367066313,2,1,418.8560955072812,154.7306978378075,0.8377121910145625,0.49491072544288356,0.020806456846771182
2021-02-10,11329.754884839354,0,5664.877442419677,-5664.877442419677,0.0,11329.754884839354,2,1,413.0267750517867,182.3879334158116,0.8260535501035733,0.5354440166059222,0.10309180842935328
2021-02-11,11803.756753766558,0,5901.878376883279,-5901.878376883279,0.0,11803.756753766558,2,1,357.27809806674446,211.05484937096298,0.714556196133489,0.5766992625967884,0.04183690412945107
2021-02-12,11430.008829327397,0,5715.004414663698,-5715.004414663698,0.0,11430.008829327397,2,1,317.8403684870824,247.7346817820848,0.6356807369741648,0.6159047137140703,-0.03166347225173882
2021-02-13,11335.12956514101,0,5667.564782570505,-5667.564782570505,0.0,11335.12956514101,2,1,320.0090827443038,306.43198952330835,0.6400181654886076,0.6561905744818888,-0.008300891591872084
2021-02-14,11349.04182961223,0,5674.520914806115,-5674.520914806115,0.0,11349.04182961223,2,1,375.2356315420921,246.1272610032525,0.7504712630841842,0.5544461437909085,0.0012273582221773438
2021-02-15,11226.484074658183,0,5613.2420373290915,-5613.2420373290915,0.0,11226.484074658183,2,1,391.1360910831673,299.49131877185056,0.7822721821663345,0.5989826375437011,-0.010798951734785733
2021-02-16,11198.45197944118,0,5599.22598972059,-5599.22598972059,0.0,11198.45197944118,2,1,407.1713222169618,324.03257127498955,0.8143426444339237,0.648065142549979,-0.0024969612062497593
2021-02-17,10986.376112675072,0,5493.188056337536,-5493.188056337536,0.0,10986.376112675072,2,1,420.17557403433625,349.17345801465166,0.8403511480686725,0.6983469160293033,-0.01893796277873505
2021-02-18,10877.91128054489,0,5438.955640272445,-5438.955640272445,0.0,10877.91128054489,2,1,428.52179829223326,367.15118372835406,0.8570435965844666,0.7343023674567081,-0.00987266693018507
2021-02-19,11038.170739236695,0,5519.085369618348,-5519.085369618348,0.0,11038.170739236695,2,1,433.0824698575907,384.89060111467717,0.8661649397151814,0.7697812022293543,0.014732557984585615
2021-02-20,11316.980140811502,0,5658.490070405751,-5658.490070405751,0.0,11316.980140811502,2,1,424.51373712667566,381.84535464292304,0.8490274742533513,0.763690709285846,0.025258659986454157
2021-02-21,11395.07224717719,0,5697.536123588595,-5697.536123588595,0.0,11395.07224717719,2,1,440.5769104301214,388.1113332313887,0.8811538208602427,0.7762226664627774,0.006900436812120159
2021-02-22,11379.650251784069,0,5689.8251258920345,-5689.8251258920345,0.0,11379.650251784069,2,1,431.16282164277004,386.85175000754236,0.8623256432855401,0.7737035000150847,-0.001353391629170364
2021-02-23,11552.641213578423,0,5776.3206067892115,-5776.3206067892115,0.0,11552.641213578423,2,1,383.4489836326735,339.64192655856095,0.7668979672653471,0.6792838531171219,0.015201781949953475
2021-02-24,11535.699487004344,0,5767.849743502172,-5767.849743502172,0.0,11535.699487004344,2,1,338.4074924260294,288.4103437634425,0.6768149848520588,0.576820687526885,-0.0014664808039019928
2021-02-25,11350.941906029713,0,5675.470953014857,-5675.470953014857,0.0,11350.941906029713,2,1,278.4200443294077,226.72122070823238,0.5568400886588154,0.4534424414164648,-0.016016157596925207
2021-02-26,11425.662994752687,0,5712.831497376344,-5712.831497376344,0.0,11425.662994752687,2,1,217.6911657899908,173.39026338519324,0.43538233157998163,0.34678052677038645,0.006582809544931401
2021-02-27,11392.750285558843,0,5696.375142779421,-5696.375142779421,0.0,11392.750285558843,2,1,161.52288172222126,126.6783380603874,0.34919134288571524,0.2727446823816888,-0.0028805951312373956
2021-02-28,11939.845830768098,0,5969.922915384049,-5969.922915384049,0.0,11939.845830768098,2,1,329.94344248074003,72.41553047208117,0.6598868849614801,0.1829854802251514,0.04802137600634837
2021-03-01,11788.436847267078,0,5894.218423633539,-5894.218423633539,0.0,11788.436847267078,2,1,315.4807589027731,34.27582897447933,0.6309615178055462,0.11759185898801995,-0.012680983125498146
2021-03-02,12214.340262214593,0,6107.170131107297,-6107.170131107297,0.0,12214.340262214593,2,1,298.1852089407323,12.731779127910833,0.5963704178814646,0.06279725806323122,0.03612891348238878
2021-03-03,12498.732654402613,0,6249.366327201306,-6249.366327201306,0.0,12498.732654402613,2,1,286.6469039931605,3.4273442827311142,0.573293807986321,0.027546064176770656,0.02328348368251998
2021-03-04,12504.824429995873,0,6252.412214997937,-6252.412214997937,0.0,12504.824429995873,2,1,270.7181944187745,0.11408950698946195,0.541436388837549,0.0028295854946936492,0.0004873914629348608
2021-03-05,12772.407756156179,0,6386.2038780780895,-6386.2038780780895,0.0,12772.407756156179,2,1,256.7857578425797,-0.09236660994740695,0.5135715156851595,0.002557848611164344,0.02139840728338749
2021-03-06,12383.639539144324,0,6191.819769572162,-6191.819769572162,0.0,12383.639539144324,2,1,230.040911313088,-3.002586018709446,0.4736897634571037,0.027412811687953554,-0.030438130729460333
2021-03-07,12669.498663173896,0,6334.749331586948,-6334.749331586948,0.0,12669.498663173896,2,1,213.83813177031098,-81.21320385050193,0.44785909988135986,0.3064345224277025,0.02308361149611793
2021-03-08,12718.479891214758,0,6359.239945607379,-6359.239945607379,0.0,12718.479891214758,2,1,203.2422108863494,-106.21630171503855,0.420327903907941,0.3673011446595591,0.0038660746840153415
2021-03-09,12731.21966758174,0,6365.60983379087,-6365.60983379087,0.0,12731.21966758174,2,1,200.75887434130968,-131.31074264371168,0.40639059832487906,0.43433159919951625,0.001001674451345469
