initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,21734.92237568802,1.173492237568802,0.8281628528478355,0.4803509442850805,1.7240787443031116,-0.34811975246068627,0.535181236673774,470,6.240425531914894,0.06170212765957447,6.302127659574468,0.5,0.030851063829787233,0.46914893617021275,0.5308510638297872
