initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,18936.53328188376,0.893653328188376,0.18661438858753865,0.3986071828597542,0.46816614605060186,-0.4998688530016009,0.5286343612334802,1363,2.2575201760821715,1.2575201760821717,0.5,0.41269258987527513,0.08730741012472487,0.9126925898752751
