segment,count,mean_return,median_return,std_return,annualized_return,annualized_vol,sharpe_ratio,win_rate,avg_hurst,unique_coins
High HE / Down,9908.0,0.013906890303335322,0.0031906592171988546,0.12249131391247153,1.005870779448534,0.8696020630114579,0.8060092093857706,0.5150383528461849,0.7073707602603443,65.0
High HE / Up,9623.0,0.004114933233208095,-0.005938319148247717,0.12828161366530097,0.22994210417575855,0.9107091133784191,0.22772653958005568,0.47178634521459006,0.7083478340135617,65.0
Low HE / Up,9185.0,0.006058661619879266,-0.009068712940355717,0.13268454649682612,0.35585905046952426,0.9419668356715368,0.32416910455687487,0.45498094719651605,0.6317650337536231,63.0
Low HE / Down,10346.0,-0.000673192322918141,-0.005792804571877641,0.11277415672327314,-0.033370807240748035,0.8006170903759966,-0.042378427194378475,0.46723371351246856,0.6321702872478545,62.0
