date,portfolio_value,daily_return,regime,active_strategy,tf_weight,mr_weight,btc_5d_pct_change
2021-04-27,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,6.514364451847632
2021-04-28,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,7.241566115950326
2021-04-29,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,6.969273784841623
2021-04-30,10000.0,0.0,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,17.666110217625853
2021-05-01,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,7.040567140763976
2021-05-02,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.8247516507286408
2021-05-03,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,4.223956594187017
2021-05-04,10000.0,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.6309817095931369
2021-05-05,10000.0,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.48976820787015596
2021-05-06,10000.0,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.4518452355438813
2021-05-07,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,1.3336641636585878
2021-05-08,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,3.0505798272517426
2021-05-09,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,9.523792530397102
2021-05-10,10000.0,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.8675305816551977
2021-05-11,10000.0,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.553732008094876
2021-05-12,10000.0,0.0,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-13.735737941132854
2021-05-13,10000.0,0.0,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-15.719549747659567
2021-05-14,10000.0,0.0,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-14.437864769122676
2021-05-15,10000.0,0.0,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-16.272568794021314
2021-05-16,10000.0,0.0,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-18.15298840470465
2021-05-17,10000.0,0.0,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-11.95639810847825
2021-05-18,10121.287108293598,0.0121287108293598,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-13.751146857996488
2021-05-19,9845.397885283648,-0.027258314091681064,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-26.379659226015107
2021-05-20,9735.503050590703,-0.011162051140382,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-13.1525663750112
2021-05-21,9719.913613528073,-0.00160129753764342,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-19.612196046611917
2021-05-22,9947.382869807174,0.023402394848706345,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-14.005507050171516
2021-05-23,9949.708939252656,0.00023383732946897774,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-18.896450183924973
2021-05-24,9888.953711525453,-0.006106231659452588,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,5.844562265614894
2021-05-25,9646.985411231035,-0.024468544130447925,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-5.567047310006357
2021-05-26,10042.076829262103,0.04095490986967821,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,5.228762020708211
2021-05-27,9828.54726389232,-0.02126348652776371,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.881913971912775
2021-05-28,10022.571864294028,0.0197409235762142,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.652000205991789
2021-05-29,9965.625411303059,-0.0056818203712605715,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-10.933378190961795
2021-05-30,9935.873142800296,-0.0029854893471129348,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-7.018360186862916
2021-05-31,10072.902477768854,0.013791373239084793,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-5.125361289972863
2021-06-01,10249.411349228201,0.01752313911992172,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.854853401001325
2021-06-02,10233.777425385295,-0.0015253484624834887,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,5.317867169350632
2021-06-03,10224.029642165255,-0.000952510770447379,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,13.343981804225624
2021-06-04,10270.326754657443,0.004528264697243633,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,3.328002906689864
2021-06-05,10324.329181275096,0.0052581020942847004,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.666985520922995
2021-06-06,10259.230058266037,-0.006305409471748291,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.4111217118713335
2021-06-07,10373.020194372963,0.011091488879834776,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-10.649873822147104
2021-06-08,10204.632856064158,-0.016233202592254647,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-14.895887873564773
2021-06-09,9983.899625423936,-0.0216306881152565,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,1.4850561040488985
2021-06-10,9869.610232684632,-0.011447369968370502,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,3.2486678902820643
2021-06-11,9787.546828858814,-0.00831475629645957,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,4.295920054703184
2021-06-12,10089.483212859406,0.030849035951513983,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,5.901314364971788
2021-06-13,10122.069960798397,0.0032297737407856572,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,16.804646889285202
2021-06-14,10302.079520714808,0.01778386838004147,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,8.383118747637287
2021-06-15,10352.435145249541,0.004887908740510239,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,9.451995623268616
2021-06-16,10388.942694115682,0.003526469700502544,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.711843344285403
2021-06-17,10560.557467978788,0.016518983588224855,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,7.137318803183468
2021-06-18,10475.878672627803,-0.008018402021649341,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-8.133821552808595
2021-06-19,10382.431400768155,-0.008920232352806368,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-12.468539919244137
2021-06-20,11046.36447480015,0.06394774483969826,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-11.395218957446996
2021-06-21,11070.69346042117,0.0022024427744095965,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-17.577585982112588
2021-06-22,11070.69346042117,0.0,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-14.5866260735941
2021-06-23,11070.69346042117,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-6.008234517174216
2021-06-24,11070.69346042117,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.3396221310595267
2021-06-25,11070.69346042117,0.0,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-11.215575434906855
2021-06-26,11070.69346042117,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.1049471335173653
2021-06-27,11070.69346042117,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,6.67169252792934
2021-06-28,11070.69346042117,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.3891642066174335
2021-06-29,11070.69346042117,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,3.606161148107967
2021-06-30,11070.69346042117,0.0,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,10.968224663495029
2021-07-01,11070.69346042117,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,3.8448108283793303
2021-07-02,11070.69346042117,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.605099565735125
2021-07-03,11070.69346042117,0.0,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.5477598206256262
2021-07-04,11070.69346042117,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-1.7274542199425702
2021-07-05,11070.69346042117,0.0,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-3.885396463205937
2021-07-06,11047.902690541861,-0.002058657839347289,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.1172504804406023
2021-07-07,11122.33226661487,0.00673698693388476,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.2175416550559639
2021-07-08,11098.797125435778,-0.0021160257232861746,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-5.207893626002546
2021-07-09,11116.067363061196,0.001556045887697111,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.1372518177476785
2021-07-10,11187.462933758894,0.006422736419801178,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.5413709745864526
2021-07-11,11233.50719287446,0.0041157016017121075,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.09787957773288447
2021-07-12,11048.437260490393,-0.016474813182249907,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.3243608937333793
2021-07-13,11167.787222645024,0.010802429279426717,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.4313487518991743
2021-07-14,11269.116095978581,0.009073316970804313,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.9797252031530053
2021-07-15,11434.858199925138,0.014707640114356747,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.913181572025948
2021-07-16,11419.181924465518,-0.001370919969932194,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-8.38071959001998
2021-07-17,11335.381576196689,-0.007338559699209891,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.705766807389288
2021-07-18,11400.747871767206,0.005766572137966697,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.889613107294098
2021-07-19,11663.901877709257,0.0230821704770549,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-6.016383886222709
2021-07-20,12018.89667698691,0.03043533827698606,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-6.5033129706031145
2021-07-21,11934.400377731863,-0.007030287515228829,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.3803000249139172
2021-07-22,11875.951681652292,-0.0048974975054993045,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.3905376783278864
2021-07-23,11797.753921183872,-0.006584546869555919,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,5.8481042523574
2021-07-24,11924.191363432214,0.010717077427874888,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,11.156788317759903
2021-07-25,11873.221904758144,-0.004274458294117789,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,18.90210013639342
2021-07-26,11927.680611995584,0.00458668318290385,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,15.956277215102821
2021-07-27,12011.060540693386,0.006990456184243432,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,22.246028988092693
2021-07-28,12036.134309004172,0.002087556567202098,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,18.984725650766208
2021-07-29,12053.976337618902,0.0014823720105368253,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,16.790911883174786
2021-07-30,12144.043107350355,0.0074719550801146456,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,19.221068152937782
2021-07-31,12203.035289015746,0.004857705225839215,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,11.357824445149966
2021-08-01,12228.904155459122,0.002119871477111923,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,1.000570552980351
2021-08-02,12219.077700491864,-0.0008035433790583469,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.2118341155635934
2021-08-03,12146.167636555096,-0.005966904026957253,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.615449167121222
2021-08-04,11965.940360819142,-0.014838200914792356,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-5.955639419053227
2021-08-05,11984.393605894595,0.0015421475052537657,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-1.4610672463990393
2021-08-06,11999.206350196951,0.00123600282079106,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,7.5357810191842844
2021-08-07,12187.996772540204,0.015733575774380726,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,14.017388176989854
2021-08-08,12072.333530677251,-0.009489930463679163,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,14.761684817330778
2021-08-09,11928.766650202433,-0.01189222283413538,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,16.522335880426176
2021-08-10,12198.613513116405,0.022621522478134093,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,11.51153104742284
2021-08-11,12206.45461915792,0.0006427866603925026,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,6.260639828988279
2021-08-12,12656.007986462348,0.0368291515702569,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.4821075807832531
2021-08-13,12435.632356798793,-0.01741272839739678,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,9.136615502836687
2021-08-14,12473.892129735865,0.003076624641139003,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,1.7806232105619157
2021-08-15,12653.130203647212,0.014369057552138822,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,3.1117654618882495
2021-08-16,12957.168199183076,0.024028678330380755,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.7660664418906338
2021-08-17,12757.719483339279,-0.015392924810250678,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.5615217997152033
2021-08-18,13132.132755453054,0.029347978108684288,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-6.5344389429698335
2021-08-19,13202.366370601214,0.005348226099754783,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.7297443305140261
2021-08-20,13280.774598761971,0.005938952605902159,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,4.951473471263856
2021-08-21,13084.212438078615,-0.014800504234269509,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,6.45839024749435
2021-08-22,13249.128074162118,0.012604169862265025,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,10.326587955921852
2021-08-23,12919.813081341012,-0.02485559736291796,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,10.733027973976906
2021-08-24,12854.500613485461,-0.005055217706661398,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,1.9599336011497215
2021-08-25,12557.946099487679,-0.023070092173528112,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.7196042348973641
2021-08-26,12983.651636019436,0.03389929636257359,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.124560900173568
2021-08-27,12870.215505062517,-0.008736843388667516,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.4201309820120347
2021-08-28,12841.205930819222,-0.0022540084299197626,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-1.1383555694706726
2021-08-29,12923.92357319374,0.006441578993449104,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.349145230582761
2021-08-30,13115.758630792596,0.014843406997295472,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.069664543872875
2021-08-31,13120.600154204518,0.00036913788582197964,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.5571436712658029
2021-09-01,13144.129340480618,0.001793301068515718,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.4843556842769492
2021-09-02,13146.397974015777,0.00017259671419782573,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.6873922980515701
2021-09-03,13199.280820059992,0.004022611071773464,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.504826589086062
2021-09-04,13195.311227501097,-0.000300743094492173,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,6.275882453204917
2021-09-05,13100.825359070197,-0.007160563839826439,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,9.926601220482878
2021-09-06,13066.400184107508,-0.0026277103937467853,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,7.901230675108395
2021-09-07,13843.466503605774,0.059470574033344124,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-4.83948962821562
2021-09-08,14292.452603340633,0.03243306866946325,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-7.92531734132933
2021-09-09,14232.38845403782,-0.004202508202740063,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-7.094050054682366
2021-09-10,14276.980843139727,0.0031331627327284787,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-13.396082617273075
2021-09-11,14059.15826079665,-0.015256907937068664,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-14.283017016892785
2021-09-12,14106.169259296048,0.0033437989406866152,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-1.8558039855420039
2021-09-13,13896.460634374596,-0.014866447514320846,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-2.4156129044584085
2021-09-14,13860.57206302047,-0.0025825692094109346,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,1.567284482758624
2021-09-15,13885.271214073406,0.001781971980711461,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,7.350197150816773
2021-09-16,14020.188540525112,0.00971657840683442,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,5.714468508360193
2021-09-17,13854.370979920417,-0.011827056399805436,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.7795576373575326
2021-09-18,14028.4183841571,0.012562634888941205,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,7.490569043324102
2021-09-19,14602.790562144844,0.04094347361612827,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,0.27309058331892455
2021-09-20,14822.305993544629,0.015032430306083967,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-10.665317773570393
2021-09-21,14996.170845937848,0.01172994623568966,Strong Down,"Blend (TF:20%, MR:80%)",0.2,0.8,-14.728993850878147
2021-09-22,14697.312760928868,-0.01992895973774105,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-7.881869206295522
2021-09-23,15000.318611241197,0.020616411669338322,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-7.072340097891816
2021-09-24,15155.053794864762,0.010315459800140947,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-9.325815686161654
2021-09-25,14905.331891310061,-0.01647779723746785,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-0.7148076498786238
2021-09-26,14777.159357285109,-0.008599106343930352,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,6.037436517058126
2021-09-27,14943.22629265209,0.011238082459001975,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-3.2205089603925097
2021-09-28,14997.353692810795,0.0036222030703851656,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-8.623001813683084
2021-09-29,15110.690059383058,0.007557090997099914,Down,"Blend (TF:80%, MR:20%)",0.8,0.2,-3.0963674230295557
2021-09-30,14769.314724699892,-0.022591644282398973,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,2.6200834505898607
2021-10-01,14721.330099642348,-0.003248940519718069,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,11.551571841413777
2021-10-02,14756.53097538557,0.002391147777066638,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,13.008539363782766
2021-10-03,14883.966495544597,0.008635872507677656,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,17.569121292875465
2021-10-04,15019.189111061714,0.009085119585400458,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,18.600621932963012
2021-10-05,14790.458422361438,-0.015229230220679079,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,17.500649751748053
2021-10-06,15155.396406354364,0.02467387917072148,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,14.893816686376372
2021-10-07,15098.823489873954,-0.0037328562687208855,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,12.883817910603712
2021-10-08,15077.034166166966,-0.0014431140096180517,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,11.879237027664512
2021-10-09,15179.124406775456,0.006771241577311082,Strong Up,"Blend (TF:80%, MR:20%)",0.8,0.2,11.608665475086678
2021-10-10,15311.290171809072,0.008707074366860157,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,6.207598207091736
2021-10-11,15226.291187441437,-0.005551392692180546,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,3.8814242562452694
2021-10-12,15036.284352801258,-0.01247886516165506,Moderate Up,"Blend (TF:20%, MR:80%)",0.2,0.8,4.102917181402521
