date,symbol,signal,dw_stat,dw_rank,percentile,weight,position_size,regime,behavior
2020-02-24,XRP/USD,LONG,1.615422452032433,1.0,16.666666666666664,0.5,5000.0,,weak_momentum
2020-02-24,ALGO/USD,SHORT,2.4536738096031354,6.0,100.0,-0.22002523169016394,2200.2523169016395,,weak_mean_reversion
2020-02-24,ZRX/USD,SHORT,2.352631777265939,5.0,83.33333333333334,-0.27997476830983603,2799.74768309836,,weak_mean_reversion
2020-03-02,XRP/USD,LONG,1.439548358042301,1.0,16.666666666666664,0.5,5111.772825745732,,strong_momentum
2020-03-02,ALGO/USD,SHORT,2.2481568944186785,6.0,100.0,-0.19190332150471257,1961.9323680762725,,weak_mean_reversion
2020-03-02,ZRX/USD,SHORT,2.1120023356596462,5.0,83.33333333333334,-0.3080966784952875,3149.84045766946,,weak_mean_reversion
2020-03-09,XRP/USD,LONG,1.345335567153844,1.0,16.666666666666664,0.5,5220.846708952249,,strong_momentum
2020-03-09,ALGO/USD,SHORT,2.037803795646353,6.0,100.0,-0.20793498107448535,2171.19332323755,,weak_mean_reversion
2020-03-09,LINK/USD,SHORT,1.9758650410869774,5.0,83.33333333333334,-0.2920650189255147,3049.653385714699,,weak_momentum
2020-03-16,ZRX/USD,LONG,1.9823632193004799,1.0,16.666666666666664,0.5,6422.298745621168,,weak_momentum
2020-03-16,XLM/USD,SHORT,2.5092481122900225,5.0,83.33333333333334,-0.29508445885964796,3790.2410999732365,,strong_mean_reversion
2020-03-16,XTZ/USD,SHORT,2.573609473609752,6.0,100.0,-0.20491554114035207,2632.0576456479316,,strong_mean_reversion
2020-03-23,ALGO/USD,LONG,2.0614500346728724,1.0,16.666666666666664,0.5,6197.672405308715,,weak_mean_reversion
2020-03-23,XLM/USD,SHORT,2.596561908988866,6.0,100.0,-0.24477341265630254,3034.050850346418,,strong_mean_reversion
2020-03-23,XRP/USD,SHORT,2.564950221593382,5.0,83.33333333333334,-0.25522658734369746,3163.6215549622966,,strong_mean_reversion
2020-03-30,ALGO/USD,LONG,2.102879790278615,1.0,14.285714285714285,0.5,5940.008452117566,,weak_mean_reversion
2020-03-30,XLM/USD,SHORT,2.692178071701084,7.0,100.0,-0.2454422073873373,2915.857572774352,,strong_mean_reversion
2020-03-30,XRP/USD,SHORT,2.6425355787547153,6.0,85.71428571428571,-0.25455779261266276,3024.1508793432145,,strong_mean_reversion
2020-04-06,ALGO/USD,LONG,2.1058043149755163,1.0,14.285714285714285,0.5,5960.540419657803,,weak_mean_reversion
2020-04-06,KNC/USD,SHORT,2.8374493429394483,7.0,100.0,-0.20628448556169293,2459.1340282775745,,strong_mean_reversion
2020-04-06,XLM/USD,SHORT,2.6859798459900843,6.0,85.71428571428571,-0.29371551443830707,3501.4063913802283,,strong_mean_reversion
2020-04-13,LINK/USD,LONG,1.6774539494832432,1.0,14.285714285714285,0.5,5813.950106163511,,weak_momentum
2020-04-13,XRP/USD,SHORT,2.723739246557647,7.0,100.0,-0.27217541852022936,3164.828606801571,,strong_mean_reversion
2020-04-13,ZRX/USD,SHORT,2.5907583699753505,6.0,85.71428571428571,-0.22782458147977064,2649.12149936194,,strong_mean_reversion
2020-04-20,LINK/USD,LONG,2.0910525057890803,1.0,14.285714285714285,0.5,5912.805145503268,,weak_mean_reversion
2020-04-20,XRP/USD,SHORT,2.7419827136399895,6.0,85.71428571428571,-0.26734345372054996,3161.4994975509653,,strong_mean_reversion
2020-04-20,ZRX/USD,SHORT,2.7500570679035077,7.0,100.0,-0.2326565462794501,2751.3056479523034,,strong_mean_reversion
2020-04-27,KNC/USD,LONG,1.1258800408610694,1.0,14.285714285714285,0.5,5656.285308308963,,strong_momentum
2020-04-27,XRP/USD,SHORT,2.6100145517606865,7.0,100.0,-0.27674763447284184,3130.727157955989,,strong_mean_reversion
2020-04-27,ZRX/USD,SHORT,2.385002821651121,6.0,85.71428571428571,-0.2232523655271582,2525.5581503529747,,weak_mean_reversion
2020-05-04,KNC/USD,LONG,1.6739170551459897,1.0,14.285714285714285,0.5,5547.468627826806,,weak_momentum
2020-05-04,XRP/USD,SHORT,2.3422706317190536,6.0,85.71428571428571,-0.2779100151962784,3083.394181320451,,weak_mean_reversion
2020-05-04,ZRX/USD,SHORT,2.5447152514377476,7.0,100.0,-0.2220899848037216,2464.0744465063553,,strong_mean_reversion
2020-05-11,ZRX/USD,LONG,1.0993485004355996,1.0,14.285714285714285,0.5,4648.790613668,,strong_momentum
2020-05-11,ALGO/USD,SHORT,2.128870591055228,6.0,85.71428571428571,-0.22677588944182098,2108.467252486699,,weak_mean_reversion
