strategy,mean_return,annualized_return,annualized_vol,sharpe_ratio,win_rate,max_drawdown,observations
High HE Long Only,0.003928480312929468,0.21848406056181058,0.7026373701922146,0.2817888944868976,0.5185396463205932,-0.9999860855491378,1753
High HE + Direction,0.00021741762735478248,0.011016901370273446,0.5542334132044585,0.01977117971889337,0.4877353108956075,-0.9999486862249005,1753
