date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_trendline_score_long,avg_trendline_score_short,avg_r2_long,avg_r2_short,daily_return
2021-01-31,9745.033535983835,0,4872.516767991918,-4872.516767991918,0.0,9745.033535983835,2,1,376.25960247365265,47.950588918844964,0.7525192049473053,0.16602080281146556,
2021-02-01,9484.953351407545,0,4742.476675703772,-4742.476675703772,0.0,9484.953351407545,2,1,375.2533646304984,23.16060642047483,0.7505067292609968,0.11605537078015539,-0.026688485331111123
2021-02-02,9753.474482945458,0,4876.737241472729,-4876.737241472729,0.0,9753.474482945458,2,1,374.71965131195134,9.41448902905116,0.7494393026239028,0.07384453546523581,0.028310221630986288
2021-02-03,9963.939660289303,0,4981.9698301446515,-4981.9698301446515,0.0,9963.939660289303,2,1,373.7433604073523,3.2239224219988527,0.7526570993277113,0.04086741482938658,0.021578482387159204
2021-02-04,10142.481481623521,0,5071.240740811761,-5071.240740811761,0.0,10142.481481623521,2,1,373.3559805645592,0.307615273992809,0.7562047621351289,0.009181760400106062,0.017918797927469088
2021-02-05,9423.177882436497,0,4711.588941218249,-4711.588941218249,0.0,9423.177882436497,2,1,377.9630292111186,11.477273582669401,0.7763434773167207,0.10734880051039826,-0.0709198829192128
2021-02-06,9427.403483661205,0,4713.701741830602,-4713.701741830602,0.0,9427.403483661205,2,1,384.92700479547705,35.97438865772712,0.780559373747814,0.22179589840149502,0.00044842634591280017
2021-02-07,9830.329684325377,0,4915.164842162689,-4915.164842162689,0.0,9830.329684325377,2,1,417.6545625491387,66.28894049919847,0.8353091250982774,0.31284131459705744,0.04273989135635192
2021-02-08,10047.55013579948,0,5023.77506789974,-5023.77506789974,0.0,10047.55013579948,2,1,417.80360171061056,116.63748744870541,0.835607203421221,0.43189125773218584,0.022096965050975248
2021-02-09,10343.048282023334,0,5171.524141011667,-5171.524141011667,0.0,10343.048282023334,2,1,418.8560955072812,154.7306978378075,0.8377121910145625,0.49491072544288356,0.029409969816521997
2021-02-10,11548.956517504177,0,5774.478258752089,-5774.478258752089,0.0,11548.956517504177,2,1,413.0267750517867,182.3879334158116,0.8260535501035733,0.5354440166059222,0.11659118304385796
2021-02-11,11906.865607280768,0,5953.432803640384,-5953.432803640384,0.0,11906.865607280768,2,1,357.27809806674446,211.05484937096298,0.714556196133489,0.5766992625967884,0.030990599820349685
2021-02-12,11568.995777921968,0,5784.497888960984,-5784.497888960984,0.0,11568.995777921968,2,1,317.8403684870824,247.7346817820848,0.6356807369741648,0.6159047137140703,-0.028376051305408323
2021-02-13,11500.073768104,0,5750.036884052,-5750.036884052,0.0,11500.073768104,2,1,320.0090827443038,306.43198952330835,0.6400181654886076,0.6561905744818888,-0.005957475578779126
2021-02-14,11475.266140444473,0,5737.633070222237,-5737.633070222237,0.0,11475.266140444473,2,1,375.2356315420921,246.1272610032525,0.7504712630841842,0.5544461437909085,-0.0021571711764433177
2021-02-15,11351.304079837764,0,5675.652039918882,-5675.652039918882,0.0,11351.304079837764,2,1,391.1360910831673,299.49131877185056,0.7822721821663345,0.5989826375437011,-0.010802543408540699
2021-02-16,11298.988319434722,0,5649.494159717361,-5649.494159717361,0.0,11298.988319434722,2,1,407.1713222169618,324.03257127498955,0.8143426444339237,0.648065142549979,-0.004608788561656585
2021-02-17,11103.362658031634,0,5551.681329015817,-5551.681329015817,0.0,11103.362658031634,2,1,420.17557403433625,349.17345801465166,0.8403511480686725,0.6983469160293033,-0.017313555503602363
2021-02-18,10955.076012196241,0,5477.538006098121,-5477.538006098121,0.0,10955.076012196241,2,1,428.52179829223326,367.15118372835406,0.8570435965844666,0.7343023674567081,-0.013355111456089364
2021-02-19,11138.001505175,0,5569.0007525875,-5569.0007525875,0.0,11138.001505175,2,1,433.0824698575907,384.89060111467717,0.8661649397151814,0.7697812022293543,0.016697784002147387
2021-02-20,11477.553350154985,0,5738.776675077493,-5738.776675077493,0.0,11477.553350154985,2,1,424.51373712667566,381.84535464292304,0.8490274742533513,0.763690709285846,0.03048588607410596
2021-02-21,11559.058455436932,0,5779.529227718466,-5779.529227718466,0.0,11559.058455436932,2,1,440.5769104301214,388.1113332313887,0.8811538208602427,0.7762226664627774,0.007101261287611127
2021-02-22,11545.675946816289,0,5772.8379734081445,-5772.8379734081445,0.0,11545.675946816289,2,1,431.16282164277004,386.85175000754236,0.8623256432855401,0.7737035000150847,-0.0011577507521254304
2021-02-23,11726.518867058809,0,5863.259433529404,-5863.259433529404,0.0,11726.518867058809,2,1,383.4489836326735,339.64192655856095,0.7668979672653471,0.6792838531171219,0.01566325965457116
2021-02-24,11708.898643675677,0,5854.449321837838,-5854.449321837838,0.0,11708.898643675677,2,1,338.4074924260294,288.4103437634425,0.6768149848520588,0.576820687526885,-0.0015025962592043474
2021-02-25,11533.434773466457,0,5766.7173867332285,-5766.7173867332285,0.0,11533.434773466457,2,1,278.4200443294077,226.72122070823238,0.5568400886588154,0.4534424414164648,-0.014985514483379148
2021-02-26,11617.686350948838,0,5808.843175474419,-5808.843175474419,0.0,11617.686350948838,2,1,217.6911657899908,173.39026338519324,0.43538233157998163,0.34678052677038645,0.007304985820547394
2021-02-27,11580.91694926927,0,5790.458474634635,-5790.458474634635,0.0,11580.91694926927,2,1,161.52288172222126,126.6783380603874,0.34919134288571524,0.2727446823816888,-0.0031649504530274486
2021-02-28,12147.564662140325,0,6073.782331070162,-6073.782331070162,0.0,12147.564662140325,2,1,329.94344248074003,72.41553047208117,0.6598868849614801,0.1829854802251514,0.048929434115906334
2021-03-01,11981.374447922039,0,5990.687223961019,-5990.687223961019,0.0,11981.374447922039,2,1,315.4807589027731,34.27582897447933,0.6309615178055462,0.11759185898801995,-0.01368094913182416
2021-03-02,12398.956713031257,0,6199.478356515629,-6199.478356515629,0.0,12398.956713031257,2,1,298.1852089407323,12.731779127910833,0.5963704178814646,0.06279725806323122,0.03485261786319027
2021-03-03,12672.483238746783,0,6336.241619373392,-6336.241619373392,0.0,12672.483238746783,2,1,286.6469039931605,3.4273442827311142,0.573293807986321,0.027546064176770656,0.02206044686227915
2021-03-04,12664.586799950564,0,6332.293399975282,-6332.293399975282,0.0,12664.586799950564,2,1,270.7181944187745,0.11408950698946195,0.541436388837549,0.0028295854946936492,-0.0006231169256609714
2021-03-05,12906.696801468792,0,6453.348400734396,-6453.348400734396,0.0,12906.696801468792,2,1,256.7857578425797,-0.09236660994740695,0.5135715156851595,0.002557848611164344,0.01911708651396138
2021-03-06,12522.311395449871,0,6261.155697724936,-6261.155697724936,0.0,12522.311395449871,2,1,230.040911313088,-3.002586018709446,0.4736897634571037,0.027412811687953554,-0.029781857583822458
2021-03-07,12792.121032260917,0,6396.060516130458,-6396.060516130458,0.0,12792.121032260917,2,1,213.83813177031098,-81.21320385050193,0.44785909988135986,0.3064345224277025,0.0215463126806672
