date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,expected_funding_daily,daily_return,log_return
2021-01-31,10000.0,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.02548002788765541,,
2021-02-01,9944.51605017256,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.03014519044273139,-0.005548394982743954,-0.0055638444993677365
2021-02-02,10075.301523204074,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.024731032713149873,0.013151517114726285,0.013065786751685885
2021-02-03,10164.791899228863,4,3,0.5,0.5,-8.326672684688674e-17,1.0,-0.01672988205390935,0.008882153632691514,0.008842939339965444
2021-02-04,10102.330130330001,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.03354963474542614,-0.006144913690126819,-0.006163871374378525
2021-02-05,10089.629814159349,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.033870628994428095,-0.001257167010660476,-0.0012579579080363727
2021-02-06,10149.129935936093,4,3,0.5,0.5,-8.326672684688674e-17,1.0,-0.004283894736050325,0.0058971560773461995,0.005879835912232405
2021-02-07,10072.09390001071,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.061174409580512325,-0.007590407888326767,-0.007619361641197159
2021-02-08,9652.878823393778,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.07682200990811335,-0.04162144245065935,-0.04251242504596339
2021-02-09,9779.033184163476,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.029235348931799562,0.013069091933896715,0.012984428206118887
2021-02-10,9858.131082106229,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.05596050425955646,0.008088519228142799,0.008055982488102785
2021-02-11,9944.909836044773,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.0664202584975666,0.008802759185872366,0.008764240781676463
2021-02-12,10117.857960256517,4,2,0.5,0.5,-4.163336342344337e-17,1.0,-0.005193002089582316,0.01739061761876437,0.01724113144417485
2021-02-13,10520.402821481744,4,2,0.5,0.5,-4.163336342344337e-17,1.0,-0.012642739704323502,0.03978558137566712,0.03901452014279728
2021-02-14,9929.969982229473,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.06266484283239598,-0.05612264561264313,-0.05775904247696034
2021-02-15,9990.970763542924,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.0783664897362822,0.006143098259371982,0.006124306352344717
2021-02-16,10096.279963582043,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.03324916376947487,0.010540437213908405,0.010485274095918942
2021-02-17,10291.995278664672,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.03266557803122934,0.01938489382114872,0.01919940011786028
2021-02-18,10306.39737806264,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.024457033608312473,0.0013993495923791954,0.0013983714151732647
2021-02-19,10496.468233071964,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.0767370187181905,0.018442026640064668,0.018274034730939026
2021-02-20,10575.927837565465,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.05636490400913016,0.007570127659048298,0.007541618033263835
2021-02-21,10614.991661523798,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.0801992786260083,0.0036936545481691674,0.0036868497574252005
2021-02-22,10459.646253322417,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.1622985180782947,-0.014634529461239443,-0.014742670546952696
2021-02-23,10261.684774659994,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.06231268089906171,-0.018926211639283874,-0.01910760475238302
2021-02-24,10377.852811372835,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.0056163878198823,0.011320561804792906,0.011256963771892843
2021-02-25,10136.663627306907,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.04138391543493515,-0.023240759765027152,-0.02351508490744753
2021-02-26,10234.684312686517,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.011895348270496299,0.00966991595889155,0.009623461554933595
2021-02-27,10363.308066446903,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.0028305076161532616,0.012567437336679754,0.01248912255752514
2021-02-28,10263.110508949514,4,2,0.5,0.5,2.7755575615628914e-17,1.0,0.017413975662774066,-0.009668491649090005,-0.00971553498545621
2021-03-01,10335.775925770211,4,2,0.5,0.5,2.7755575615628914e-17,1.0,-0.021201580213571394,0.007080252790548469,0.00705530548701934
2021-03-02,10267.813958794919,4,2,0.5,0.5,2.7755575615628914e-17,1.0,-0.00857072138300443,-0.006575410251091318,-0.006597123495742961
2021-03-03,10331.910120694834,4,2,0.5,0.5,2.7755575615628914e-17,1.0,0.01193520479847175,0.006242435065256791,0.006223031774805273
2021-03-04,10341.339453650606,4,2,0.5,0.5,2.7755575615628914e-17,1.0,-0.009541211672833134,0.0009126417908809081,0.0009122255865727241
2021-03-05,10307.470695419128,4,2,0.5,0.5,2.7755575615628914e-17,1.0,0.0,-0.0032750842754244447,-0.0032804591024795174
2021-03-06,10438.373570068254,4,2,0.5,0.5,2.7755575615628914e-17,1.0,0.002574558633381281,0.012699805657201857,0.01261983945048679
2021-03-07,10339.996418832225,3,3,0.5,0.5,2.7755575615628914e-17,1.0,0.0370684470413164,-0.009424567014742924,-0.00946925927154971
2021-03-08,10438.802261310037,3,3,0.5,0.5,2.7755575615628914e-17,1.0,0.01091089063025459,0.009555694071407661,0.00951032720576693
2021-03-09,10309.042275267037,3,3,0.5,0.5,2.7755575615628914e-17,1.0,0.03788620019682285,-0.012430543542714445,-0.012508449027348779
