date,symbol,signal,adf_stat,adf_pvalue,is_stationary,adf_rank,percentile,weight,volatility,market_cap,volume_30d_avg
2021-03-02,XTZ/USD,LONG,-1.6767903370817039,0.7609386035369381,False,7.0,87.5,0.25,1.4885658891632603,1611874059.9112284,7371855.7266666675
2021-03-02,ZRX/USD,LONG,-1.3970003823913528,0.8617910043451097,False,8.0,100.0,0.25,2.214892851023099,294490417.9531757,41494245.96643767
2021-03-09,BNT/USD,LONG,-0.8790395359597771,0.9583449776000539,False,8.0,100.0,0.25,1.8796142446466415,133939953.40059274,5925338.271593733
2021-03-09,ZRX/USD,LONG,-1.2679057372770661,0.8956389922385836,False,7.0,87.5,0.25,1.226419896726848,294490417.9531757,25547247.18281267
2021-03-16,GRT/USD,LONG,-1.1145908924563206,0.9265895635098023,False,5.0,83.33333333333334,0.25,1.4163365540507562,369564933.9037584,52290994.223000005
2021-03-16,ZRX/USD,LONG,-1.0737416840949703,0.9333379584960155,False,6.0,100.0,0.25,1.1082747062729488,294490417.9531757,16810548.775848333
2021-03-23,GRT/USD,LONG,-0.9989267204443765,0.9442589997774986,False,5.0,100.0,0.25,1.3848695347042652,369564933.9037584,39915222.92666666
2021-03-23,XLM/USD,LONG,-1.5230267168357965,0.821119113910117,False,4.0,80.0,0.25,1.0175570769641342,2989656210.8862576,179720179.3
2021-03-30,GRT/USD,LONG,-2.1718247954971828,0.5057175160853795,False,5.0,100.0,0.25,1.441201637577999,369564933.9037584,28468111.006999996
2021-03-30,OXT/USD,LONG,-2.435839088949474,0.3607459684935883,False,4.0,80.0,0.25,1.4318811256145034,84970405.6500807,33703823.9
2021-04-06,XLM/USD,LONG,-1.951432628017155,0.6276202383297634,False,4.0,80.0,0.25,1.0673979656338235,2989656210.8862576,144820387.63333333
2021-04-06,ZRX/USD,LONG,-1.828244032784813,0.6909825989858831,False,5.0,100.0,0.25,1.0642988049055502,294490417.9531757,9776614.590623667
2021-04-13,XLM/USD,LONG,0.0,0.9968155842770268,False,5.0,100.0,0.25,1.222784661109235,2989656210.8862576,178610121.06666666
2021-04-13,ZRX/USD,LONG,-1.885054783501568,0.6623779325763284,False,4.0,80.0,0.25,1.2443646380793358,294490417.9531757,11198676.316541
2021-04-20,XLM/USD,LONG,-2.531823798348363,0.31223841080704595,False,5.0,83.33333333333334,0.25,1.3354391300749455,2989656210.8862576,203565985.36666667
2021-04-20,ZRX/USD,LONG,-2.0499239338617192,0.5739981129503832,False,6.0,100.0,0.25,1.4431277414773558,294490417.9531757,11699442.480957001
2021-04-27,OXT/USD,LONG,-1.5446023415054766,0.8133729930787958,False,5.0,83.33333333333334,0.25,1.2189965389646258,84970405.6500807,22835127.833333332
2021-04-27,ZRX/USD,LONG,-1.4271413665457047,0.852767942212862,False,6.0,100.0,0.25,1.6494856372328723,294490417.9531757,12428054.481011
2021-05-04,EOS/USD,LONG,-1.8070331781891042,0.7013571471238377,False,6.0,100.0,0.25,1.3527311170151635,2625024378.6311483,5550819.1466666665
2021-05-04,ZRX/USD,LONG,-1.9055995305736968,0.651762510569013,False,5.0,83.33333333333334,0.25,1.5852127860039023,294490417.9531757,11646971.157686668
2021-05-11,GRT/USD,LONG,-2.1903564865143825,0.4952796218315991,False,5.0,83.33333333333334,0.25,1.244159133864361,369564933.9037584,24533225.161666665
2021-05-11,ZRX/USD,LONG,-2.015864404739675,0.592765762894903,False,6.0,100.0,0.25,1.5518569594247706,294490417.9531757,12123509.423994334
2021-05-18,ADA/USD,LONG,-2.031741787277159,0.584041992518002,False,6.0,85.71428571428571,0.25,1.5071001393601227,6377915101.911628,144017296.68333334
2021-05-18,ZRX/USD,LONG,-1.8422049927381985,0.6840606534222052,False,7.0,100.0,0.25,1.5786365813074086,294490417.9531757,13089125.141963333
2021-05-25,ALGO/USD,LONG,-1.6582180805646383,0.7688135936696259,False,11.0,91.66666666666666,0.16666666666666666,2.122444124840933,506613483.19005257,42008708.766666666
2021-05-25,LINK/USD,LONG,-1.7482386610983247,0.7291659612574062,False,10.0,83.33333333333334,0.16666666666666666,2.620741935796358,5453374284.889682,5056607.304333333
2021-05-25,XTZ/USD,LONG,-1.3194741155895917,0.8830280594646375,False,12.0,100.0,0.16666666666666666,2.600188524937983,1611874059.9112284,5661762.573333333
2021-06-01,ALGO/USD,LONG,-1.8629908095516572,0.6736228500767264,False,11.0,91.66666666666666,0.16666666666666666,2.124113182939788,506613483.19005257,44005906.4
2021-06-01,EOS/USD,LONG,-1.661149595887216,0.7675813749619516,False,12.0,100.0,0.16666666666666666,3.5711808391797244,2625024378.6311483,13650925.516666668
2021-06-01,LINK/USD,LONG,-1.9632847356038448,0.6212827199347214,False,10.0,83.33333333333334,0.16666666666666666,2.824501494872795,5453374284.889682,6005313.759666667
2021-06-08,EOS/USD,LONG,-1.5731280330477042,0.8027786436448134,False,12.0,100.0,0.16666666666666666,3.220279398791143,2625024378.6311483,10975183.513333334
2021-06-08,LINK/USD,LONG,-1.8339947036596669,0.6881401925820847,False,10.0,83.33333333333334,0.16666666666666666,2.7942874911206887,5453374284.889682,5649419.771000001
2021-06-08,XTZ/USD,LONG,-1.7074164345644192,0.7476020367770221,False,11.0,91.66666666666666,0.16666666666666666,2.4642941148773447,1611874059.9112284,5916800.926999999
2021-06-15,EOS/USD,LONG,-1.5660480068029141,0.8054455822782355,False,12.0,100.0,0.16666666666666666,2.496456253060245,2625024378.6311483,7622224.0633333335
