initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income
10000,40209.27200898597,3.0209272008985972,0.2776952061052911,0.3506001427815382,0.7920567399150353,-0.38092890683461617,0.521948866377231,2074,2.835583413693346,2.589681774349084,5.42526518804243,0.44358727097396333,0.48360655737704916,-0.04001928640308582,0.9271938283510125,-0.5604649056933416,2.2221303147649016,91.13836987233056
