date,symbol,old_weight,new_weight,weight_change,funding_rate_pct,position_type
2020-02-20,XTZ,0.0,0.5,0.5,-1.1924,long
2020-02-25,XTZ,0.5,-0.5,-1.0,5.7856,short
2020-04-25,XTZ,-0.5,0.5,1.0,0.0228,long
2020-05-05,XTZ,0.5,-0.5,-1.0,6.1058,short
2020-06-04,XTZ,-0.5,0.5,1.0,1.0,long
2020-06-09,XTZ,0.5,-0.5,-1.0,1.0,short
2020-08-13,BTC,0.0,0.5,0.5,1.0,long
2020-08-18,ETH,0.0,0.5,0.5,-10.1749,long
2020-08-18,XTZ,-0.5,-0.17004555796088164,0.3299544420391184,7.0132,short
2020-08-18,BTC,0.5,-0.3299544420391184,-0.8299544420391184,8.6384,short
2020-08-23,XTZ,-0.17004555796088164,0.16708342223322128,0.3371289801941029,1.0,long
2020-08-23,ETH,0.5,-0.3362195947115325,-0.8362195947115325,2.3668,short
2020-08-23,LINK,0.0,-0.1637804052884675,-0.1637804052884675,13.3013,short
2020-08-23,BTC,-0.3299544420391184,0.3329165777667787,0.6628710198058971,1.0,long
2020-08-28,ETH,-0.3362195947115325,-0.33875603835054297,-0.002536443639010455,1.8846,short
2020-08-28,LINK,-0.1637804052884675,-0.1612439616494571,0.0025364436390103995,8.0466,short
2020-08-28,BTC,0.3329165777667787,0.3576583921920126,0.024741814425233932,1.0,long
2020-08-28,XTZ,0.16708342223322128,0.1423416078079874,-0.024741814425233877,1.1003,long
2020-09-02,ETH,-0.33875603835054297,-0.5,-0.16124396164945703,6.992899999999999,short
2020-09-02,LINK,-0.1612439616494571,0.07805560471700632,0.2392995663664634,1.0,long
2020-09-02,BTC,0.3576583921920126,0.31203908226247845,-0.04561930992953417,1.0,long
2020-09-02,XTZ,0.1423416078079874,0.10990531302051527,-0.032436294787472134,1.0,long
2020-09-07,ETH,-0.5,0.17410326905510298,0.674103269055103,1.0,long
2020-09-07,LINK,0.07805560471700632,-0.21441265196849796,-0.29246825668550425,1.0,short
2020-09-07,BTC,0.31203908226247845,0.325896730944897,0.013857648682418566,-1.9674,long
2020-09-07,XTZ,0.10990531302051527,-0.28558734803150204,-0.3954926610520173,1.0,short
2020-09-12,ETH,0.17410326905510298,0.12003011761484848,-0.0540731514402545,-6.4443,long
2020-09-12,LINK,-0.21441265196849796,-0.05754853385958715,0.15686411810891082,1.0,short
2020-09-12,BTC,0.325896730944897,0.22908153283012903,-0.09681519811476799,1.0,long
2020-09-12,LTC,0.0,-0.1002124627925687,-0.1002124627925687,1.0,short
2020-09-12,ETC,0.0,-0.13408355429694704,-0.13408355429694704,1.0,short
2020-09-12,BCH,0.0,0.15088834955502248,0.15088834955502248,1.0,long
2020-09-12,XTZ,-0.28558734803150204,-0.0792598883681568,0.20632745966334526,1.0,short
2020-09-12,XRP,0.0,-0.12889556068274033,-0.12889556068274033,1.0,short
2020-09-17,ETH,0.12003011761484848,0.08443090379577535,-0.03559921381907313,-2.1148,long
2020-09-17,LINK,-0.05754853385958715,-0.07891791463782889,-0.021369380778241742,1.0,short
2020-09-17,BTC,0.22908153283012903,0.16871126606420014,-0.06037026676592888,1.0,long
2020-09-17,LTC,-0.1002124627925687,-0.1406265051242455,-0.040414042331676794,1.0,short
2020-09-17,ETC,-0.13408355429694704,0.1348921391824699,0.26897569347941697,1.0,long
2020-09-17,BCH,0.15088834955502248,0.11196569095755458,-0.038922658597467893,1.0,long
2020-09-17,XTZ,-0.0792598883681568,-0.10605907538576036,-0.02679918701760356,1.8867,short
2020-09-17,XRP,-0.12889556068274033,-0.17439650485216526,-0.045500944169424934,1.0,short
2020-09-22,ETH,0.08443090379577535,0.08304625629762394,-0.0013846474981514117,-0.0959999999999999,long
2020-09-22,LINK,-0.07891791463782889,-0.08351080602510859,-0.004592891387279696,1.0,short
2020-09-22,BTC,0.16871126606420014,0.1630762460848651,-0.005635019979335049,-1.6128,long
2020-09-22,LTC,-0.1406265051242455,-0.13615566249329336,0.0044708426309521265,1.0,short
2020-09-22,ETC,0.1348921391824699,0.14554565788205287,0.010653518699582976,1.0,long
2020-09-22,BCH,0.11196569095755458,0.1083318397354581,-0.0036338512220964875,1.0,long
2020-09-22,XTZ,-0.10605907538576036,-0.10792199538421579,-0.001862919998455434,1.0,short
2020-09-22,XRP,-0.17439650485216526,-0.17241153609738225,0.0019849687547830175,1.0,short
2020-09-27,ETH,0.08304625629762394,-0.09193198160967946,-0.17497823790730338,1.0,short
2020-09-27,LINK,-0.08351080602510859,-0.05830274255609942,0.025208063469009168,1.0,short
2020-09-27,BTC,0.1630762460848651,0.1895690927041131,0.026492846619248,1.0,long
2020-09-27,LTC,-0.13615566249329336,-0.11771998149814979,0.018435680995143575,1.0,short
2020-09-27,ETC,0.14554565788205287,0.18486087974181,0.03931522185975714,1.0,long
2020-09-27,BCH,0.1083318397354581,0.12557002755407695,0.017238187818618855,1.0,long
2020-09-27,XTZ,-0.10792199538421579,-0.08867233343629813,0.019249661947917662,1.0,short
2020-09-27,XRP,-0.17241153609738225,-0.1433729608997732,0.02903857519760905,1.0,short
2020-10-02,ETH,-0.09193198160967946,0.08432728478550024,0.1762592663951797,1.0,long
2020-10-02,LINK,-0.05830274255609942,-0.06683508389615313,-0.008532341340053706,1.0,short
2020-10-02,BTC,0.1895690927041131,0.1567769565377334,-0.03279213616637969,1.0,long
2020-10-02,LTC,-0.11771998149814979,-0.1528163481817728,-0.03509636668362302,1.0,short
2020-10-02,ETC,0.18486087974181,0.14516507996200265,-0.03969579977980736,1.0,long
