initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,6232.302084402611,-0.3767697915597389,-0.09511260449060976,0.46392231524426486,-0.20501838640922238,-0.6773491186746409,0.4696004632310365,1728,1.2737268518518519,2.269675925925926,0.41898148148148145,0.5,-0.08101851851851852,0.9189814814814815
