strategy,dw_window,dw_method,volatility_window,rebalance_days,num_quintiles,long_percentile,short_percentile,weighting_method,initial_capital,leverage,long_allocation,short_allocation,avg_long_dw,avg_short_dw,long_symbols,short_symbols
contrarian,30,raw_returns,30,7,5,80,20,equal_weight,10000,1.0,0.5,0.5,2.2781101634901293,1.6330709621409956,"ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,BAT/USD,BIO/USD,BNT/USD,BONK/USD,CELR/USD,CHZ/USD,CRO/USD,CRV/USD,CVC/USD,DOGE/USD,ENA/USD,EOS/USD,FARTCOIN/USD,FET/USD,FLOKI/USD,GIGA/USD,GRT/USD,IMX/USD,IOTX/USD,LA/USD,LINK/USD,MAGIC/USD,MANA/USD,MOG/USD,OXT/USD,PENGU/USD,PEPE/USD,PNUT/USD,POPCAT/USD,POWR/USD,ROSE/USD,RSR/USD,STORJ/USD,SUPER/USD,T/USD,TURBO/USD,USDT/USD,VTHO/USD,W/USD,WIF/USD,XLM/USD,XTZ/USD,ZRX/USD","ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,BIO/USD,BNT/USD,BONK/USD,CRO/USD,CRV/USD,CVC/USD,DOGE/USD,ENA/USD,EOS/USD,FARTCOIN/USD,FET/USD,FLOKI/USD,GIGA/USD,GRT/USD,IOTX/USD,LA/USD,LDO/USD,LINK/USD,MAGIC/USD,MANA/USD,MOG/USD,OXT/USD,PENGU/USD,PEPE/USD,PNUT/USD,POPCAT/USD,PYTH/USD,RLC/USD,ROSE/USD,RSR/USD,STORJ/USD,T/USD,TURBO/USD,USDT/USD,VET/USD,W/USD,WIF/USD,WLD/USD,XLM/USD,XTZ/USD,ZRX/USD"
