strategy,trendline_window,score_method,r2_threshold,pvalue_threshold,volatility_window,rebalance_days,num_quintiles,long_percentile,short_percentile,weighting_method,initial_capital,leverage,long_allocation,short_allocation,avg_trendline_score_long,avg_trendline_score_short,avg_r2_long,avg_r2_short,long_symbols,short_symbols
long_uptrend_short_downtrend,30,slope_only,0.0,1.0,30,7,5,80,20,equal_weight,10000,1.0,0.5,0.5,155.0166345953095,-257.10286809557454,0.41482478214704294,0.4933736378205519,"ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,BIO/USD,BNT/USD,BONK/USD,CHZ/USD,CRO/USD,CRV/USD,CVC/USD,DOGE/USD,ENA/USD,EOS/USD,FLOKI/USD,GIGA/USD,GRT/USD,IMX/USD,LDO/USD,LINK/USD,MAGIC/USD,MANA/USD,MOG/USD,OXT/USD,PENGU/USD,PEPE/USD,PNUT/USD,POPCAT/USD,POWR/USD,PYTH/USD,ROSE/USD,RSR/USD,STORJ/USD,SUPER/USD,T/USD,TURBO/USD,USDT/USD,VET/USD,W/USD,WIF/USD,WLD/USD,XLM/USD,XTZ/USD,ZRX/USD","ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,BAT/USD,BIO/USD,BONK/USD,CELR/USD,CHZ/USD,CRO/USD,CRV/USD,CVC/USD,DOGE/USD,ENA/USD,EOS/USD,FARTCOIN/USD,FLOKI/USD,GIGA/USD,GRT/USD,LDO/USD,MAGIC/USD,MOG/USD,OXT/USD,PENGU/USD,PNUT/USD,POPCAT/USD,POWR/USD,PYTH/USD,ROSE/USD,RSR/USD,STORJ/USD,SUPER/USD,T/USD,TURBO/USD,USDT/USD,WIF/USD,XLM/USD,XTZ/USD,ZRX/USD"
