date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,daily_return
2023-03-26,12259.15810534131,0,0.0,-6129.579052670655,-6129.579052670655,6129.579052670655,0,3,0.015471639847809637
2023-03-27,12140.7604548476,0,0.0,-6070.3802274238,-6070.3802274238,6070.3802274238,0,3,-0.009657894080191798
2023-03-28,12140.7604548476,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-03-29,12140.7604548476,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-03-30,12140.7604548476,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-03-31,12140.7604548476,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-01,12140.7604548476,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-02,12140.7604548476,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-03,12140.7604548476,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-04,11999.59951252286,0,5999.79975626143,-5999.79975626143,0.0,11999.59951252286,2,1,-0.011627026400012341
2023-04-05,11868.47781953248,0,5934.23890976624,-5934.23890976624,0.0,11868.47781953248,2,1,-0.010927172432175003
2023-04-06,11771.118800900085,0,5885.559400450043,-5885.559400450043,0.0,11771.118800900085,2,1,-0.008203159673279004
2023-04-07,11596.873685220724,0,5798.436842610362,-5798.436842610362,0.0,11596.873685220724,2,1,-0.014802765873541013
2023-04-08,11744.887416818308,0,5872.443708409154,-5872.443708409154,0.0,11744.887416818308,2,1,0.012763244268687357
2023-04-09,11911.59179307579,0,5955.795896537895,-5955.795896537895,0.0,11911.59179307579,2,1,0.014193782395799381
2023-04-10,11795.575963379555,0,5897.787981689778,-5897.787981689778,0.0,11795.575963379555,2,1,-0.009739741901134913
2023-04-11,11795.575963379555,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-12,11795.575963379555,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-13,11795.575963379555,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-14,11795.575963379555,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-15,11795.575963379555,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-16,11795.575963379555,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-17,11795.575963379555,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-04-18,11899.493697652715,0,5949.746848826358,-5949.746848826358,0.0,11899.493697652715,1,1,0.00880989063999782
2023-04-19,11860.6687499337,0,5930.33437496685,-5930.33437496685,0.0,11860.6687499337,1,1,-0.003262739466526443
2023-04-20,12042.80715538026,0,6021.40357769013,-6021.40357769013,0.0,12042.80715538026,1,1,0.015356503860507686
2023-04-21,12041.359950059437,0,6020.679975029719,-6020.679975029719,0.0,12041.359950059437,1,1,-0.00012017175913814349
2023-04-22,12112.71617444227,0,6056.358087221135,-6056.358087221135,0.0,12112.71617444227,1,1,0.005925927360262984
2023-04-23,12135.518717107914,0,6067.759358553957,-6067.759358553957,0.0,12135.518717107914,1,1,0.0018825292640602953
2023-04-24,11997.708547302294,0,5998.854273651147,-5998.854273651147,0.0,11997.708547302294,1,1,-0.011355935664401628
2023-04-25,12048.321594891264,0,6024.160797445632,-6024.160797445632,0.0,12048.321594891264,1,3,0.00421855951821315
2023-04-26,11989.53614346819,0,5994.768071734095,-5994.768071734095,0.0,11989.53614346819,1,3,-0.004879140298512552
2023-04-27,12070.515369213383,0,6035.257684606691,-6035.257684606691,0.0,12070.515369213383,1,3,0.006754158357436424
2023-04-28,12125.535607140648,0,6062.767803570324,-6062.767803570324,0.0,12125.535607140648,1,3,0.004558234362353586
2023-04-29,12165.802876233314,0,6082.901438116657,-6082.901438116657,0.0,12165.802876233314,1,3,0.0033208651887470797
2023-04-30,12200.510458865978,0,6100.255229432989,-6100.255229432989,0.0,12200.510458865978,1,3,0.0028528805690635206
2023-05-01,12224.045600929641,0,6112.022800464821,-6112.022800464821,0.0,12224.045600929641,1,3,0.001929029292914608
2023-05-02,12394.710872970707,0,6197.3554364853535,-6197.3554364853535,0.0,12394.710872970707,1,1,0.013961439413158416
2023-05-03,12407.666161964067,0,6203.833080982034,-6203.833080982034,0.0,12407.666161964067,1,1,0.0010452272042595911
2023-05-04,12570.643658914825,0,6285.321829457413,-6285.321829457413,0.0,12570.643658914825,1,1,0.01313522582114346
2023-05-05,12557.28886728053,0,6278.644433640265,-6278.644433640265,0.0,12557.28886728053,1,1,-0.0010623793018605943
2023-05-06,12401.180109458224,0,6200.590054729112,-6200.590054729112,0.0,12401.180109458224,1,1,-0.012431724671801092
2023-05-07,12299.669938767765,0,6149.834969383883,-6149.834969383883,0.0,12299.669938767765,1,1,-0.008185525070556698
2023-05-08,12385.365084950334,0,6192.682542475167,-6192.682542475167,0.0,12385.365084950334,1,1,0.006967272016988213
2023-05-09,12385.365084950334,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-05-10,12385.365084950334,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-05-11,12385.365084950334,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-05-12,12385.365084950334,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-05-13,12385.365084950334,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-05-14,12385.365084950334,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-05-15,12385.365084950334,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-05-16,12323.442260859716,0,0.0,-6161.721130429858,-6161.721130429858,6161.721130429858,0,3,-0.004999676930465435
2023-05-17,12412.940675164586,0,0.0,-6206.470337582293,-6206.470337582293,6206.470337582293,0,3,0.007262452520195861
2023-05-18,12349.040835750147,0,0.0,-6174.520417875074,-6174.520417875074,6174.520417875074,0,3,-0.005147840555001393
2023-05-19,12418.07943569042,0,0.0,-6209.03971784521,-6209.03971784521,6209.03971784521,0,3,0.0055906042306062
2023-05-20,12517.507297779588,0,0.0,-6258.753648889794,-6258.753648889794,6258.753648889794,0,3,0.0080067020511565
2023-05-21,12502.756317409394,0,0.0,-6251.378158704697,-6251.378158704697,6251.378158704697,0,3,-0.001178427942503446
2023-05-22,12442.694625117601,0,0.0,-6221.347312558801,-6221.347312558801,6221.347312558801,0,3,-0.004803876102756677
2023-05-23,12636.331220200393,0,0.0,-6318.165610100196,-6318.165610100196,6318.165610100196,0,1,0.015562271751964785
2023-05-24,12625.827201804126,0,0.0,-6312.913600902063,-6312.913600902063,6312.913600902063,0,1,-0.0008312553868068395
2023-05-25,12615.349334501016,0,0.0,-6307.674667250508,-6307.674667250508,6307.674667250508,0,1,-0.0008298757091823594
2023-05-26,12594.462975459297,0,0.0,-6297.2314877296485,-6297.2314877296485,6297.2314877296485,0,1,-0.001655630651828055
2023-05-27,12470.781785597275,0,0.0,-6235.390892798638,-6235.390892798638,6235.390892798638,0,1,-0.009820282937273217
2023-05-28,12593.248391180832,0,0.0,-6296.624195590416,-6296.624195590416,6296.624195590416,0,1,0.009820282937273106
2023-05-29,12656.00596247815,0,0.0,-6328.002981239075,-6328.002981239075,6328.002981239075,0,1,0.004983429957696073
2023-05-30,12579.59141301846,0,0.0,-6289.79570650923,-6289.79570650923,6289.79570650923,0,1,-0.0060378092177136855
2023-05-31,12824.96063756092,0,0.0,-6412.48031878046,-6412.48031878046,6412.48031878046,0,1,0.01950534134904669
2023-06-01,12745.424978311019,0,0.0,-6372.7124891555095,-6372.7124891555095,6372.7124891555095,0,1,-0.006201629891709914
2023-06-02,12804.61468390128,0,0.0,-6402.30734195064,-6402.30734195064,6402.30734195064,0,1,0.0046439962332354146
2023-06-03,12955.738317411939,0,0.0,-6477.869158705969,-6477.869158705969,6477.869158705969,0,1,0.011802278884710304
2023-06-04,13543.813724631756,0,0.0,-6771.906862315878,-6771.906862315878,6771.906862315878,0,1,0.045391114949386635
2023-06-05,13277.533509680048,0,0.0,-6638.766754840024,-6638.766754840024,6638.766754840024,0,1,-0.019660652484272734
2023-06-06,13412.180025775124,0,0.0,-6706.090012887562,-6706.090012887562,6706.090012887562,0,2,0.010140928358185697
2023-06-07,13420.838249161123,0,0.0,-6710.419124580561,-6710.419124580561,6710.419124580561,0,2,0.000645549296934611
2023-06-08,13422.10084927416,0,0.0,-6711.05042463708,-6711.05042463708,6711.05042463708,0,2,9.407758961077484e-05
2023-06-09,13889.565187981789,0,0.0,-6944.782593990894,-6944.782593990894,6944.782593990894,0,2,0.03482795606716871
2023-06-10,13770.512499117911,0,0.0,-6885.2562495589555,-6885.2562495589555,6885.2562495589555,0,2,-0.008571376227593519
2023-06-11,13900.906448056874,0,0.0,-6950.453224028437,-6950.453224028437,6950.453224028437,0,2,0.009469070156053805
2023-06-12,14017.883884598194,0,0.0,-7008.941942299097,-7008.941942299097,7008.941942299097,0,2,0.008415094150761027
2023-06-13,14017.883884598194,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-06-14,14017.883884598194,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-06-15,14017.883884598194,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-06-16,14017.883884598194,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-06-17,14017.883884598194,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-06-18,14017.883884598194,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-06-19,14017.883884598194,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-06-20,13723.878064922921,0,0.0,-6861.939032461461,-6861.939032461461,6861.939032461461,0,2,-0.020973623557996812
2023-06-21,13742.942912425075,0,0.0,-6871.471456212537,-6871.471456212537,6871.471456212537,0,2,0.001389173483760553
2023-06-22,13486.028014148953,0,0.0,-6743.0140070744765,-6743.0140070744765,6743.0140070744765,0,2,-0.01869431459573656
2023-06-23,13469.86351212753,0,0.0,-6734.931756063765,-6734.931756063765,6734.931756063765,0,2,-0.001198611036879349
2023-06-24,13433.472831723213,0,0.0,-6716.7364158616065,-6716.7364158616065,6716.7364158616065,0,2,-0.002701636907571636
2023-06-25,13518.295833932862,0,0.0,-6759.147916966431,-6759.147916966431,6759.147916966431,0,2,0.006314301839308367
2023-06-26,13142.668267543004,0,0.0,-6571.334133771502,-6571.334133771502,6571.334133771502,0,2,-0.02778660646314446
2023-06-27,13602.314716406656,0,0.0,-6801.157358203328,-6801.157358203328,6801.157358203328,0,1,0.03497360197386934
2023-06-28,13522.56823908884,0,0.0,-6761.28411954442,-6761.28411954442,6761.28411954442,0,1,-0.005862713735157787
2023-06-29,13421.98529809905,0,0.0,-6710.992649049525,-6710.992649049525,6710.992649049525,0,1,-0.007438153700643935
2023-06-30,13094.292711741506,0,0.0,-6547.146355870753,-6547.146355870753,6547.146355870753,0,1,-0.024414613716195688
2023-07-01,13312.724524920062,0,0.0,-6656.362262460031,-6656.362262460031,6656.362262460031,0,1,0.016681451834560823
2023-07-02,13069.880254115791,0,0.0,-6534.940127057896,-6534.940127057896,6534.940127057896,0,1,-0.018241515502682493
2023-07-03,13292.477952942812,0,0.0,-6646.238976471406,-6646.238976471406,6646.238976471406,0,1,0.017031349522649508
2023-07-04,13270.477739533255,0,6635.238869766627,0.0,6635.238869766627,6635.238869766627,3,0,-0.0016550874477611055
2023-07-05,13021.457695085073,0,6510.728847542537,0.0,6510.728847542537,6510.728847542537,3,0,-0.0187649645578577
2023-07-06,13023.058472467392,0,6511.529236233696,0.0,6511.529236233696,6511.529236233696,3,0,0.00012293380816519317
2023-07-07,13010.601109761326,0,6505.300554880663,0.0,6505.300554880663,6505.300554880663,3,0,-0.0009565619882919707
2023-07-08,12933.641309318074,0,6466.820654659037,0.0,6466.820654659037,6466.820654659037,3,0,-0.005915161013238079
2023-07-09,12889.221242194106,0,6444.610621097053,0.0,6444.610621097053,6444.610621097053,3,0,-0.003434459489143671
2023-07-10,12978.640017043004,0,6489.320008521502,0.0,6489.320008521502,6489.320008521502,3,0,0.0069374846756589115
2023-07-11,12985.695036615436,0,6492.847518307718,0.0,6492.847518307718,6492.847518307718,3,0,0.0005435869677536953
2023-07-12,14252.24181528122,0,7126.12090764061,0.0,7126.12090764061,7126.12090764061,3,0,0.09753399992026113
2023-07-13,13822.558663045427,0,6911.279331522714,0.0,6911.279331522714,6911.279331522714,3,0,-0.030148460698659174
2023-07-14,13793.06271629158,0,6896.53135814579,0.0,6896.53135814579,6896.53135814579,3,0,-0.0021338991913779637
2023-07-15,13773.73041032759,0,6886.865205163795,0.0,6886.865205163795,6886.865205163795,3,0,-0.0014015963213998006
2023-07-16,13760.186046592968,0,6880.093023296484,0.0,6880.093023296484,6880.093023296484,3,0,-0.0009833475268592462
2023-07-17,13683.339747095215,0,6841.6698735476075,0.0,6841.6698735476075,6841.6698735476075,3,0,-0.005584684628357928
2023-07-18,13683.339747095215,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-07-19,13683.339747095215,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-07-20,13683.339747095215,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-07-21,13683.339747095215,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-07-22,13683.339747095215,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-07-23,13683.339747095215,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-07-24,13683.339747095215,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-07-25,13763.504439234352,0,6881.752219617176,0.0,6881.752219617176,6881.752219617176,1,0,0.005858561843876897
2023-07-26,13769.668122780846,0,6884.834061390423,0.0,6884.834061390423,6884.834061390423,1,0,0.00044782806397214436
2023-07-27,13781.984466067892,0,6890.992233033946,0.0,6890.992233033946,6890.992233033946,1,0,0.0008944546213622839
2023-07-28,13812.706729318787,0,6906.353364659393,0.0,6906.353364659393,6906.353364659393,1,0,0.0022291610708555787
2023-07-29,13669.91860743602,0,6834.95930371801,0.0,6834.95930371801,6834.95930371801,1,0,-0.010337446865478217
2023-07-30,13676.12374567766,0,6838.06187283883,0.0,6838.06187283883,6838.06187283883,1,0,0.0004539264950900179
2023-07-31,13768.573038565302,0,6884.286519282651,0.0,6884.286519282651,6884.286519282651,1,0,0.0067599046781703365
2023-08-01,13625.339839353006,0,6812.669919676503,0.0,6812.669919676503,6812.669919676503,1,0,-0.010402908043637082
2023-08-02,13448.705169411349,0,6724.352584705674,0.0,6724.352584705674,6724.352584705674,1,0,-0.012963689128068334
2023-08-03,13340.604501941405,0,6670.3022509707025,0.0,6670.3022509707025,6670.3022509707025,1,0,-0.008037998164746374
2023-08-04,13340.604501941405,0,6670.3022509707025,0.0,6670.3022509707025,6670.3022509707025,1,0,0.0
2023-08-05,13315.120985745936,0,6657.560492872968,0.0,6657.560492872968,6657.560492872968,1,0,-0.0019102219986928404
2023-08-06,13372.213326512687,0,6686.106663256343,0.0,6686.106663256343,6686.106663256343,1,0,0.004287782351198199
2023-08-07,13541.33230042694,0,6770.66615021347,0.0,6770.66615021347,6770.66615021347,1,0,0.012647044268950358
2023-08-08,14284.45439517041,0,7142.227197585205,0.0,7142.227197585205,7142.227197585205,1,0,0.054878063565432234
2023-08-09,15436.26814503562,0,7718.13407251781,0.0,7718.13407251781,7718.13407251781,1,0,0.08063407379806109
2023-08-10,14683.346158233795,0,7341.6730791168975,0.0,7341.6730791168975,7341.6730791168975,1,0,-0.048776166605007276
2023-08-11,14349.576270361722,0,7174.788135180861,0.0,7174.788135180861,7174.788135180861,1,0,-0.02273118703837884
2023-08-12,13850.593183417828,0,6925.296591708914,0.0,6925.296591708914,6925.296591708914,1,0,-0.03477336734845027
2023-08-13,13734.524043152758,0,6867.262021576379,0.0,6867.262021576379,6867.262021576379,1,0,-0.008380084428732615
2023-08-14,12978.669188603164,0,6489.334594301582,0.0,6489.334594301582,6489.334594301582,1,0,-0.05503320334761941
2023-08-15,12790.764643502976,0,6395.382321751488,0.0,6395.382321751488,6395.382321751488,1,0,-0.014477951658186217
2023-08-16,12086.864591629417,0,6043.432295814709,0.0,6043.432295814709,6043.432295814709,1,0,-0.05503189773967909
2023-08-17,12263.525764254038,0,6131.762882127019,0.0,6131.762882127019,6131.762882127019,1,0,0.014615963576440238
2023-08-18,12633.309834797645,0,6316.654917398822,0.0,6316.654917398822,6316.654917398822,1,0,0.030153161305491727
2023-08-19,12919.31502480294,0,6459.65751240147,0.0,6459.65751240147,6459.65751240147,1,0,0.02263897535525583
2023-08-20,12670.74710169006,0,6335.37355084503,0.0,6335.37355084503,6335.37355084503,1,0,-0.019240023378613413
2023-08-21,12455.996132267057,0,6227.9980661335285,0.0,6227.9980661335285,6227.9980661335285,1,0,-0.016948564098036356
2023-08-22,12374.04692470651,0,0.0,-6187.023462353255,-6187.023462353255,6187.023462353255,0,2,-0.006579097062197947
2023-08-23,12424.945384548379,0,0.0,-6212.472692274189,-6212.472692274189,6212.472692274189,0,2,0.004113323648404998
2023-08-24,12513.386492175821,0,0.0,-6256.693246087911,-6256.693246087911,6256.693246087911,0,2,0.0071180278778069095
2023-08-25,12538.784793532326,0,0.0,-6269.392396766163,-6269.392396766163,6269.392396766163,0,2,0.0020296904736687438
2023-08-26,12542.304946848215,0,0.0,-6271.1524734241075,-6271.1524734241075,6271.1524734241075,0,2,0.00028074118615584176
2023-08-27,12375.989261079658,0,0.0,-6187.994630539829,-6187.994630539829,6187.994630539829,0,2,-0.013260376499644178
2023-08-28,12268.24397322559,0,0.0,-6134.121986612795,-6134.121986612795,6134.121986612795,0,2,-0.008705993967925263
2023-08-29,12121.297603508998,0,6060.648801754499,-6060.648801754499,0.0,12121.297603508998,1,2,-0.01197778345762357
2023-08-30,12113.251227858862,0,6056.625613929431,-6056.625613929431,0.0,12113.251227858862,1,2,-0.000663821309676127
2023-08-31,12239.089050508217,0,6119.5445252541085,-6119.5445252541085,0.0,12239.089050508217,1,2,0.01038844322488286
2023-09-01,12168.401997722853,0,6084.200998861426,-6084.200998861426,0.0,12168.401997722853,1,2,-0.005775515848741142
2023-09-02,12015.979164359882,0,6007.989582179941,-6007.989582179941,0.0,12015.979164359882,1,2,-0.012526117512512758
2023-09-03,12522.685685080589,0,6261.342842540294,-6261.342842540294,0.0,12522.685685080589,1,2,0.0421693907579026
2023-09-04,12316.888768547948,0,6158.444384273974,-6158.444384273974,0.0,12316.888768547948,1,2,-0.016433928129157338
2023-09-05,12414.387034318679,0,6207.1935171593395,-6207.1935171593395,0.0,12414.387034318679,1,3,0.007915819295186033
2023-09-06,12259.45401668024,0,6129.72700834012,-6129.72700834012,0.0,12259.45401668024,1,3,-0.012480118205606017
2023-09-07,12243.800333153147,0,6121.900166576574,-6121.900166576574,0.0,12243.800333153147,1,3,-0.0012768662866873282
2023-09-08,12047.40736888696,0,6023.70368444348,-6023.70368444348,0.0,12047.40736888696,1,3,-0.01604019658295186
2023-09-09,11895.538384531592,0,5947.769192265796,-5947.769192265796,0.0,11895.538384531592,1,3,-0.012605947462818956
2023-09-10,12116.187971454847,0,6058.093985727423,-6058.093985727423,0.0,12116.187971454847,1,3,0.01854893656685408
2023-09-11,12363.282064572411,0,6181.641032286206,-6181.641032286206,0.0,12363.282064572411,1,3,0.020393715721455097
2023-09-12,12432.22561903657,0,6216.112809518285,-6216.112809518285,0.0,12432.22561903657,3,1,0.005576476707727984
2023-09-13,12456.98614217197,0,6228.493071085985,-6228.493071085985,0.0,12456.98614217197,3,1,0.0019916404265931664
2023-09-14,12607.647182514502,0,6303.823591257251,-6303.823591257251,0.0,12607.647182514502,3,1,0.012094501721606754
2023-09-15,12585.507240476518,0,6292.753620238259,-6292.753620238259,0.0,12585.507240476518,3,1,-0.0017560724628057356
2023-09-16,12390.851728434696,0,6195.425864217348,-6195.425864217348,0.0,12390.851728434696,3,1,-0.015466640185608505
2023-09-17,12559.134162646078,0,6279.567081323039,-6279.567081323039,0.0,12559.134162646078,3,1,0.013581183755528636
2023-09-18,12618.781111269132,0,6309.390555634566,-6309.390555634566,0.0,12618.781111269132,3,1,0.004749288275019747
2023-09-19,12578.273018592323,0,6289.136509296161,0.0,6289.136509296161,6289.136509296161,2,0,-0.003210143065294435
2023-09-20,12428.184118943982,0,6214.092059471991,0.0,6214.092059471991,6214.092059471991,2,0,-0.011932393216977366
2023-09-21,12466.173960187369,0,6233.086980093684,0.0,6233.086980093684,6233.086980093684,2,0,0.0030567491501416466
2023-09-22,12467.677413174973,0,6233.838706587487,0.0,6233.838706587487,6233.838706587487,2,0,0.00012060259967539011
2023-09-23,12413.09583434195,0,6206.547917170975,0.0,6206.547917170975,6206.547917170975,2,0,-0.004377846572718114
2023-09-24,12401.460492723627,0,6200.730246361813,0.0,6200.730246361813,6200.730246361813,2,0,-0.0009373440577274961
2023-09-25,12365.228420278196,0,6182.614210139098,0.0,6182.614210139098,6182.614210139098,2,0,-0.002921597215641669
2023-09-26,12309.133552215973,0,6154.566776107987,-6154.566776107987,0.0,12309.133552215973,3,1,-0.0045365007548288094
2023-09-27,12317.194216724047,0,6158.597108362023,-6158.597108362023,0.0,12317.194216724047,3,1,0.0006548523073439672
2023-09-28,12479.020900490032,0,6239.510450245016,-6239.510450245016,0.0,12479.020900490032,3,1,0.013138274912176007
2023-09-29,12605.89420186074,0,6302.94710093037,-6302.94710093037,0.0,12605.89420186074,3,1,0.010166927548436622
2023-09-30,12676.988289702676,0,6338.494144851338,-6338.494144851338,0.0,12676.988289702676,3,1,0.005639749684036133
2023-10-01,12568.868572780666,0,6284.434286390333,-6284.434286390333,0.0,12568.868572780666,3,1,-0.008528817290920254
2023-10-02,12366.732690949364,0,6183.366345474682,-6183.366345474682,0.0,12366.732690949364,3,1,-0.016082265532559537
2023-10-03,12325.014949813954,0,6162.507474906977,-6162.507474906977,0.0,12325.014949813954,2,2,-0.0033733842380163637
2023-10-04,12494.078290686346,0,6247.039145343173,-6247.039145343173,0.0,12494.078290686346,2,2,0.013717090126121434
