date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,daily_return
2023-10-05,12406.157217987025,0,6203.078608993513,-6203.078608993513,0.0,12406.157217987025,2,2,-0.007037019510663822
2023-10-06,12399.356835282228,0,6199.678417641114,-6199.678417641114,0.0,12399.356835282228,2,2,-0.0005481457783670374
2023-10-07,12315.111128434233,0,6157.555564217117,-6157.555564217117,0.0,12315.111128434233,2,2,-0.006794361027523177
2023-10-08,12333.179946381282,0,6166.589973190641,-6166.589973190641,0.0,12333.179946381282,2,2,0.0014672070563237494
2023-10-09,12298.063154795082,0,6149.031577397541,-6149.031577397541,0.0,12298.063154795082,2,2,-0.0028473428376842858
2023-10-10,12191.07649488974,0,6095.53824744487,0.0,6095.53824744487,6095.53824744487,2,0,-0.0086994723119167
2023-10-11,12199.219542860877,0,6099.609771430439,0.0,6099.609771430439,6099.609771430439,2,0,0.0006679515114642598
2023-10-12,12207.43247239788,0,6103.71623619894,0.0,6103.71623619894,6103.71623619894,2,0,0.0006732340137127757
2023-10-13,12247.499530898975,0,6123.749765449487,0.0,6123.749765449487,6123.749765449487,2,0,0.003282185553079131
2023-10-14,12326.7966814042,0,6163.3983407021,0.0,6163.3983407021,6163.3983407021,2,0,0.006474558362314475
2023-10-15,12401.976238099422,0,6200.988119049711,0.0,6200.988119049711,6200.988119049711,2,0,0.006098872126984567
2023-10-16,12247.356122409314,0,6123.678061204657,0.0,6123.678061204657,6123.678061204657,2,0,-0.012467377192282303
2023-10-17,12097.522162668874,0,6048.761081334437,-6048.761081334437,0.0,12097.522162668874,1,2,-0.012233984073206194
2023-10-18,12052.308437807102,0,6026.154218903551,-6026.154218903551,0.0,12052.308437807102,1,2,-0.0037374368282866444
2023-10-19,12046.511293048838,0,6023.255646524419,-6023.255646524419,0.0,12046.511293048838,1,2,-0.0004809987056154652
2023-10-20,12027.482227429198,0,6013.741113714599,-6013.741113714599,0.0,12027.482227429198,1,2,-0.001579632904226802
2023-10-21,11979.641219134226,0,5989.820609567113,-5989.820609567113,0.0,11979.641219134226,1,2,-0.003977641154677247
2023-10-22,11988.977767580203,0,5994.488883790102,-5994.488883790102,0.0,11988.977767580203,1,2,0.0007793679522776209
2023-10-23,12061.410162270962,0,6030.705081135481,-6030.705081135481,0.0,12061.410162270962,1,2,0.006041582201163687
2023-10-24,11993.41176915977,0,0.0,-5996.705884579885,-5996.705884579885,5996.705884579885,0,2,-0.005637681846182185
2023-10-25,12095.058639994373,0,0.0,-6047.529319997187,-6047.529319997187,6047.529319997187,0,2,0.008475225631457306
2023-10-26,12156.463255625215,0,0.0,-6078.231627812607,-6078.231627812607,6078.231627812607,0,2,0.005076834884272241
2023-10-27,12019.847605746085,0,0.0,-6009.923802873042,-6009.923802873042,6009.923802873042,0,2,-0.011238108239739253
2023-10-28,11978.183099078127,0,0.0,-5989.091549539064,-5989.091549539064,5989.091549539064,0,2,-0.003466309061026629
2023-10-29,11893.63358790488,0,0.0,-5946.81679395244,-5946.81679395244,5946.81679395244,0,2,-0.0070586257092492
2023-10-30,11838.70024706821,0,0.0,-5919.350123534105,-5919.350123534105,5919.350123534105,0,2,-0.0046187181092021135
2023-10-31,11838.70024706821,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-11-01,11838.70024706821,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-11-02,11838.70024706821,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-11-03,11838.70024706821,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-11-04,11838.70024706821,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-11-05,11838.70024706821,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-11-06,11838.70024706821,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-11-07,11995.74453871802,0,0.0,-5997.87226935901,-5997.87226935901,5997.87226935901,0,1,0.01326533220474957
2023-11-08,11915.653066111501,0,0.0,-5957.826533055751,-5957.826533055751,5957.826533055751,0,1,-0.006676657071848391
2023-11-09,11911.264243420912,0,0.0,-5955.632121710456,-5955.632121710456,5955.632121710456,0,1,-0.00036832414188625595
2023-11-10,11885.008658847426,0,0.0,-5942.504329423713,-5942.504329423713,5942.504329423713,0,1,-0.002204265142383033
2023-11-11,11941.917054191921,0,0.0,-5970.958527095961,-5970.958527095961,5970.958527095961,0,1,0.00478825022160434
2023-11-12,12444.20647801727,0,0.0,-6222.103239008635,-6222.103239008635,6222.103239008635,0,1,0.04206103773338743
2023-11-13,12389.341885558197,0,0.0,-6194.670942779098,-6194.670942779098,6194.670942779098,0,1,-0.004408846201321981
2023-11-14,12997.19459583321,0,6498.597297916605,0.0,6498.597297916605,6498.597297916605,1,0,0.04906255036706719
2023-11-15,12698.140950034089,0,6349.070475017044,0.0,6349.070475017044,6349.070475017044,1,0,-0.02300909196935441
2023-11-16,12716.800979557076,0,6358.400489778538,0.0,6358.400489778538,6358.400489778538,1,0,0.0014695087726945832
2023-11-17,12636.997194196065,0,6318.498597098032,0.0,6318.498597098032,6318.498597098032,1,0,-0.006275460745929773
2023-11-18,12912.556788558793,0,6456.278394279397,0.0,6456.278394279397,6456.278394279397,1,0,0.0218057810829686
2023-11-19,12949.188253603665,0,6474.594126801832,0.0,6474.594126801832,6474.594126801832,1,0,0.0028368870429540394
2023-11-20,12067.596886071844,0,6033.798443035922,0.0,6033.798443035922,6033.798443035922,1,0,-0.06808082099559254
2023-11-21,12694.546463828434,0,6347.273231914217,0.0,6347.273231914217,6347.273231914217,2,0,0.05195314225984804
2023-11-22,12781.559540685943,0,6390.7797703429715,0.0,6390.7797703429715,6390.7797703429715,2,0,0.006854366723966221
2023-11-23,13063.384597383434,0,6531.692298691717,0.0,6531.692298691717,6531.692298691717,2,0,0.022049348187941575
2023-11-24,12989.756357907883,0,6494.878178953942,0.0,6494.878178953942,6494.878178953942,2,0,-0.0056362299468928345
2023-11-25,12679.955598159879,0,6339.977799079939,0.0,6339.977799079939,6339.977799079939,2,0,-0.023849620517278236
2023-11-26,12489.096708705654,0,6244.548354352827,0.0,6244.548354352827,6244.548354352827,2,0,-0.015052015598691959
2023-11-27,12572.420364051792,0,6286.210182025896,0.0,6286.210182025896,6286.210182025896,2,0,0.006671711917168199
2023-11-28,12674.843616878305,0,6337.421808439152,-6337.421808439152,0.0,12674.843616878305,1,1,0.008146661490843199
2023-11-29,12625.491732694569,0,6312.745866347284,-6312.745866347284,0.0,12625.491732694569,1,1,-0.0038936878178139622
2023-11-30,12716.76154076622,0,6358.38077038311,-6358.38077038311,0.0,12716.76154076622,1,1,0.007229010164832017
2023-12-01,12816.550122133736,0,6408.275061066868,-6408.275061066868,0.0,12816.550122133736,1,1,0.007847012075175241
2023-12-02,12723.59688820344,0,6361.79844410172,-6361.79844410172,0.0,12723.59688820344,1,1,-0.007252593954263031
2023-12-03,12706.715657967992,0,6353.357828983996,-6353.357828983996,0.0,12706.715657967992,1,1,-0.001326765566669108
2023-12-04,12625.07239665203,0,6312.536198326015,-6312.536198326015,0.0,12625.07239665203,1,1,-0.0064252056560946125
2023-12-05,12439.59104298927,0,6219.795521494635,0.0,6219.795521494635,6219.795521494635,1,0,-0.014691508122515629
2023-12-06,12492.357387214577,0,6246.178693607289,0.0,6246.178693607289,6246.178693607289,1,0,0.004241806988907859
2023-12-07,12757.092954986703,0,6378.546477493352,0.0,6378.546477493352,6378.546477493352,1,0,0.02119180228089479
2023-12-08,13658.668077035778,0,6829.334038517889,0.0,6829.334038517889,6829.334038517889,1,0,0.07067245846920422
2023-12-09,13180.2016830405,0,6590.10084152025,0.0,6590.10084152025,6590.10084152025,1,0,-0.035030238036146466
2023-12-10,12703.756508891602,0,6351.878254445801,0.0,6351.878254445801,6351.878254445801,1,0,-0.03614854959025082
2023-12-11,12856.361524669357,0,6428.180762334679,0.0,6428.180762334679,6428.180762334679,1,0,0.012012589793494843
2023-12-12,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-13,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-14,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-15,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-16,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-17,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-18,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-19,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-20,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-21,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-22,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-23,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-24,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-25,12856.361524669357,0,0.0,0.0,0.0,0.0,0,0,0.0
2023-12-26,12851.03708175272,0,0.0,-6425.51854087636,-6425.51854087636,6425.51854087636,0,2,-0.00041414850589105434
2023-12-27,12872.179638555457,0,0.0,-6436.089819277729,-6436.089819277729,6436.089819277729,0,2,0.0016452023808068983
2023-12-28,13058.83226308538,0,0.0,-6529.41613154269,-6529.41613154269,6529.41613154269,0,2,0.014500467657462712
2023-12-29,13048.65818071784,0,0.0,-6524.32909035892,-6524.32909035892,6524.32909035892,0,2,-0.0007790958764589684
2023-12-30,13031.035621836612,0,0.0,-6515.517810918306,-6515.517810918306,6515.517810918306,0,2,-0.0013505265167624847
2023-12-31,12407.465919064329,0,0.0,-6203.732959532164,-6203.732959532164,6203.732959532164,0,2,-0.04785265890359036
2024-01-01,12407.465919064329,0,0.0,-6203.732959532164,-6203.732959532164,6203.732959532164,0,2,0.0
