date,symbol,trade_type,old_weight,new_weight,weight_change
2025-02-03,ETH/USDC:USDC,ENTER_SHORT,0.0,-0.5,-0.5
2025-02-09,ETH/USDC:USDC,EXIT_SHORT,-0.5,0.0,0.5
2025-02-28,ETH/USDC:USDC,ENTER_SHORT,0.0,-0.5,-0.5
2025-03-05,UBTC/USDC,ENTER_SHORT,0.0,-0.02934421652283075,-0.02934421652283075
2025-03-05,ETH/USDC:USDC,REBALANCE_SHORT,-0.5,-0.4706557834771693,0.0293442165228307
2025-03-06,UBTC/USDC,EXIT_SHORT,-0.02934421652283075,0.0,0.02934421652283075
2025-03-06,ETH/USDC:USDC,REBALANCE_SHORT,-0.4706557834771693,-0.5,-0.0293442165228307
2025-03-10,UBTC/USDC,ENTER_SHORT,0.0,-0.018449449484613946,-0.018449449484613946
2025-03-10,ETH/USDC:USDC,REBALANCE_SHORT,-0.5,-0.2788578149200833,0.22114218507991668
2025-03-10,SOL/USDC:USDC,ENTER_SHORT,0.0,-0.20269273559530276,-0.20269273559530276
2025-03-11,UBTC/USDC,REBALANCE_SHORT,-0.018449449484613946,-0.018663840831009748,-0.0002143913463958022
2025-03-11,ETH/USDC:USDC,REBALANCE_SHORT,-0.2788578149200833,-0.2794501779051269,-0.0005923629850435597
2025-03-11,SOL/USDC:USDC,REBALANCE_SHORT,-0.20269273559530276,-0.2018859812638634,0.0008067543314393688
2025-03-12,ETH/USDC:USDC,REBALANCE_SHORT,-0.2794501779051269,-0.27999842246822143,-0.0005482445630945465
2025-03-12,SOL/USDC:USDC,REBALANCE_SHORT,-0.2018859812638634,-0.20136213704141884,0.0005238442224445583
2025-03-14,ETH/USDC:USDC,REBALANCE_SHORT,-0.28000437940749284,-0.2848829351885302,-0.0048785557810373525
2025-03-14,SOL/USDC:USDC,REBALANCE_SHORT,-0.2013476668460294,-0.19644805927976325,0.004899607566266145
2025-03-16,UBTC/USDC,REBALANCE_SHORT,-0.018718398864162388,-0.23320810510607076,-0.21448970624190838
2025-03-16,ETH/USDC:USDC,REBALANCE_SHORT,-0.28482956733828474,-0.1585498766876279,0.12627969065065683
2025-03-16,SOL/USDC:USDC,REBALANCE_SHORT,-0.19645203379755283,-0.10824201820630135,0.08821001559125148
2025-03-17,UBTC/USDC,EXIT_SHORT,-0.23320810510607076,0.0,0.23320810510607076
2025-03-17,ETH/USDC:USDC,EXIT_SHORT,-0.1585498766876279,0.0,0.1585498766876279
2025-03-17,SOL/USDC:USDC,EXIT_SHORT,-0.10824201820630135,0.0,0.10824201820630135
2025-04-03,ETH/USDC:USDC,ENTER_SHORT,0.0,-0.3284480509000943,-0.3284480509000943
2025-04-03,HYPE/USDC:USDC,ENTER_SHORT,0.0,-0.1715519490999057,-0.1715519490999057
2025-04-04,ETH/USDC:USDC,REBALANCE_SHORT,-0.3284480509000943,-0.33082592009990563,-0.002377869199811311
2025-04-04,HYPE/USDC:USDC,REBALANCE_SHORT,-0.1715519490999057,-0.1691740799000943,0.0023778691998113943
2025-04-05,ETH/USDC:USDC,REBALANCE_SHORT,-0.33082592009990563,-0.32694888611622236,0.0038770339836832757
2025-04-05,HYPE/USDC:USDC,REBALANCE_SHORT,-0.1691740799000943,-0.17305111388377756,-0.003877033983683248
2025-04-06,HYPE/USDC:USDC,REBALANCE_SHORT,-0.17305111388377756,-0.1206476483045722,0.05240346557920536
2025-04-06,ETH/USDC:USDC,REBALANCE_SHORT,-0.32694888611622236,-0.20677268450642725,0.12017620160979511
2025-04-06,SOL/USDC:USDC,ENTER_SHORT,0.0,-0.17257966718900056,-0.17257966718900056
2025-04-07,HYPE/USDC:USDC,REBALANCE_SHORT,-0.1206476483045722,-0.07165408550253595,0.04899356280203625
2025-04-07,UBTC/USDC,ENTER_SHORT,0.0,-0.18996824186566916,-0.18996824186566916
2025-04-07,ETH/USDC:USDC,REBALANCE_SHORT,-0.20677268450642725,-0.13095103513030903,0.07582164937611821
2025-04-07,SOL/USDC:USDC,REBALANCE_SHORT,-0.17257966718900056,-0.10742663750148586,0.0651530296875147
2025-04-08,UBTC/USDC,REBALANCE_SHORT,-0.18996824186566916,-0.19395513032276418,-0.0039868884570950225
2025-04-08,ETH/USDC:USDC,REBALANCE_SHORT,-0.13095103513030903,-0.1306532129263661,0.00029782220394292125
2025-04-08,SOL/USDC:USDC,REBALANCE_SHORT,-0.10742663750148586,-0.10660776915647484,0.0008188683450110201
2025-04-08,HYPE/USDC:USDC,REBALANCE_SHORT,-0.07165408550253595,-0.06878388759439485,0.002870197908141095
2025-04-09,UBTC/USDC,REBALANCE_SHORT,-0.19395513032276418,-0.1914549412531705,0.002500189069593678
2025-04-09,ETH/USDC:USDC,REBALANCE_SHORT,-0.1306532129263661,-0.1290866844378072,0.001566528488558927
2025-04-09,SOL/USDC:USDC,REBALANCE_SHORT,-0.10660776915647484,-0.10968231025524856,-0.0030745410987737254
2025-04-09,HYPE/USDC:USDC,REBALANCE_SHORT,-0.06878388759439485,-0.06977606405377379,-0.000992176459378935
2025-04-10,UBTC/USDC,REBALANCE_SHORT,-0.1914549412531705,-0.19730906295188047,-0.005854121698709969
2025-04-10,ETH/USDC:USDC,REBALANCE_SHORT,-0.1290866844378072,-0.12276127205255027,0.006325412385256912
2025-04-10,SOL/USDC:USDC,REBALANCE_SHORT,-0.10968231025524856,-0.1103313467718109,-0.0006490365165623402
2025-04-10,HYPE/USDC:USDC,REBALANCE_SHORT,-0.06977606405377379,-0.06959831822375838,0.00017774583001541056
2025-04-11,UBTC/USDC,REBALANCE_SHORT,-0.19730906295188047,-0.1946890060401176,0.002620056911762869
2025-04-11,ETH/USDC:USDC,REBALANCE_SHORT,-0.12276127205255027,-0.1251450891429568,-0.002383817090406526
2025-04-11,SOL/USDC:USDC,REBALANCE_SHORT,-0.1103313467718109,-0.10977207316146916,0.0005592736103417484
2025-04-11,HYPE/USDC:USDC,REBALANCE_SHORT,-0.06959831822375838,-0.07039383165545646,-0.0007955134316980778
2025-04-12,UBTC/USDC,REBALANCE_SHORT,-0.1946890060401176,-0.19821735808410784,-0.0035283520439902405
2025-04-12,ETH/USDC:USDC,REBALANCE_SHORT,-0.1251450891429568,-0.12361741607447904,0.0015276730684777584
2025-04-12,SOL/USDC:USDC,REBALANCE_SHORT,-0.10977207316146916,-0.10651467017782867,0.003257402983640481
2025-04-12,HYPE/USDC:USDC,REBALANCE_SHORT,-0.07039383165545646,-0.0716505556635844,-0.0012567240081279435
2025-04-13,HYPE/USDC:USDC,EXIT_SHORT,-0.0716505556635844,0.0,0.0716505556635844
2025-04-13,UBTC/USDC,EXIT_SHORT,-0.19821735808410784,0.0,0.19821735808410784
2025-04-13,ETH/USDC:USDC,REBALANCE_SHORT,-0.12361741607447904,-0.5,-0.37638258392552093
2025-04-13,SOL/USDC:USDC,EXIT_SHORT,-0.10651467017782867,0.0,0.10651467017782867
2025-04-15,ETH/USDC:USDC,EXIT_SHORT,-0.5,0.0,0.5
2025-05-22,BTC/USDC:USDC,ENTER_LONG,0.0,0.5,0.5
2025-05-23,HYPE/USDC:USDC,ENTER_LONG,0.0,0.10834251935437081,0.10834251935437081
2025-05-23,HYPE/USDC,ENTER_LONG,0.0,0.10936272037781991,0.10936272037781991
2025-05-23,BTC/USDC:USDC,REBALANCE_LONG,0.5,0.28229476026780925,-0.21770523973219075
2025-05-24,HYPE/USDC,REBALANCE_LONG,0.10936272037781991,0.10890832107709993,-0.0004543993007199848
2025-05-24,BTC/USDC:USDC,REBALANCE_LONG,0.28229476026780925,0.28318625358699395,0.0008914933191846997
2025-05-24,HYPE/USDC:USDC,REBALANCE_LONG,0.10834251935437081,0.10790542533590616,-0.00043709401846464546
2025-05-25,HYPE/USDC,REBALANCE_LONG,0.10890832107709993,0.10607644108298991,-0.002831879994110012
2025-05-25,BTC/USDC:USDC,REBALANCE_LONG,0.28318625358699395,0.28883526284752464,0.005649009260530691
2025-05-25,HYPE/USDC:USDC,REBALANCE_LONG,0.10790542533590616,0.10508829606948543,-0.0028171292664207342
2025-05-26,HYPE/USDC,REBALANCE_LONG,0.10607644108298991,0.10459583070586415,-0.0014806103771257684
2025-05-26,BTC/USDC:USDC,REBALANCE_LONG,0.28883526284752464,0.2916341443370104,0.0027988814894857605
2025-05-26,HYPE/USDC:USDC,REBALANCE_LONG,0.10508829606948543,0.10377002495712548,-0.0013182711123599505
2025-05-27,HYPE/USDC,REBALANCE_LONG,0.10459583070586415,0.1039474696748897,-0.0006483610309744453
2025-05-27,BTC/USDC:USDC,REBALANCE_LONG,0.2916341443370104,0.2929004451276836,0.0012663007906731916
2025-05-27,HYPE/USDC:USDC,REBALANCE_LONG,0.10377002495712548,0.10315208519742668,-0.0006179397596988018
2025-05-28,HYPE/USDC,REBALANCE_LONG,0.1039474696748897,0.2509991592476272,0.1470516895727375
2025-05-28,BTC/USDC:USDC,EXIT_LONG,0.2929004451276836,0.0,-0.2929004451276836
2025-05-28,HYPE/USDC:USDC,REBALANCE_LONG,0.10315208519742668,0.24900084075237278,0.14584875555494609
2025-05-29,HYPE/USDC:USDC,REBALANCE_LONG,0.24900084075237278,0.24923665340991458,0.0002358126575418007
2025-05-29,HYPE/USDC,REBALANCE_LONG,0.2509991592476272,0.2507633465900854,-0.0002358126575418007
2025-06-01,HYPE/USDC:USDC,EXIT_LONG,0.2493630905461985,0.0,-0.2493630905461985
2025-06-01,HYPE/USDC,EXIT_LONG,0.25063690945380146,0.0,-0.25063690945380146
2025-06-10,HYPE/USDC:USDC,ENTER_LONG,0.0,0.24939338338601694,0.24939338338601694
2025-06-10,HYPE/USDC,ENTER_LONG,0.0,0.2506066166139831,0.2506066166139831
2025-06-20,HYPE/USDC:USDC,REBALANCE_LONG,0.2495074141465522,0.24965802167686071,0.00015060753030851637
2025-06-20,HYPE/USDC,REBALANCE_LONG,0.25049258585344786,0.25034197832313926,-0.00015060753030859964
2025-06-22,HYPE/USDC:USDC,EXIT_LONG,0.2495927301102339,0.0,-0.2495927301102339
2025-06-22,HYPE/USDC,EXIT_LONG,0.2504072698897661,0.0,-0.2504072698897661
2025-07-10,BTC/USDC:USDC,ENTER_LONG,0.0,0.5,0.5
2025-07-11,HYPE/USDC:USDC,ENTER_LONG,0.0,0.10533333422011878,0.10533333422011878
2025-07-11,HYPE/USDC,ENTER_LONG,0.0,0.10488021306390359,0.10488021306390359
2025-07-11,BTC/USDC:USDC,REBALANCE_LONG,0.5,0.2897864527159776,-0.21021354728402242
2025-07-12,HYPE/USDC,REBALANCE_LONG,0.10488021306390359,0.10146376539276204,-0.003416447671141548
2025-07-12,BTC/USDC:USDC,REBALANCE_LONG,0.2897864527159776,0.29656647641907585,0.00678002370309827
2025-07-12,HYPE/USDC:USDC,REBALANCE_LONG,0.10533333422011878,0.10196975818816208,-0.003363576031956708
2025-07-13,HYPE/USDC,REBALANCE_LONG,0.10146376539276204,0.10208553205643356,0.0006217666636715163
2025-07-13,BTC/USDC:USDC,REBALANCE_LONG,0.29656647641907585,0.29533197733915395,-0.0012344990799219024
2025-07-13,HYPE/USDC:USDC,REBALANCE_LONG,0.10196975818816208,0.10258249060441249,0.0006127324162504139
2025-07-14,HYPE/USDC,REBALANCE_LONG,0.10208553205643356,0.10280550088463587,0.0007199688282023137
2025-07-14,BTC/USDC:USDC,REBALANCE_LONG,0.29533197733915395,0.29374728517021775,-0.001584692168936197
2025-07-14,HYPE/USDC:USDC,REBALANCE_LONG,0.10258249060441249,0.10344721394514639,0.0008647233407338972
