date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_dw_long,avg_dw_short,btc_5d_pct,regime,daily_return
2020-03-25,10359.795294497553,0,5179.897647248777,0,5179.897647248777,5179.897647248777,2,0,2.483268425870074,,,,
2020-03-26,10145.838351693452,0,5072.919175846726,0,5072.919175846726,5072.919175846726,2,0,2.4748798863914683,,,,-0.02065262263606127
2020-03-27,10166.028084854259,0,5083.014042427129,0,5083.014042427129,5083.014042427129,2,0,2.464412900455471,,,,0.001989952181471244
2020-03-28,9817.255376605266,0,4908.627688302633,0,4908.627688302633,4908.627688302633,2,0,2.4860359017530484,,,,-0.0343076671968483
2020-03-29,10087.50670790998,0,5043.75335395499,0,5043.75335395499,5043.75335395499,2,0,2.4919168246529364,,,,0.02752819611362356
2020-03-30,10175.06644060202,0,5087.53322030101,0,5087.53322030101,5087.53322030101,2,0,2.4700099642722604,,,,0.008680017295391806
2020-03-31,10201.305976063317,0,5100.652988031658,0,5100.652988031658,5100.652988031658,2,0,2.489830646157853,,,,0.0025788072848931254
2020-04-01,10270.44814588156,0,5135.22407294078,0,5135.22407294078,5135.22407294078,2,0,2.4907616954926413,,,,0.006777776294572657
2020-04-02,10292.350823815164,0,5146.175411907582,0,5146.175411907582,5146.175411907582,2,0,2.4926110804799526,,,,0.0021325922318575774
2020-04-03,10353.657208736304,0,5176.828604368152,0,5176.828604368152,5176.828604368152,2,0,2.4968756198883737,,,,0.0059564997317507196
2020-04-04,10422.313003646686,0,5211.156501823343,0,5211.156501823343,5211.156501823343,2,0,2.4966954115119124,,,,0.00663106702551941
2020-04-05,11039.72487144,0,5519.86243572,0,5519.86243572,5519.86243572,2,0,2.5056873455831887,,,,0.05923942867358578
2020-04-06,10875.28319641236,0,5437.64159820618,0,5437.64159820618,5437.64159820618,2,0,2.5150240072054757,,,,-0.014895450470242544
2020-04-07,11164.06678047828,0,5582.03339023914,0,5582.03339023914,5582.03339023914,2,0,2.4488131130944373,,,,0.026554120830728056
2020-04-08,11150.666611328008,0,5575.333305664004,0,5575.333305664004,5575.333305664004,2,0,2.504366864446367,,,,-0.001200294607132224
2020-04-09,10756.328413995137,0,5378.164206997569,0,5378.164206997569,5378.164206997569,2,0,2.5006758836171175,,,,-0.035364540173074555
2020-04-10,10887.242464006335,0,5443.621232003167,0,5443.621232003167,5443.621232003167,2,0,2.5012506578028675,,,,0.01217088628875107
2020-04-11,10846.142809251054,0,5423.071404625527,0,5423.071404625527,5423.071404625527,2,0,2.4740902613372713,,,,-0.003775028882764153
2020-04-12,10789.350721934432,0,5394.675360967216,0,5394.675360967216,5394.675360967216,2,0,2.5024596995255717,,,,-0.005236155222682726
2020-04-13,10754.938951779048,0,5377.469475889524,0,5377.469475889524,5377.469475889524,2,0,2.546622903521712,,,,-0.0031894199236128795
2020-04-14,10558.639535462264,0,5279.319767731132,0,5279.319767731132,5279.319767731132,2,0,2.5682558936580904,,,,-0.018252025157642793
2020-04-15,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-16,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-17,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-18,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-19,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-20,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-21,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-22,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-23,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-24,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-25,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-26,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-27,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-28,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-29,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-04-30,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-05-01,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-05-02,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
2020-05-03,10558.639535462264,0,0.0,0,0.0,0.0,0,0,,,,,0.0
