initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,23288.61233811182,1.328861233811182,0.15888338009986547,0.40956292295580293,0.38793399303142245,-0.4185896332151911,0.5470616340181558,2094,11.71919770773639,1.9990448901623687,13.718242597898758,0.5,0.5,-1.8867395972001806e-18,1.0
