,value
initial_capital,10000.0
leverage,1.0
final_value,3834.9373774493392
total_return,-0.616506262255066
annualized_return,-0.15514617167382194
annualized_volatility,0.311962909573568
sharpe_ratio,-0.4973224922344011
sortino_ratio,-0.3881426527797317
max_drawdown,-0.6686707704830306
calmar_ratio,-0.23202176395679497
win_rate,0.14072289156626505
trading_days,2075.0
num_trades,647.0
num_long_trades,367.0
num_short_trades,280.0
avg_positions,0.6212048192771085
avg_long_positions,0.35132530120481925
avg_short_positions,0.26987951807228916
avg_r2,0.7423040424977234
avg_reversal_z_score,0.24993830579603168
avg_signal_strength,6.218501748626467
avg_slope_magnitude,432.65827353968064
