date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_spread_long,avg_spread_short
2021-05-24,9811.530891057684,0,5000.0,5000.0,0.0,10000.0,2,1,16.97877697970553,-102.70540313289959
2021-05-25,9600.256616104876,0,5000.0,5000.0,0.0,10000.0,2,1,16.97877697970553,-102.70540313289959
2021-05-26,9904.507970896006,0,5000.0,5000.0,0.0,10000.0,2,1,16.97877697970553,-102.70540313289959
2021-05-27,9547.18218235096,0,5000.0,5000.0,0.0,10000.0,2,1,16.97877697970553,-102.70540313289959
2021-05-28,9871.74907350772,0,5000.0,5000.0,0.0,10000.0,2,1,16.97877697970553,-102.70540313289959
2021-05-29,9766.938032328993,0,5000.0,5000.0,0.0,10000.0,2,1,16.97877697970553,-102.70540313289959
2021-05-30,10214.263483776449,0,5000.0,5000.0,0.0,10000.0,2,1,16.97877697970553,-102.70540313289959
2021-05-31,10220.54843778526,0,5107.1317418882245,5107.1317418882245,0.0,10214.263483776449,2,1,43.24865023883932,-95.0525595186852
2021-06-01,10012.265600308985,0,5107.1317418882245,5107.1317418882245,0.0,10214.263483776449,2,1,43.24865023883932,-95.0525595186852
2021-06-02,9820.72671782744,0,5107.1317418882245,5107.1317418882245,0.0,10214.263483776449,2,1,43.24865023883932,-95.0525595186852
2021-06-03,10010.017830311957,0,5107.1317418882245,5107.1317418882245,0.0,10214.263483776449,2,1,43.24865023883932,-95.0525595186852
2021-06-04,9983.648734738224,0,5107.1317418882245,5107.1317418882245,0.0,10214.263483776449,2,1,43.24865023883932,-95.0525595186852
2021-06-05,9954.827017517193,0,5107.1317418882245,5107.1317418882245,0.0,10214.263483776449,2,1,43.24865023883932,-95.0525595186852
2021-06-06,9390.93313432582,0,5107.1317418882245,5107.1317418882245,0.0,10214.263483776449,2,1,43.24865023883932,-95.0525595186852
2021-06-07,9976.856562919189,0,4695.466567162911,4695.46656716291,9.094947017729282e-13,9390.93313432582,2,1,64.34732359861908,-47.20104072580077
2021-06-08,10205.321139219042,0,4695.466567162911,4695.46656716291,9.094947017729282e-13,9390.93313432582,2,1,64.34732359861908,-47.20104072580077
2021-06-09,10393.051627831805,0,4695.466567162911,4695.46656716291,9.094947017729282e-13,9390.93313432582,2,1,64.34732359861908,-47.20104072580077
2021-06-10,10294.606737926468,0,4695.466567162911,4695.46656716291,9.094947017729282e-13,9390.93313432582,2,1,64.34732359861908,-47.20104072580077
2021-06-11,10239.699230744853,0,4695.466567162911,4695.46656716291,9.094947017729282e-13,9390.93313432582,2,1,64.34732359861908,-47.20104072580077
2021-06-12,10215.29110968189,0,4695.466567162911,4695.46656716291,9.094947017729282e-13,9390.93313432582,2,1,64.34732359861908,-47.20104072580077
2021-06-13,10229.12124289903,0,4695.466567162911,4695.46656716291,9.094947017729282e-13,9390.93313432582,2,1,64.34732359861908,-47.20104072580077
2021-06-14,9999.835496692614,0,5114.560621449515,5114.560621449515,0.0,10229.12124289903,2,1,100.05407772307902,-26.992544335127302
2021-06-15,10229.33175213558,0,5114.560621449515,5114.560621449515,0.0,10229.12124289903,2,1,100.05407772307902,-26.992544335127302
2021-06-16,10169.291539722002,0,5114.560621449515,5114.560621449515,0.0,10229.12124289903,2,1,100.05407772307902,-26.992544335127302
2021-06-17,9805.989323977556,0,5114.560621449515,5114.560621449515,0.0,10229.12124289903,2,1,100.05407772307902,-26.992544335127302
2021-06-18,9401.481640469368,0,5114.560621449515,5114.560621449515,0.0,10229.12124289903,2,1,100.05407772307902,-26.992544335127302
2021-06-19,9294.01661520861,0,5114.560621449515,5114.560621449515,0.0,10229.12124289903,2,1,100.05407772307902,-26.992544335127302
