date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,expected_funding_daily,daily_return,log_return
2020-02-20,9827.722298700091,1,0,0.5,0.0,0.5,0.5,0.017886,,
2020-02-21,9571.72096021256,1,0,0.5,0.0,0.5,0.5,-0.1036155,-0.026048898280468524,-0.02639418017321983
2020-02-22,9884.083865613478,1,0,0.5,0.0,0.5,0.5,-0.04314900000000001,0.032633933510947344,0.03211275512658677
2020-02-23,10405.827826015375,0,1,0.0,0.5,-0.5,0.5,0.035418000000000005,0.05278627412471004,0.051440244008400644
2020-02-24,11104.86650839211,0,1,0.0,0.5,-0.5,0.5,0.06593700000000001,0.06717761374343367,0.06501741933199237
2020-02-25,11190.912383829393,0,1,0.0,0.5,-0.5,0.5,0.086784,0.007748483547484142,0.007718618223615583
2020-02-26,11123.152025479683,0,1,0.0,0.5,-0.5,0.5,0.015,-0.006054944943329366,-0.006073350456317782
2020-02-27,11124.746342616258,0,1,0.0,0.5,-0.5,0.5,0.015,0.0001433332146250077,0.00014332294340126028
2020-02-28,11223.724701336501,0,1,0.0,0.5,-0.5,0.5,0.015,0.008897133981480732,0.008857787692192516
2020-02-29,11482.11598110962,0,1,0.0,0.5,-0.5,0.5,0.015,0.023021883256130637,0.022760877997914448
2020-03-01,11113.004342077511,0,1,0.0,0.5,-0.5,0.5,0.015,-0.032146656560460785,-0.03267470789477794
2020-03-02,11194.160363112356,0,1,0.0,0.5,-0.5,0.5,0.015,0.0073027975637121045,0.007276261252140488
2020-03-03,10534.267903595903,0,1,0.0,0.5,-0.5,0.5,0.015,-0.05894970574934488,-0.06075869316227502
2020-03-04,10563.840937615561,0,1,0.0,0.5,-0.5,0.5,0.015,0.002807317441543722,0.002803384285294184
2020-03-05,10421.196159929641,0,1,0.0,0.5,-0.5,0.5,0.015960000000000002,-0.013503116766742762,-0.013595112943355874
2020-03-06,10729.099312099219,0,1,0.0,0.5,-0.5,0.5,0.0211905,0.02954585514410435,0.029117787673092782
2020-03-07,11533.96918278129,0,1,0.0,0.5,-0.5,0.5,0.09114749999999999,0.07501746859351166,0.07233691130202811
2020-03-08,11637.307902592584,0,1,0.0,0.5,-0.5,0.5,0.1146885,0.008959510657056802,0.00891961237707454
2020-03-09,11552.22865852517,0,1,0.0,0.5,-0.5,0.5,0.04483200000000001,-0.007310904272667673,-0.007337759906010476
