date,symbol,signal,dw_stat,dw_rank,percentile,weight,position_size,regime,behavior
2020-03-25,ALGO/USD,LONG,2.1541079518376054,1.0,16.666666666666664,0.5,5000.0,,weak_mean_reversion
2020-04-01,ALGO/USD,LONG,2.1604390265129267,1.0,16.666666666666664,0.5,4986.50725497706,,weak_mean_reversion
2020-04-08,ALGO/USD,LONG,2.191143788704402,1.0,16.666666666666664,0.5,5711.78368426303,,weak_mean_reversion
2020-08-05,LINK/USD,LONG,1.958516974744637,1.0,20.0,0.5,5360.763680333136,,weak_momentum
2020-08-12,LINK/USD,LONG,1.8610796993126564,1.0,16.666666666666664,0.5,6950.082985136157,,weak_momentum
2020-08-19,LINK/USD,LONG,1.8813230290168643,1.0,16.666666666666664,0.5,6858.992660881962,,weak_momentum
2020-08-26,XLM/USD,LONG,1.9547383451107527,1.0,16.666666666666664,0.5,6604.09833821091,,weak_momentum
2020-09-02,XLM/USD,LONG,2.048919522400601,1.0,16.666666666666664,0.5,6403.98896956777,,weak_mean_reversion
2020-09-09,XRP/USD,LONG,2.050100174607985,1.0,20.0,0.5,5862.652779760497,,weak_mean_reversion
2021-01-06,XLM/USD,LONG,1.9601940029897287,1.0,20.0,0.5,5954.986919609925,,weak_momentum
2021-01-13,XLM/USD,LONG,1.9322702481471117,1.0,14.285714285714285,0.5,5530.694430188038,,weak_momentum
2021-01-20,OXT/USD,LONG,1.853827604611034,1.0,16.666666666666664,0.5,5432.058008572168,,weak_momentum
2021-01-27,OXT/USD,LONG,2.0022487094785832,1.0,16.666666666666664,0.5,5141.63985207972,,weak_mean_reversion
2021-02-03,XLM/USD,LONG,2.082349277479775,1.0,16.666666666666664,0.5,5848.596625877156,,weak_mean_reversion
2021-02-10,ZRX/USD,LONG,1.6417387605131752,1.0,16.666666666666664,0.5,6385.242801436755,,weak_momentum
2021-02-17,ZRX/USD,LONG,1.6446678845812959,1.0,16.666666666666664,0.5,6482.361210012658,,weak_momentum
2021-02-24,ZRX/USD,LONG,1.6599886325085582,1.0,16.666666666666664,0.5,6384.111732894469,,weak_momentum
2021-03-03,GRT/USD,LONG,1.6255247850042704,1.0,12.5,0.5,6220.561817768734,,weak_momentum
2021-03-10,ZRX/USD,LONG,1.6115633643411578,1.0,12.5,0.5,6328.772590101341,,weak_momentum
2021-03-17,GRT/USD,LONG,1.554728331108803,1.0,16.666666666666664,0.5,6421.057239723778,,weak_momentum
2021-03-24,ZRX/USD,LONG,1.498848429519285,1.0,20.0,0.5,5764.208286628646,,strong_momentum
2021-03-31,ZRX/USD,LONG,1.4321406565607646,1.0,20.0,0.5,6723.018312628183,,strong_momentum
2021-04-07,ALGO/USD,LONG,1.6454805668446204,1.0,20.0,0.5,6377.381586641278,,weak_momentum
2021-04-14,ALGO/USD,LONG,1.9967811532330728,1.0,20.0,0.5,6751.212799332183,,weak_momentum
2021-04-21,XLM/USD,LONG,2.0765361277111674,1.0,16.666666666666664,0.5,6090.035087352818,,weak_mean_reversion
2021-04-28,ZRX/USD,LONG,1.7464532021586323,1.0,16.666666666666664,0.5,6111.826907282239,,weak_momentum
2021-05-05,ZRX/USD,LONG,1.7779914190350448,1.0,16.666666666666664,0.5,6380.923750213857,,weak_momentum
2021-05-12,EOS/USD,LONG,1.7685400639456326,1.0,16.666666666666664,0.5,5938.150684686287,,weak_momentum
2021-05-19,ZRX/USD,LONG,2.0193459218810914,1.0,14.285714285714285,0.5,4236.802197147496,,weak_mean_reversion
2021-05-26,STORJ/USD,LONG,2.157967178341255,1.0,8.333333333333332,0.25,2239.529356430691,,weak_mean_reversion
2021-05-26,XLM/USD,LONG,2.2799809910479065,2.0,16.666666666666664,0.25,2239.529356430691,,weak_mean_reversion
2021-06-02,GRT/USD,LONG,2.3605465644365045,2.0,16.666666666666664,0.25,2159.276930373222,,weak_mean_reversion
2021-06-02,XLM/USD,LONG,2.232204875220886,1.0,8.333333333333332,0.25,2159.276930373222,,weak_mean_reversion
2021-06-09,CRV/USD,LONG,2.3540950959277893,2.0,16.666666666666664,0.25,2034.9735135072444,,weak_mean_reversion
2021-06-09,XLM/USD,LONG,2.229147556956049,1.0,8.333333333333332,0.25,2034.9735135072444,,weak_mean_reversion
2021-06-16,CRV/USD,LONG,2.3556438914615296,2.0,16.666666666666664,0.25,1865.6260780292914,,weak_mean_reversion
2021-06-16,XLM/USD,LONG,2.295118110940149,1.0,8.333333333333332,0.25,1865.6260780292914,,weak_mean_reversion
2021-06-23,STORJ/USD,LONG,2.3753287689241813,2.0,18.181818181818183,0.25,1612.5412026348592,,weak_mean_reversion
2021-06-23,XLM/USD,LONG,2.3173330758599286,1.0,9.090909090909092,0.25,1612.5412026348592,,weak_mean_reversion
2021-06-30,STORJ/USD,LONG,2.3305450053476227,1.0,11.11111111111111,0.5,3445.327179362226,,weak_mean_reversion
2021-07-07,STORJ/USD,LONG,2.358514646691142,1.0,11.11111111111111,0.5,3662.319737823923,,weak_mean_reversion
2021-07-14,STORJ/USD,LONG,2.3075918731185068,2.0,20.0,0.25,1791.0180791321736,,weak_mean_reversion
2021-07-14,XLM/USD,LONG,2.2495743215222572,1.0,10.0,0.25,1791.0180791321736,,weak_mean_reversion
2021-07-21,STORJ/USD,LONG,1.8936401178628322,2.0,20.0,0.25,1681.3109681304504,,weak_momentum
2021-07-21,ZRX/USD,LONG,1.8715967990892088,1.0,10.0,0.25,1681.3109681304504,,weak_momentum
2021-07-28,ANKR/USD,LONG,1.838798680674892,1.0,11.11111111111111,0.5,3612.0901641358832,,weak_momentum
