trendline_window,reversal_threshold,min_r2,min_slope_magnitude,max_pvalue,rebalance_days,max_positions,holding_period,weighting_method,initial_capital,leverage,long_allocation,short_allocation
30,1.5,0.5,50.0,0.05,1,10,5,equal_weight,10000,1.0,0.5,0.5
